Survey_Iteration,Orig_ID,Month,Day,Year,demog_age_list,demog_state,demog_state_region,gw_belief,believer_confidence,believer_cause,believer_problem,gw_concern,believer_factor_open,believer_factor_open_coded,believer_factor_glaciers,believer_factor_warmer,believer_factor_models,believer_factor_hurricane,believer_factor_ipcc,believer_factor_mildwint,believer_factor_polarbrs,believer_factor_droughts,nonbeliever_confidence,nonbeliever_factor_open,nonbeliever_factor_open_coded,nonbeliever_factor_weath,nonbeliever_factor_scievid,nonbeliever_factor_distort,gw_noevidence,gw_scioverstate,gw_nattrend,gw_mediaoverstate,gw_adapt,govt_fed,govt_state,govt_local,govt_fedvsstate,state_neighborsact,govt_nostateaction,state_rps_economy,state_impactsfelt,state_rps_neighbr,state_rps_mystate_v1,captrade_govt_v1,fftax_govt,nuclear_govt,gastax_govt,rps_govt,ethanol_govt,vehicle_govt,captrade_support_v1,captrade_govt_v2,captrade_cost15dol,captrade_cost50,carbontax_support,carbontax_cost15dol,carbontax_cost50dol,busnesspay_revuse,busnesspay_govtlevel,willing2pay_list,demog_race,demog_relig,demog_relig_evang,demog_edu,demog_news,demog_polparty,demog_teaparty,demog_polviews,demog_income,demog_gender,TOTWEIGHT
FALL 2010,2940,12,5,2010,2,WASHINGTON,4,2,,,,,,,,,,,,,,,3,TEMPERATURES,1,1,1,1,2,2,2,3,3,2,2,2,1,4,1,1,4,1,1,3,3,3,4,3,3,3,1,1,2,3,2,2,4,5,2,3,1,6,,4,5,2,2,2,4,2,0.55
FALL 2010,2947,12,6,2010,2,MAINE,1,1,2,3,2,2,"PERSONAL EXPERIENCE, MEDIA AND WEATHER C",2,2,2,2,3,3,4,4,4,,,,,,,3,2,2,2,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,,4,4,4,4,4,2,2,1,1,6,,4,5,3,2,3,5,2,0.55
FALL 2010,2950,12,6,2010,4,NEW JERSEY,1,1,2,3,2,2,IN 1940S WINTERS WERE LONGER AND COLER T,2,1,1,2,2,2,1,98,2,,,,,,,4,4,4,4,4,1,2,2,2,3,2,98,2,2,2,98,98,3,4,3,3,3,4,,4,4,3,4,4,6,,1,1,,,4,1,4,2,3,,2,0.55
FALL 2010,2958,12,6,2010,3,PENNSYLVANIA,1,2,,,,,,,,,,,,,,,3,DO NOT NOTICE CHANGES,1,4,98,2,1,1,1,1,2,2,2,2,4,2,4,1,4,2,1,3,4,3,4,3,3,1,2,2,4,4,4,4,4,3,2,1,1,1,2,4,1,2,2,3,6,2,0.55
FALL 2010,2971,12,6,2010,3,TENNESSEE,2,2,,,,,,,,,,,,,,,1,SCIENTISTS,5,4,1,1,1,4,1,1,1,3,3,3,2,98,4,1,4,4,1,4,4,1,4,4,4,4,4,,4,4,4,4,4,2,1,1,1,2,,4,5,2,2,2,,2,0.55
FALL 2010,2976,12,6,2010,2,TEXAS,2,2,,,,,,,,,,,,,,,3,FAMILY VALUES,9,4,4,4,3,3,3,3,3,1,1,1,2,3,2,3,2,3,3,98,3,3,3,3,4,3,2,1,2,3,2,2,3,5,2,2,1,6,,4,2,98,2,3,2,2,0.55
FALL 2010,2984,12,6,2010,2,OHIO,3,2,,,,,,,,,,,,,,,3,WEATHER,1,3,3,1,98,2,98,98,4,3,3,3,,98,98,4,3,1,3,2,98,3,2,4,4,1,98,,98,98,98,98,98,1,98,98,1,2,,4,1,2,2,2,6,2,0.55
FALL 2010,2987,12,6,2010,3,MICHIGAN,3,1,1,2,2,2,MILDER WINTERS,2,2,1,4,2,4,1,2,2,,,,,,,4,4,1,1,4,1,1,1,1,4,1,2,1,2,1,4,4,4,4,3,3,1,4,,4,4,4,4,4,1,1,3,1,6,,4,2,4,2,5,,2,0.55
FALL 2010,2997,12,6,2010,3,COLORADO,4,1,2,3,1,1,WHAT SCIENTISTS HAVE SAID,4,2,1,1,98,1,1,1,2,,,,,,,4,4,4,4,4,1,1,2,1,2,2,2,2,2,1,1,1,1,4,4,4,3,2,1,1,4,4,2,4,1,1,2,1,6,,4,1,1,2,5,3,2,0.55
FALL 2010,3009,12,6,2010,4,CALIFORNIA,4,1,1,1,1,1,MELTING ICE CAPS,1,1,3,2,98,98,2,1,1,,,,,,,4,4,4,4,3,1,1,1,1,4,1,1,1,2,1,3,3,98,3,3,3,3,4,,2,3,3,3,4,1,98,3,1,6,,4,1,4,2,4,4,2,0.55
FALL 2010,3014,12,7,2010,3,NEW JERSEY,1,1,2,2,2,2,MY OBSERVANCES,2,1,1,2,1,2,2,1,2,,,,,,,4,4,3,4,4,1,1,1,1,3,3,2,1,2,1,3,3,3,3,3,3,3,2,1,2,3,2,2,3,1,1,4,1,,,4,2,,2,3,,2,0.55
FALL 2010,3016,12,7,2010,3,NEW YORK,1,1,1,3,2,2,ICE MELTING,1,2,1,2,4,2,1,1,1,,,,,,,4,4,2,2,2,2,3,2,3,1,2,98,2,2,2,3,4,3,4,3,4,3,1,1,4,4,4,2,4,1,1,3,1,1,2,4,2,2,2,2,6,2,0.55
FALL 2010,3025,12,7,2010,4,WEST VIRGINIA,2,1,1,1,1,1,READING ABOUT THE ICE CAPS AND POLAR BEA,1,1,3,2,1,4,4,1,3,,,,,,,4,4,4,4,4,1,1,2,4,4,1,1,1,1,1,4,4,1,4,3,3,3,1,1,1,3,3,3,4,2,1,2,1,1,2,4,1,1,2,3,1,2,0.55
FALL 2010,3027,12,7,2010,3,GEORGIA,2,1,1,1,1,1,SCIENTIFIC ARCTICLES,4,1,1,1,98,1,1,1,1,,,,,,,4,4,4,4,3,1,1,1,1,4,1,1,1,98,1,1,1,3,3,3,3,1,4,,2,3,4,2,4,1,1,6,1,6,,4,4,1,2,4,4,2,0.55
FALL 2010,3029,12,7,2010,3,ALABAMA,2,2,,,,,,,,,,,,,,,3,NEWS REPORTS,9,3,2,2,3,2,2,1,3,1,1,1,1,4,1,1,98,4,1,3,98,4,4,4,3,98,2,1,4,4,2,4,4,1,1,1,1,1,2,4,1,2,2,2,2,2,0.55
FALL 2010,3033,12,7,2010,4,TEXAS,2,1,4,3,2,1,WARMER WINTERS,2,2,2,3,3,3,2,2,3,,,,,,,2,3,3,2,4,1,2,2,1,2,2,2,2,2,2,3,3,1,3,3,2,2,4,,4,4,4,4,4,4,1,1,1,1,2,4,1,1,2,3,,2,0.55
FALL 2010,3040,12,7,2010,4,OHIO,3,1,3,1,2,2,NEWS REPORTS,6,2,4,4,2,4,4,2,2,,,,,,,2,3,3,3,4,2,2,2,1,4,98,1,98,4,1,3,3,4,3,3,3,3,98,,1,3,2,2,4,1,1,2,1,6,,4,2,1,2,4,98,2,0.55
FALL 2010,3046,12,7,2010,3,IOWA,3,1,2,3,1,1,HOTTER SUMMERS,2,1,1,4,2,3,4,1,2,,,,,,,4,4,4,4,4,2,2,2,1,4,1,2,1,2,1,3,3,3,3,3,3,3,4,,2,4,1,1,4,1,98,2,1,2,,4,1,4,2,2,3,2,0.55
FALL 2010,3051,12,7,2010,3,MISSOURI,3,2,,,,,,,,,,,,,,,1,NOT ENOUGH REPORTED AND ONLY RECORDING T,3,3,4,1,1,1,3,1,4,2,2,2,2,4,2,4,3,4,3,4,4,4,4,4,4,4,4,,4,4,4,4,4,2,98,1,1,1,2,4,1,2,1,2,5,2,0.55
FALL 2010,3054,12,7,2010,2,COLORADO,4,2,,,,,,,,,,,,,,,1,PART OF CYCLICAL PATTERNS,2,1,4,4,1,1,1,1,98,1,1,3,1,98,2,2,3,2,1,4,4,3,4,4,4,1,4,,4,4,4,4,4,1,1,4,1,6,,4,5,2,2,3,5,2,0.55
FALL 2010,3063,12,7,2010,3,WASHINGTON,4,2,,,,,,,,,,,,,,,2,CLIMATE IS GOOD,1,2,2,1,1,1,2,1,1,3,3,3,4,98,4,2,3,3,98,4,4,4,4,4,1,1,3,,3,3,3,3,3,6,2,1,1,2,,4,1,2,2,2,,2,0.55
FALL 2010,3074,12,8,2010,4,PENNSYLVANIA,1,1,2,2,3,2,NEWS REPORTS,6,3,2,3,1,3,2,3,1,,,,,,,2,2,1,1,2,1,1,2,3,1,1,1,1,98,1,3,4,3,4,3,3,3,4,,4,4,4,4,4,2,1,1,1,2,,4,1,1,2,1,3,2,0.55
FALL 2010,3076,12,8,2010,3,PENNSYLVANIA,1,2,,,,,,,,,,,,,,,3,MEDIA,9,1,2,2,2,1,1,1,3,1,2,3,1,4,1,2,4,3,2,3,3,1,2,3,3,3,4,,2,3,3,2,3,2,2,3,1,1,1,4,5,2,2,3,98,2,0.55
FALL 2010,3088,12,8,2010,3,GEORGIA,2,1,2,2,3,3,FROM MEMORY OF WEATHER,2,4,2,3,2,4,2,3,2,,,,,,,2,2,1,1,1,3,3,3,3,2,3,3,2,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,98,98,98,1,1,98,4,1,2,1,1,,2,0.55
FALL 2010,3092,12,8,2010,4,ALABAMA,2,1,2,3,1,1,POLAR BEARS AND PENGUINS,7,1,2,3,2,2,2,1,2,,,,,,,4,4,3,3,4,1,1,1,2,4,1,2,2,3,2,3,3,3,3,3,4,3,2,1,2,2,2,2,2,3,1,3,1,2,,4,1,1,2,3,,2,0.55
FALL 2010,3110,12,8,2010,2,MICHIGAN,3,1,1,1,1,1,POLAR ICE CAPS,1,1,3,4,1,4,4,1,1,,,,,,,4,4,4,4,4,1,1,1,2,4,1,1,1,4,1,2,3,1,3,1,1,1,1,1,2,98,1,2,98,4,98,2,1,2,,4,2,3,1,3,,2,0.55
FALL 2010,3111,12,8,2010,3,IOWA,3,1,2,3,2,2,HISTORY PROVES THIS AND WE ARE NOT REPLE,9,2,4,3,4,4,3,4,4,,,,,,,3,98,3,2,4,1,1,1,1,2,2,1,3,2,1,3,3,3,3,3,3,3,98,,98,98,98,98,98,1,98,,1,1,2,4,1,4,2,3,,2,0.55
FALL 2010,3113,12,8,2010,4,IOWA,3,2,,,,,,,,,,,,,,,1,MY OPINION,8,3,1,1,2,2,2,2,3,3,3,3,98,98,98,98,3,3,3,4,4,4,4,4,4,4,3,,3,3,3,3,3,6,2,1,1,1,2,4,1,2,2,2,3,2,0.55
FALL 2010,3118,12,8,2010,3,ILLINOIS,3,2,,,,,,,,,,,,,,,2,COLD WINTERS IN CHICAGO,1,2,2,3,2,2,1,1,2,2,2,3,4,2,2,3,3,2,2,3,4,3,3,3,3,1,2,1,3,3,3,2,2,2,1,3,1,1,2,4,1,1,2,3,5,2,0.55
FALL 2010,3151,12,9,2010,3,NEW JERSEY,1,1,3,2,2,3,COMMON KNOWLEDGE,10,2,2,4,4,4,2,4,4,,,,,,,2,1,2,1,1,3,3,3,2,4,4,4,4,4,1,2,4,98,4,1,1,1,4,,4,4,4,4,4,1,1,2,1,2,,4,1,4,2,3,3,2,0.55
FALL 2010,3152,12,9,2010,4,NEW YORK,1,98,,,,,,,,,,,,,,,,,,,,,98,4,2,3,2,3,3,3,98,4,4,2,3,3,2,3,3,3,98,3,3,3,98,,4,4,98,4,4,98,98,1,1,6,,4,2,2,98,3,6,2,0.55
FALL 2010,3153,12,9,2010,3,NEW Y0RK,1,1,2,1,2,2,SUMMERS ARE HOTTER,2,2,2,98,2,98,2,2,2,,,,,,,3,4,3,3,98,2,2,3,2,3,2,2,2,3,2,2,4,3,1,1,1,1,98,,2,4,2,2,4,3,1,3,1,2,,4,2,1,2,4,4,2,0.55
FALL 2010,3157,12,9,2010,4,PENNSYLVANIA,1,98,,,,,,,,,,,,,,,,,,,,,3,3,1,4,98,1,1,1,1,1,1,1,98,1,1,3,3,3,3,3,3,3,2,1,3,3,4,1,4,1,98,2,1,1,1,4,2,2,2,2,2,2,0.55
FALL 2010,3159,12,9,2010,3,FLORIDA,2,1,1,2,1,2,EXPERIENCE,2,1,1,2,2,4,4,4,2,,,,,,,4,4,3,4,4,1,1,1,1,4,1,1,1,4,1,2,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,4,1,1,2,4,1,4,2,4,6,2,0.55
FALL 2010,3162,12,9,2010,4,VIRGINIA,2,1,1,2,1,1,WEATHER,3,1,1,1,1,98,1,3,98,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,4,3,3,3,4,,4,4,4,4,4,4,2,1,1,1,1,4,1,1,2,3,2,2,0.55
FALL 2010,3165,12,9,2010,2,VIRGINIA,2,1,1,3,2,2,OWN EXPERIENCE,2,2,1,3,1,2,1,3,2,,,,,,,4,3,2,2,4,1,1,1,1,4,1,3,2,4,1,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,4,1,2,,4,5,1,2,3,6,2,0.55
FALL 2010,3171,12,9,2010,3,GEORGIA,2,1,1,1,1,1,DISAPPEARING ICE CAPS,1,1,3,2,2,2,4,2,2,,,,,,,4,4,4,4,4,1,1,2,1,4,1,2,2,3,2,3,3,4,3,3,3,3,2,1,2,3,2,2,3,1,1,3,1,1,2,4,1,1,2,5,5,2,0.55
FALL 2010,3172,12,9,2010,3,FLORIDA,2,98,,,,,,,,,,,,,,,,,,,,,2,2,2,2,98,3,3,3,2,2,3,2,98,4,2,4,4,4,4,3,3,3,4,,4,4,4,4,4,6,98,1,1,1,2,4,2,2,1,2,3,2,0.55
FALL 2010,3176,12,9,2010,2,MISSISSIPPI,2,2,,,,,,,,,,,,,,,3,DO NOT BELIEVE IT,8,4,3,2,1,1,2,1,2,1,1,2,2,2,2,2,98,98,2,3,3,1,4,3,3,3,4,,2,4,4,2,4,2,98,2,1,6,,4,1,2,98,2,6,2,0.55
FALL 2010,3191,12,9,2010,4,IOWA,3,1,2,3,1,1,COLDER TEMERATURES AND MORE SNOW,2,1,3,3,2,3,3,2,3,,,,,,,3,3,3,4,4,1,2,2,2,2,2,2,2,2,2,1,3,1,1,3,3,3,2,2,2,3,2,2,3,4,2,3,1,2,,4,2,2,2,3,4,2,0.55
FALL 2010,3199,12,9,2010,4,MISSOURI,3,1,2,2,3,2,MELTING,1,2,2,2,2,4,2,2,2,,,,,,,1,1,1,1,1,3,3,3,1,1,2,1,3,4,1,4,4,3,4,3,3,3,4,,4,4,4,4,4,4,2,1,1,2,,4,4,4,1,2,3,2,0.55
FALL 2010,2312,11,15,2010,2,PENNSYLVANIA,1,2,,,,,,,,,,,,,,,2,WEATHER,1,1,2,2,1,1,1,1,4,3,3,3,4,4,4,1,4,2,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,3,2,1,1,2,,5,1,4,2,3,6,1,0.58
FALL 2010,2316,11,15,2010,3,VIRGINIA,2,2,,,,,,,,,,,,,,,2,HAVE NOT NOTICED A DIFFERENCE,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,2,1,1,1,1,5,5,2,2,1,4,1,0.58
FALL 2010,2319,11,15,2010,4,FLORIDA,2,1,1,3,1,1,THE NEWS,6,1,1,2,98,4,2,1,1,,,,,,,3,3,3,2,3,1,1,1,2,98,2,2,2,98,2,98,3,3,3,3,3,3,98,,2,3,2,2,3,1,2,5,1,,,5,1,,2,3,4,1,0.58
FALL 2010,2334,11,15,2010,4,MONTANA,4,1,1,1,1,1,WEATHER PATTERNS CHANGING,3,1,1,1,1,1,1,1,1,,,,,,,4,4,4,4,4,1,1,1,1,4,1,1,1,4,1,3,3,4,3,3,3,3,1,1,2,2,1,2,2,1,1,3,1,6,,5,5,4,2,4,,1,0.58
FALL 2010,2343,11,16,2010,4,MAINE,1,2,,,,,,,,,,,,,,,2,SCIENTIC EVIDENCE FROM CENTURIES OF CHAN,5,2,1,3,2,2,2,2,2,3,3,3,4,2,4,2,4,3,2,4,4,4,4,3,3,3,4,,4,4,4,4,4,6,,3,1,2,,5,2,2,2,1,6,1,0.58
FALL 2010,2370,11,16,2010,3,NEBRASKA,3,98,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,3,2,3,2,3,3,3,4,4,4,3,3,3,3,2,2,2,3,3,1,3,1,2,5,1,1,1,5,2,2,1,2,6,1,0.58
FALL 2010,2375,11,17,2010,5,MASSACHUSETTS,1,1,2,3,2,2,FOSSIL FUELS,8,2,3,3,2,2,3,3,3,,,,,,,3,3,3,3,3,1,2,2,2,3,2,2,2,3,1,2,1,4,4,3,3,1,2,3,2,2,2,2,2,1,1,6,1,2,,5,1,4,2,3,6,1,0.58
FALL 2010,2376,11,17,2010,3,MAINE,1,1,2,3,2,1,NEWS REPORTS AND WEATHER CHARTS,6,1,1,1,2,3,4,2,3,,,,,,,4,4,4,4,4,1,2,2,2,2,2,2,98,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,4,1,2,,5,2,1,2,4,6,1,0.58
FALL 2010,2396,11,17,2010,4,MICHIGAN,3,2,,,,,,,,,,,,,,,3,DISPARITY IN RESEARCH,5,4,2,2,2,2,1,1,4,1,1,1,4,4,1,3,3,1,1,3,4,3,4,3,3,3,2,3,2,4,3,2,4,2,2,3,1,1,1,5,2,4,2,3,5,1,0.58
FALL 2010,2414,11,18,2010,3,NEW YORK,1,1,2,3,2,2,FAMILAR WITH RESEARCH AND I BELIEVE IT,4,1,1,1,2,2,3,2,3,,,,,,,4,3,3,3,3,1,1,1,2,3,1,2,2,2,1,3,3,3,3,3,3,3,2,1,2,2,2,2,2,1,1,4,1,6,,5,5,1,2,3,5,1,0.58
FALL 2010,2440,11,18,2010,3,ILLINOIS,3,1,1,3,1,1,DIRECT EVIDENCE,4,1,2,2,3,1,2,3,1,,,,,,,4,4,3,2,2,2,2,2,1,4,2,3,2,1,1,1,1,1,1,1,4,1,2,1,2,2,2,1,1,2,1,5,1,1,1,5,5,2,2,3,5,1,0.58
FALL 2010,2469,11,19,2010,4,MICHIGAN,3,2,,,,,,,,,,,,,,,1,LACK OF SCIENTIFIC EVIDENCE THAT IT IS I,3,4,1,1,1,3,1,1,1,3,3,3,4,2,4,4,4,1,4,4,4,3,4,4,4,4,4,,4,4,4,4,4,3,1,1,1,2,,5,6,2,1,1,3,1,0.58
FALL 2010,2470,11,19,2010,3,MICHIGAN,3,1,2,98,2,1,STUDIES READ,4,1,2,2,3,4,4,4,3,,,,,,,3,3,4,3,4,1,2,2,2,1,3,3,2,1,2,1,3,4,3,1,1,1,2,1,1,2,2,1,2,1,1,5,1,6,,5,2,1,2,4,6,1,0.58
FALL 2010,2490,11,21,2010,3,FLORIDA,2,1,2,1,2,2,RECENT HISTORY,10,1,2,3,3,3,3,2,2,,,,,,,4,4,3,2,4,1,2,2,2,4,2,2,1,4,2,3,1,3,3,2,1,1,3,,3,4,4,3,4,4,1,5,1,2,,5,1,1,2,3,6,1,0.58
FALL 2010,2496,11,21,2010,3,NORTH DAKOTA,3,1,2,1,2,2,READ INFORMATION,6,2,98,2,4,98,4,2,98,,,,,,,4,3,98,3,2,1,2,2,2,3,3,3,98,2,2,1,1,3,1,4,3,1,2,1,2,2,2,2,2,1,98,98,1,1,2,5,4,4,2,2,5,1,0.58
FALL 2010,2511,11,22,2010,3,PENNSYLVANIA,1,1,2,1,2,2,DETERIORATING OZONE LAYER,10,2,2,3,3,3,3,3,3,,,,,,,4,4,4,4,4,2,3,3,1,4,1,2,2,4,2,3,3,98,4,3,98,3,2,2,2,2,2,2,3,4,1,4,1,2,,5,2,2,2,3,6,1,0.58
FALL 2010,2514,11,22,2010,3,GEORGIA,2,2,,,,,,,,,,,,,,,1,NOT SURE,9,1,4,4,1,4,1,1,4,2,2,2,4,4,1,2,4,1,2,1,3,4,4,4,4,3,2,98,4,4,4,4,4,5,1,1,1,5,,5,1,4,2,1,6,1,0.58
FALL 2010,2521,11,22,2010,3,TEXAS,2,2,,,,,,,,,,,,,,,3,TEMPERATURES HAVE BEEN THE SAME FOR THE,1,2,4,2,2,3,2,1,4,1,2,2,2,3,3,4,3,2,4,4,2,3,4,4,4,3,4,,4,4,4,4,4,4,2,4,1,6,,5,5,4,2,2,6,1,0.58
FALL 2010,2526,11,22,2010,4,COLORADO,4,1,1,1,1,2,EXCESSIVE USE OF FOSSIL FUELS,8,2,2,2,2,2,1,2,2,,,,,,,4,4,4,4,4,1,2,2,4,4,2,1,2,4,1,3,3,3,3,3,3,3,2,1,2,3,2,2,3,1,2,2,1,1,2,5,2,4,2,3,4,1,0.58
FALL 2010,2548,11,23,2010,3,NEW YORK,1,1,3,3,2,2,SCIENTIFIC EVIDENCE,4,2,2,4,4,4,2,2,4,,,,,,,1,1,2,1,4,1,2,2,4,2,2,2,4,2,2,4,4,4,4,3,3,1,4,,4,4,4,4,4,1,2,3,1,2,,5,1,4,2,1,6,1,0.58
FALL 2010,2565,11,23,2010,3,CALIFORNIA,4,1,1,1,1,1,FOSSIL FUELS,8,2,1,2,3,2,4,2,2,,,,,,,2,2,3,2,4,1,2,2,2,3,2,2,2,3,1,1,3,3,3,3,3,3,2,1,2,3,2,2,3,1,1,5,1,1,2,5,2,2,2,1,6,1,0.58
FALL 2010,2575,11,29,2010,3,NEW JERSEY,1,1,1,1,1,1,NEWS REPORTS,6,1,2,1,2,1,2,1,1,,,,,,,4,4,4,4,4,1,1,2,1,4,2,4,2,4,1,3,3,98,3,3,3,1,2,98,1,1,1,1,1,1,1,6,1,6,,5,2,1,2,5,6,1,0.58
FALL 2010,2654,12,1,2010,4,NEW JERSEY,1,1,1,1,1,1,VARIOUS NEWS ARCTICLES,6,1,2,1,1,1,2,1,1,,,,,,,4,4,4,4,4,1,2,2,1,4,1,1,2,4,1,3,3,1,3,3,3,3,2,1,1,2,1,1,1,1,2,3,1,3,,5,1,1,2,5,,1,0.58
FALL 2010,2655,12,1,2010,2,NEW YORK,1,1,1,1,1,1,MELTING ICE,1,1,4,1,1,1,2,1,4,,,,,,,3,4,3,4,4,1,1,1,1,4,1,2,2,98,1,3,3,98,3,3,3,3,2,1,3,2,1,1,2,1,2,3,1,7,,5,5,1,2,4,4,1,0.58
FALL 2010,2666,12,1,2010,3,VIRGINIA,2,1,1,1,1,1,SCIENTISTS AND I READ THE DATA,4,1,2,1,98,1,2,3,3,,,,,,,4,4,4,3,4,1,1,2,1,4,3,1,2,4,1,1,3,3,3,3,3,1,2,1,2,2,2,2,2,1,1,4,1,7,,5,2,1,2,5,6,1,0.58
FALL 2010,2671,12,1,2010,4,SOUTH CAROLINA,2,1,1,98,3,3,SCIENTIFIC STUDIES,4,2,4,1,3,3,4,98,4,,,,,,,4,4,4,4,98,1,2,2,98,4,1,1,1,4,1,2,3,2,4,3,3,1,1,3,3,4,1,1,3,1,98,2,1,1,2,5,1,2,2,2,4,1,0.58
FALL 2010,2696,12,1,2010,4,IOWA,3,2,,,,,,,,,,,,,,,4,NOT MAN MADE,2,4,3,3,3,3,3,1,3,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3,3,4,4,,3,3,3,3,4,2,98,98,1,1,2,5,1,4,98,3,6,1,0.58
FALL 2010,2697,12,1,2010,4,MINNESOTA,3,2,,,,,,,,,,,,,,,,WEATHER,1,1,1,1,4,4,1,4,4,1,2,2,1,3,1,1,98,2,1,1,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,98,1,,,5,5,1,2,4,6,1,0.58
FALL 2010,2698,12,1,2010,3,ILLINOIS,3,1,1,3,2,1,GEOLOGY TRIP TO ALASKA,10,1,2,2,4,2,2,2,2,,,,,,,4,4,3,4,98,1,1,1,1,3,1,1,1,3,1,1,1,1,1,2,3,3,1,1,2,3,1,2,3,1,1,3,1,1,2,5,5,2,2,1,5,1,0.58
FALL 2010,2707,12,1,2010,3,CALIFORNIA,4,1,2,3,2,2,HOTTER TEMPERATURES,2,1,1,2,2,3,4,2,2,,,,,,,4,3,3,3,4,1,1,1,2,3,2,2,2,3,2,3,3,3,3,3,3,3,2,1,2,2,2,2,2,1,1,4,1,2,,5,5,2,2,1,6,1,0.58
FALL 2010,2708,12,1,2010,2,WYOMING,4,2,,,,,,,,,,,,,,,1,SCIENTIFIC REPORTS,5,1,1,2,1,2,2,2,3,2,2,2,4,2,2,3,3,1,3,4,4,1,4,4,4,1,4,,4,4,4,4,4,4,2,1,1,6,,5,5,2,2,1,6,1,0.58
FALL 2010,2718,12,1,2010,5,WASHINGTON,4,1,1,1,1,1,SCIENTIFIC EVIDENCE,4,1,3,1,2,1,4,1,3,,,,,,,4,4,2,4,4,1,1,1,1,3,1,1,1,2,1,3,3,3,3,3,3,3,1,1,1,1,1,1,2,1,1,4,1,3,,5,1,1,2,4,2,1,0.58
FALL 2010,2721,12,2,2010,4,NEW YORK,1,98,,,,,,,,,,,,,,,,,,,,,4,1,1,1,98,3,3,3,4,1,4,4,4,1,4,4,4,4,4,4,4,3,4,,4,4,4,4,4,6,98,1,1,2,,5,4,4,1,1,4,1,0.58
FALL 2010,2722,12,2,2010,4,MASSACHUSETTS,1,1,1,98,2,3,PERSONAL SCIENTIFIC MAGAZINE READINGS,6,1,4,2,4,4,4,4,4,,,,,,,4,4,3,3,3,1,2,2,2,3,3,2,98,3,2,1,1,1,1,1,4,1,2,1,2,2,1,1,1,1,1,98,1,7,,5,5,1,2,4,,1,0.58
FALL 2010,2723,12,2,2010,4,MAINE,1,2,,,,,,,,,,,,,,,4,REGULAR CYCLES,2,4,4,4,1,1,1,1,1,2,2,3,4,4,4,1,4,4,1,4,4,4,4,4,4,3,4,,4,4,4,4,4,3,98,1,1,2,,5,1,2,2,2,3,1,0.58
FALL 2010,2727,12,2,2010,1,NEW YORK,1,1,1,1,1,1,SCIENTIFIC LITERATURE,4,1,3,1,3,1,3,2,2,,,,,,,4,4,4,4,4,1,1,1,1,4,1,1,2,3,1,3,3,3,3,3,4,3,1,1,2,2,2,2,2,1,1,5,1,3,,5,5,1,2,4,3,1,0.58
FALL 2010,2745,12,2,2010,3,ARKANSAS,2,98,,,,,,,,,,,,,,,,,,,,,4,2,2,2,4,1,2,3,4,4,2,1,98,2,1,3,3,3,4,3,3,1,4,,4,4,1,1,1,1,1,3,1,1,2,5,1,1,2,3,4,1,0.58
FALL 2010,2755,12,2,2010,3,OHIO,3,2,,,,,,,,,,,,,,,2,HAVE NOT BEEN CONVINCED OTHERWISE,3,4,2,4,1,2,2,98,3,3,3,3,98,1,3,3,98,98,98,4,4,3,4,4,4,1,4,,4,4,4,4,4,4,1,1,1,1,98,5,1,4,2,3,6,1,0.58
FALL 2010,2764,12,2,2010,5,IOWA,3,2,,,,,,,,,,,,,,,1,UP AND DOWN TEMPERATURES,1,2,1,1,1,2,2,1,3,3,3,3,4,4,4,2,4,3,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,,,1,1,,,5,5,2,2,5,6,1,0.58
FALL 2010,2765,12,2,2010,4,WISCONSIN,3,1,1,1,1,1,WASTE OF ENERGY,8,2,3,2,1,2,2,2,2,,,,,,,4,4,4,4,4,1,1,1,1,4,1,1,1,4,1,3,3,4,3,3,4,3,1,1,1,1,1,1,1,1,2,6,1,6,,5,4,4,2,5,5,1,0.58
FALL 2010,2789,12,2,2010,2,CALIFORNIA,4,1,1,1,1,1,EARTHQUAKES,3,1,1,2,1,2,1,1,1,,,,,,,4,4,4,4,3,1,1,1,2,4,1,2,1,2,1,3,3,4,3,3,3,3,2,1,2,2,2,2,2,2,2,3,1,1,2,5,2,1,2,4,,1,0.58
FALL 2010,2821,12,3,2010,3,FLORIDA,2,1,1,3,1,1,READING THE STUDIES,4,1,1,1,1,,1,1,1,,,,,,,4,4,4,4,4,1,1,1,1,4,1,1,1,,1,3,3,4,3,98,,98,1,1,1,1,1,1,1,1,1,6,1,3,,5,5,1,2,5,4,1,0.58
FALL 2010,2840,12,3,2010,4,IOWA,3,2,,,,,,,,,,,,,,,2,NO FACTS,3,4,3,2,2,2,4,1,2,3,3,3,4,2,2,2,3,3,3,4,4,1,2,2,2,2,3,,3,4,4,4,4,4,2,1,1,1,2,5,2,2,2,1,6,1,0.58
