"RespNumb","SAMPLE","VERSION","demog_age_list","demog_state","demog_state_region","weather_pastwinter","weather_snow","weather_pastsummer_v2","weather_today","gw_belief","believer_confidence","believer_cause","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","weather_extremes","weather_gwimpact","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_income","demog_gender","DATE","TotalWeight"
264,"C","B",3,"MN",3,2,4,2,3,98,,,,,,,,,,,,,,,,,,,2,3,1,2,,2,4,3,2,4,1,"4/13/2016 9:49:09",0.935
265,"C","B",3,"TX",2,2,6,2,3,1,2,3,"WE DONT HAVE WINTER ANYMORE",3,98,2,98,1,1,2,1,1,,,,,,,1,1,2,2,,3,5,,,,2,"4/13/2016 9:51:01",1.4
266,"C","B",1,"MN",3,1,4,2,1,1,1,1,"RESEARCH  ENVIRONMENTAL TEACHERS",4,1,2,2,1,1,1,1,2,,,,,,,1,1,10,7,,2,5,1,3,2,2,"4/13/2016 9:51:24",1.3
267,"C","B",1,"ID",4,5,5,5,5,2,,,,,,,,,,,,,1,"RESEARCH",5,4,3,1,1,4,1,6,,3,5,,3,,2,"4/13/2016 9:52:37",1.32
268,"C","B",3,"TN",2,1,3,5,5,1,2,1,"HOTTEST ON RECORD LAST YEAR AND AHEAD OF THAT NOW",2,2,3,2,2,2,1,2,2,,,,,,,1,1,1,1,2,4,5,4,2,5,1,"4/13/2016 9:54:20",0.755
269,"C","B",2,"TX",2,1,6,3,3,1,1,1,"FACT OPPOSED TO OPINION",4,1,2,98,2,3,98,1,1,,,,,,,1,2,1,1,1,4,5,1,3,4,1,"4/13/2016 9:59:23",0.925
270,"C","B",4,"FL",2,2,6,5,3,98,,,,,,,,,,,,,,,,,,,1,4,1,1,1,4,1,4,1,4,1,"4/14/2016 5:11:29",0.505
271,"C","B",3,"GA",2,2,6,5,5,98,,,,,,,,,,,,,,,,,,,1,1,1,1,2,4,5,2,2,6,1,"4/14/2016 5:17:36",0.815
272,"C","B",2,"TX",2,1,6,98,1,98,,,,,,,,,,,,,,,,,,,1,1,10,2,,4,5,2,98,1,1,"4/14/2016 5:21:02",0.905
273,"C","B",4,"TN",2,5,5,5,5,2,,,,,,,,,,,,,1,"SCIENTIFIC STATS",5,4,4,1,3,3,10,6,,4,1,4,1,6,1,"4/14/2016 5:22:47",0.395
274,"C","B",2,"GA",2,5,4,5,3,98,,,,,,,,,,,,,,,,,,,3,4,1,1,2,2,5,2,5,6,1,"4/14/2016 5:28:02",1.065
275,"C","B",3,"NY",1,1,4,5,5,1,2,1,"HAS SEEN SOME OF DATA",4,2,2,2,2,2,2,2,2,,,,,,,1,2,1,2,,4,4,4,3,4,1,"4/14/2016 5:31:32",0.805
276,"C","B",4,"NH",1,4,6,2,1,1,1,3,"ICE MELTING",1,1,1,4,1,4,1,1,1,,,,,,,1,1,,,,2,1,,,,1,"4/14/2016 5:39:15",0.635
277,"C","B",2,"PA",1,2,3,5,5,1,2,1,"INFORMATION THAT I SEE ON INTERNET",6,1,3,1,3,98,1,2,98,,,,,,,1,2,9,1,2,5,5,1,5,6,2,"4/14/2016 5:45:43",2.08
278,"C","B",3,"PA",1,2,3,5,5,1,1,1,"FROM WHAT SHES READ AND THE WEATHER PATTERNS",6,1,4,2,1,4,2,1,1,,,,,,,1,1,1,2,,4,2,1,3,,2,"4/14/2016 5:48:33",1.12
279,"C","B",1,"FL",2,1,6,1,2,1,98,3,"WEATHER",3,1,1,4,3,1,4,1,4,,,,,,,1,1,,,,4,5,,,,2,"4/14/2016 5:48:36",1.29
280,"C","B",2,"NC",2,2,5,5,3,98,,,,,,,,,,,,,,,,,,,1,1,2,1,2,4,1,1,3,5,2,"4/14/2016 5:52:11",1.44
281,"C","B",3,"MI",3,1,4,3,5,1,1,3,"SCIENTIFIC EVIDENCE",4,2,2,2,2,2,2,2,3,,,,,,,1,1,1,1,1,5,1,4,2,4,2,"4/14/2016 5:53:47",0.75
282,"C","B",3,"FL",2,2,6,2,3,2,,,,,,,,,,,,,1,"RECORDS FOR 150 YRS",5,3,3,2,1,2,,,,3,1,,,,1,"4/14/2016 6:00:07",0.835
283,"C","B",3,"NC",2,1,3,2,3,1,1,1,"INTENSITY OF HURRICANES AND MILDEST WINTER IN YEARS",3,1,1,98,1,1,1,2,1,,,,,,,1,1,1,1,2,3,5,1,3,4,1,"4/14/2016 6:03:06",0.835
284,"C","B",2,"FL",2,3,2,1,2,1,1,2,"ARTIC  MELTING",1,1,1,1,2,4,2,4,4,,,,,,,1,2,1,2,,2,5,4,2,3,1,"4/14/2016 6:03:26",1.055
285,"C","B",3,"CT",1,1,4,5,5,98,,,,,,,,,,,,,,,,,,,1,2,1,3,,4,1,4,5,,2,"4/14/2016 6:11:00",1.12
286,"C","B",3,"TX",2,5,6,5,3,2,,,,,,,,,,,,,1,"NEWS, WEATHER",4,1,1,1,3,98,,,,3,5,,,,1,"4/14/2016 6:14:16",0.835
287,"C","B",3,"FL",2,5,6,5,2,1,1,2,"WE'RE KEEPING BETTER TRACK OF CYCLES THAN IN THE PAST",3,2,2,1,2,2,2,2,1,,,,,,,3,4,1,6,,3,5,4,3,4,1,"4/14/2016 6:15:03",0.835
288,"C","B",4,"WI",3,2,4,5,98,1,1,1,"POLAR REGIONS ICE MELTING",1,1,3,1,3,2,1,1,1,,,,,,,1,1,1,2,,5,5,4,4,,2,"4/14/2016 6:17:05",0.45
289,"C","B",2,"SC",2,1,6,4,3,2,,,,,,,,,,,,,1,"NOT SURE",9,1,1,4,1,1,9,6,,2,1,98,2,2,1,"4/14/2016 6:18:53",2.255
290,"C","B",4,"TN",2,5,5,5,5,98,,,,,,,,,,,,,,,,,,,3,98,1,1,1,5,5,4,1,,1,"4/14/2016 6:20:41",0.135
291,"C","B",2,"PA",1,1,4,1,2,1,1,3,"FOSSIL FUEL BURNING",8,2,1,4,1,1,1,1,1,,,,,,,1,2,2,6,,5,1,1,5,6,2,"4/14/2016 6:24:07",1.13
292,"C","B",4,"TX",2,1,6,5,5,2,,,,,,,,,,,,,1,"CHANGING BUT NOT INCREASING",9,4,1,1,3,4,1,2,,5,5,2,1,2,1,"4/14/2016 6:24:58",0.135
293,"C","B",4,"NH",1,2,3,5,5,1,1,1,"MEDIA",6,2,2,2,98,2,1,2,2,,,,,,,98,2,1,1,2,3,98,1,4,98,1,"4/14/2016 6:27:50",0.535
294,"C","B",2,"FL",2,4,6,5,5,1,3,3,"CHEMICALS",8,3,1,2,2,4,98,2,2,,,,,,,1,1,9,2,,2,5,4,3,3,1,"4/14/2016 6:28:04",2.255
295,"C","B",3,"FL",2,5,6,5,1,1,1,2,"HOTTER OUTSIDE NOW",2,3,1,3,3,1,3,2,3,,,,,,,3,2,1,1,1,3,6,2,2,,2,"4/14/2016 6:29:37",1.15
296,"C","B",2,"IA",3,2,5,4,3,2,,,,,,,,,,,,,1,"WEATHER",1,3,1,2,3,1,,,,4,1,,,,2,"4/14/2016 6:30:18",1.24
297,"C","B",4,"KY",2,2,3,2,3,1,2,1,"FROM WHAT I HAVE READ",6,1,2,2,1,3,1,1,1,,,,,,,1,2,1,1,2,5,1,1,5,4,2,"4/14/2016 6:30:49",0.45
298,"C","B",3,"VA",2,2,98,5,5,2,,,,,,,,,,,,,1,"COLDEST WINTERS",1,98,98,98,3,98,10,6,,1,1,2,4,1,1,"4/14/2016 6:39:29",1.115
299,"C","B",2,"VA",2,1,5,5,5,1,1,1,"CREDIBLE SCIENTISTS",4,1,2,1,1,2,3,1,1,,,,,,,1,1,1,6,,5,5,1,5,6,2,"4/14/2016 6:42:44",0.88
300,"C","B",2,"MD",2,2,1,5,5,1,1,2,"POLAR CAPS",1,1,2,1,1,2,1,2,2,,,,,,,1,2,1,6,,4,1,2,3,,1,"4/14/2016 6:48:30",0.925
301,"C","B",1,"FL",2,1,6,5,5,1,1,3,"HUMAN",8,1,4,98,2,2,1,98,2,,,,,,,1,2,1,7,,3,5,1,4,2,2,"4/14/2016 6:51:17",1.32
302,"C","B",1,"IL",3,3,4,2,2,1,2,3,"POLLUTION AND THE OZONE LAYER",8,2,1,4,3,1,2,1,3,,,,,,,1,1,1,1,1,3,1,,,,2,"4/14/2016 6:54:21",1.32
303,"C","B",4,"ND",3,2,2,2,1,1,1,1,"WARMER WINTERS",2,1,1,4,2,2,1,1,1,,,,,,,1,1,1,1,2,2,1,1,1,3,2,"4/14/2016 6:56:33",0.95
304,"C","B",3,"SD",3,2,3,2,1,1,1,1,"WEATHER",3,1,1,1,1,2,1,1,1,,,,,,,1,1,,,,5,1,,,,2,"4/14/2016 6:59:19",0.75
305,"C","B",1,"KS",3,5,5,2,2,1,1,1,"EVIDENCE",4,2,4,2,3,3,2,2,3,,,,,,,1,1,1,6,,3,5,1,5,98,1,"4/14/2016 7:22:55",1.005
306,"C","B",2,"NJ",1,1,4,1,3,1,2,3,"EXTREMELY HOT SUMMERS",2,4,4,4,98,4,4,2,2,,,,,,,1,1,2,6,,3,1,1,3,2,1,"4/14/2016 7:24:56",1.205
307,"C","B",1,"CA",4,2,6,1,5,1,2,1,"SCIENTIFIC STUDIES",4,2,2,2,2,98,1,1,2,,,,,,,1,1,9,2,,4,5,1,5,5,1,"4/14/2016 7:28:55",2.125
308,"C","A",1,"CA",4,1,5,1,3,98,,,,,,,,,,,,,,,,,,,1,98,,,,4,5,,,,1,"4/14/2016 7:53:38",0.975
309,"C","A",3,"MI",3,1,4,2,2,98,,,,,,,,,,,,,,,,,,,3,4,1,2,,1,1,,3,,1,"4/14/2016 7:53:56",1.135
310,"C","A",3,"NC",2,3,2,3,5,98,,,,,,,,,,,,,,,,,,,98,3,1,1,2,3,5,4,3,6,1,"4/14/2016 7:59:07",0.845
311,"C","A",3,"OK",2,5,6,5,5,2,,,,,,,,,,,,,1,"SAME AS USUAL",1,4,4,1,3,4,1,6,,2,1,2,1,3,1,"4/14/2016 7:59:26",0.935
312,"C","A",1,"NY",1,2,3,3,5,1,1,98,"EARTHS NATURAL CYCLES",9,98,2,98,2,2,2,3,2,,,,,,,1,2,9,1,2,3,2,1,4,3,2,"4/14/2016 8:01:46",2.52
313,"C","A",2,"MO",3,1,3,1,2,1,1,1,"WARMER WINTERS",2,2,1,3,1,2,2,1,2,,,,,,,1,2,1,1,2,4,5,1,1,3,2,"4/14/2016 8:11:22",1.24
314,"C","A",1,"GA",2,2,6,5,5,1,1,2,"NEWS",6,1,3,2,2,3,1,2,3,,,,,,,3,2,,,,5,5,,,,2,"4/14/2016 8:15:44",0.92
315,"C","A",2,"MO",3,4,3,2,2,1,1,1,"WARMER WINTERS",2,1,2,3,1,2,1,1,1,,,,,,,1,2,1,6,,3,1,1,3,4,2,"4/14/2016 8:19:12",1.27
316,"C","A",1,"CA",4,2,6,2,2,1,1,1,"WARMER WINTERS",2,2,2,4,1,2,2,1,1,,,,,,,1,2,1,6,,3,1,4,4,4,2,"4/14/2016 8:29:05",1.32
317,"C","A",3,"NC",2,2,6,5,3,98,,,,,,,,,,,,,,,,,,,3,2,2,1,2,4,1,1,2,2,2,"4/14/2016 8:31:05",1.37
318,"C","A",2,"PA",1,1,2,2,5,1,1,1,"RISING  WATER LEVELS",11,2,1,1,1,4,1,1,1,,,,,,,1,1,1,2,,2,5,1,1,3,1,"4/14/2016 8:33:29",1.055
319,"C","A",2,"MD",2,1,4,1,3,1,1,1,"HOTTER IN SUMMERS",2,1,1,4,2,4,4,1,4,,,,,,,1,1,10,5,,3,5,4,4,2,1,"4/14/2016 8:33:36",0.855
320,"C","A",3,"IL",3,3,4,3,3,1,1,1,"HUMAN ERROR",8,2,2,1,1,2,1,2,1,,,,,,,1,2,1,1,2,4,1,1,4,2,1,"4/14/2016 8:34:34",0.805
321,"C","A",4,"NY",1,2,3,1,2,2,,,,,,,,,,,,,2,"PERSONAL OBSERVATION",1,1,2,2,1,2,1,3,,2,1,4,1,5,2,"4/14/2016 8:40:11",0.9
322,"C","A",1,"CA",4,4,6,2,5,1,1,1,"CHARTS AND GREEN HOUSE GASES",4,1,2,1,1,2,1,2,1,,,,,,,1,1,1,2,,3,1,1,4,6,1,"4/14/2016 8:55:41",1.015
323,"C","A",1,"TX",2,5,6,5,3,1,1,3,"ICE IS MELTING",1,2,98,1,2,3,98,2,2,,,,,,,1,2,1,7,,3,5,98,3,4,2,"4/14/2016 8:55:42",1.32
324,"C","A",2,"CA",4,4,6,1,5,1,1,3,"STATISTICS",4,1,1,1,1,1,3,2,2,,,,,,,1,1,9,2,,3,5,1,4,4,1,"4/14/2016 9:01:21",2.155
325,"C","A",4,"KY",2,5,2,1,1,1,1,2,"EARTH REVOLVING",10,1,1,98,4,1,1,1,1,,,,,,,1,1,2,2,,3,2,1,2,1,1,"4/14/2016 9:01:42",0.885
326,"C","A",3,"AZ",4,5,6,5,5,2,,,,,,,,,,,,,2,"SEASONS ALWAYS CHANGE",2,3,3,2,1,4,1,2,,2,1,4,3,,2,"4/14/2016 9:15:25",1.25
327,"C","A",2,"MO",3,1,4,5,1,98,,,,,,,,,,,,,,,,,,,1,2,1,1,2,5,1,2,1,6,2,"4/14/2016 9:16:58",0.88
328,"C","A",2,"TX",2,1,2,1,3,1,1,1,"MEDIA",6,1,2,3,2,2,1,2,2,,,,,,,1,1,5,5,,4,5,4,3,,2,"4/14/2016 9:19:39",1.79
329,"C","A",2,"TX",2,5,6,2,3,98,,,,,,,,,,,,,,,,,,,3,2,1,1,98,3,5,1,3,2,1,"4/14/2016 9:21:03",0.955
330,"C","A",1,"OK",2,1,4,5,2,98,,,,,,,,,,,,,,,,,,,1,2,9,1,2,4,1,4,3,6,2,"4/14/2016 9:21:17",2.5
331,"C","A",3,"WI",3,2,4,5,1,98,,,,,,,,,,,,,,,,,,,3,2,1,6,,4,5,1,5,2,1,"4/14/2016 9:22:40",0.805
332,"C","A",4,"HI",4,3,6,2,2,1,1,1,"INCREASED CHANGES",3,2,2,4,2,2,2,1,2,,,,,,,1,1,10,1,1,3,2,1,98,3,2,"4/14/2016 9:23:34",0.85
333,"C","A",2,"CA",4,5,6,5,5,98,,,,,,,,,,,,,,,,,,,1,2,10,2,,3,2,1,3,5,2,"4/14/2016 9:29:23",1.1
334,"C","A",3,"AZ",4,5,6,5,5,2,,,,,,,,,,,,,2,"THE EARTH GOES THROUGH CHANGES",2,1,1,1,3,4,1,1,1,3,1,4,3,,1,"4/14/2016 9:29:31",0.835
335,"C","A",3,"NM",4,5,5,3,5,98,,,,,,,,,,,,,,,,,,,3,2,1,1,2,3,5,3,98,5,1,"4/14/2016 9:38:43",0.785
336,"C","A",2,"CA",4,98,6,98,98,1,1,1,"NEWS",6,1,98,3,98,98,1,1,98,,,,,,,98,98,1,6,,2,5,4,98,,1,"4/14/2016 9:38:58",1.055
337,"C","B",2,"TX",2,3,1,5,4,2,,,,,,,,,,,,,1,"NATURAL CYCLE",2,4,1,1,2,4,2,1,1,1,5,2,2,1,1,"4/18/2016 10:00:42",1.605
338,"C","B",4,"TX",2,5,5,3,3,2,,,,,,,,,,,,,1,"STATISTICS",5,2,4,1,2,4,1,1,1,4,2,2,1,6,1,"4/18/2016 10:04:21",0.515
339,"C","B",1,"TX",2,2,6,5,3,1,1,3,"ENVIRONMENT",10,2,1,98,2,3,98,3,1,,,,,,,1,1,9,2,,2,1,,,,1,"4/18/2016 10:09:54",2.305
340,"C","A",4,"OH",3,1,4,3,1,1,2,3,"WEATHER",3,1,4,3,2,2,2,4,1,,,,,,,1,2,,,,2,2,,,,2,"4/18/2016 5:13:29",0.95
341,"C","A",2,"NY",1,1,4,5,1,1,2,1,"FEELS WARMER",2,2,1,98,2,1,2,2,2,,,,,,,1,1,,,,4,5,4,3,,1,"4/18/2016 5:14:12",0.925
342,"C","A",1,"IN",3,3,3,3,5,1,1,2,"NATURE",9,1,2,4,2,1,2,2,1,,,,,,,3,2,2,1,2,3,5,4,4,,2,"4/18/2016 5:18:11",1.57
343,"C","A",1,"WV",2,2,3,2,2,1,1,1,"NOT SURE",10,1,2,2,3,1,1,2,2,,,,,,,1,1,1,98,,4,1,2,2,5,2,"4/18/2016 5:25:05",1.24
344,"C","A",2,"NC",2,5,5,3,3,2,,,,,,,,,,,,,2,"FROM WHAT HE HAS EXPERIENCED",1,1,2,1,3,3,1,1,2,3,5,4,3,3,1,"4/18/2016 5:25:14",0.955
345,"C","A",3,"CT",1,2,4,98,5,1,2,3,"WEATHER",3,1,1,4,2,1,2,2,2,,,,,,,3,2,,,,5,5,,,,2,"4/18/2016 5:31:17",0.75
346,"C","A",1,"NY",1,1,4,1,1,1,2,1,"WINTERS ARE WARMER",2,4,3,4,4,3,4,2,2,,,,,,,2,1,5,2,,3,1,4,4,3,1,"4/18/2016 5:31:20",1.555
347,"C","A",4,"NY",1,2,4,5,5,2,,,,,,,,,,,,,1,"MY LOGS",1,1,3,98,1,3,1,1,98,5,1,2,3,6,1,"4/18/2016 5:35:17",0.145
348,"C","A",2,"FL",2,5,6,5,1,1,1,1,"OZONE LAYER",10,1,1,1,1,4,2,1,1,,,,,,,1,2,1,2,,5,1,2,1,6,1,"4/18/2016 5:36:23",0.565
349,"C","A",2,"FL",2,3,6,5,2,2,,,,,,,,,,,,,2,"I DONT BELIEVE IN GLOBAL WARMING",8,3,3,4,3,4,9,6,,4,3,2,2,3,2,"4/18/2016 5:43:02",2.44
350,"C","A",3,"KY",2,3,3,5,2,1,1,1,"BAD STORMS",3,2,2,4,1,2,1,1,1,,,,,,,1,2,1,1,2,5,2,1,3,3,1,"4/18/2016 5:48:04",0.435
351,"C","A",4,"MI",3,1,3,98,3,1,2,1,"READING SCIENTIFIC EVIDENCE",4,1,1,1,1,1,1,2,1,,,,,,,1,1,1,,,,1,4,5,2,2,"4/18/2016 5:48:50",0.85
352,"C","A",4,"MI",3,1,1,2,1,98,,,,,,,,,,,,,,,,,,,98,1,1,5,,3,1,98,3,98,2,"4/18/2016 5:53:16",0.85
353,"C","A",2,"NJ",1,2,4,5,5,1,1,3,"CLIMATE",10,1,3,4,2,2,3,2,2,,,,,,,1,2,1,,,5,5,,3,,1,"4/18/2016 5:55:42",0.555
354,"C","A",3,"PA",1,2,3,5,1,1,2,2,"NATURAL PATTERNS",9,2,2,2,2,2,98,2,2,,,,,,,1,2,1,1,1,5,1,1,4,6,1,"4/18/2016 5:57:12",0.445
355,"C","A",3,"FL",2,1,6,5,5,1,1,1,"ICE CAPS MELTING",1,1,3,2,2,2,2,2,1,,,,,,,1,1,1,2,,4,1,2,3,6,2,"4/18/2016 6:01:38",1.13
356,"C","A",2,"FL",2,5,6,5,5,1,1,1,"FLOODS",3,1,2,3,1,3,1,1,1,,,,,,,1,1,1,6,,5,98,2,3,5,1,"4/18/2016 6:02:26",0.505
357,"C","A",1,"NC",2,3,3,2,1,1,1,1,"SCHOOL",10,1,2,1,1,2,1,1,1,,,,,,,1,1,1,2,,5,5,1,4,3,2,"4/18/2016 6:06:08",0.92
358,"C","A",4,"FL",2,5,6,5,5,1,1,2,"WINTERS ARE SHORTER",3,1,4,98,4,4,4,4,4,,,,,,,3,4,,,,3,6,4,3,,1,"4/18/2016 6:06:19",0.535
359,"C","A",3,"ME",1,1,4,4,2,1,2,1,"WARM RECORD",2,2,2,1,1,2,1,3,2,,,,,,,1,1,1,2,,3,1,4,2,4,1,"4/18/2016 6:09:55",0.835
360,"C","A",2,"OH",3,2,3,4,2,98,,,,,,,,,,,,,,,,,,,1,2,1,1,2,3,1,2,4,4,1,"4/18/2016 6:14:01",0.955
361,"C","A",2,"GA",2,5,5,3,4,2,,,,,,,,,,,,,3,"THE EARTH IS GOING THRU  A CYCLE, HAPPEN AGAIN IN 50 YRS",2,1,3,1,1,4,1,1,2,5,2,4,2,6,1,"4/18/2016 6:16:36",0.565
362,"C","A",4,"VA",2,1,1,1,1,1,1,3,"WARMER TEMPERATURES",2,1,2,3,2,2,1,1,1,,,,,,,1,1,1,1,98,4,1,4,98,4,1,"4/18/2016 6:21:45",0.505
363,"C","A",4,"TN",2,2,4,5,1,1,1,98,"WARMER WEATHER",2,2,2,98,1,1,98,1,1,,,,,,,1,2,1,1,1,1,1,,,,2,"4/18/2016 6:21:53",1.15
364,"C","A",1,"VA",2,3,5,98,1,98,,,,,,,,,,,,,,,,,,,3,3,1,6,,3,3,4,2,2,1,"4/18/2016 6:22:09",1.005
365,"C","A",3,"GA",2,2,6,5,5,1,1,3,"HOT AND COLD, HOT AND COLD, ALL YEAR LONG.",3,1,1,1,1,1,1,1,1,,,,,,,1,1,1,6,,1,1,1,1,1,1,"4/18/2016 6:24:31",1.235
366,"C","A",4,"TX",2,3,6,5,5,1,1,2,"WEATHER HAS CHANGED DRAMATICALLY",3,1,1,1,1,3,98,98,1,,,,,,,1,1,9,2,,3,1,1,3,3,2,"4/18/2016 6:29:02",2.05
367,"C","A",2,"PA",1,2,4,5,2,1,2,2,"COAL",8,2,2,2,4,2,2,2,4,,,,,,,3,2,1,2,,5,5,2,4,6,1,"4/18/2016 6:30:04",0.565
368,"C","A",2,"RI",1,2,3,5,5,1,1,1,"SCIENTIFIC RESEARCH",4,1,2,2,2,2,1,1,1,,,,,,,1,1,1,6,,5,3,1,5,5,2,"4/18/2016 6:30:36",0.82
369,"C","A",2,"MD",2,5,4,3,1,98,,,,,,,,,,,,,,,,,,,1,2,10,98,,4,1,4,3,3,1,"4/18/2016 6:31:01",0.805
370,"C","A",4,"PA",1,5,2,1,2,1,1,2,"NATURAL PATTERNS",9,1,2,98,2,2,1,1,1,,,,,,,1,1,1,1,2,4,1,1,3,3,2,"4/18/2016 6:31:11",0.82
371,"C","A",4,"KY",2,5,3,5,1,1,2,3,"WARMER WEATHER",2,2,1,3,3,2,4,4,3,,,,,,,1,2,1,2,,3,1,1,3,1,1,"4/18/2016 6:32:37",0.635
372,"C","A",2,"DE",2,2,4,3,2,1,1,3,"MORE EXTREME WEATHER CHANGES",3,2,4,2,1,2,1,2,1,,,,,,,1,2,1,1,2,5,5,4,1,5,1,"4/18/2016 6:33:39",0.505
373,"C","A",2,"TN",2,1,4,2,2,1,1,1,"SCIENTIFIC JOURNAL",4,1,1,1,1,2,4,2,2,,,,,,,1,1,1,2,,5,5,1,5,6,2,"4/18/2016 6:33:46",0.88
374,"C","A",3,"NJ",1,1,4,2,1,1,2,1,"NEWSPAPER SCIENCE REPORTS",6,2,2,1,2,3,2,2,2,,,,,,,3,98,1,6,,5,2,1,4,6,2,"4/18/2016 6:39:13",0.76
375,"C","A",2,"LA",2,1,6,1,2,1,1,1,"RECENT WARMER SEASONS",2,2,1,4,1,2,3,1,1,,,,,,,1,2,2,1,2,2,1,1,3,3,2,"4/18/2016 6:39:36",1.62
376,"C","A",1,"SC",2,5,5,3,1,98,,,,,,,,,,,,,,,,,,,3,2,1,1,2,3,1,1,4,3,2,"4/18/2016 6:40:53",1.32
377,"C","A",1,"NC",2,2,5,3,2,1,1,1,"I STUDY IT",4,1,2,1,1,3,2,1,1,,,,,,,1,1,1,2,,5,5,4,3,5,1,"4/18/2016 6:44:40",0.555
378,"C","A",2,"GA",2,1,6,5,5,1,2,2,"I DON'T KNOW TEMPERATURE OUTSIDE",10,1,3,98,3,3,4,2,2,,,,,,,1,4,1,6,,2,5,2,2,6,1,"4/18/2016 6:50:29",1.065
379,"C","A",3,"PA",1,1,4,2,1,1,2,2,"LACK OF SNOW FALL",3,2,1,2,2,1,1,4,3,,,,,,,1,2,1,98,,5,1,2,3,6,2,"4/18/2016 6:50:43",0.76
380,"C","A",2,"WY",4,1,4,5,1,98,,,,,,,,,,,,,,,,,,,1,4,1,1,2,1,4,1,5,,2,"4/18/2016 6:52:27",1.57
381,"C","A",3,"IL",3,2,4,5,2,1,1,1,"WEATHER REPORTS",3,2,2,2,2,2,2,2,2,,,,,,,1,1,1,2,,5,4,1,4,6,2,"4/18/2016 6:53:20",0.76
382,"C","A",2,"OK",2,5,3,5,2,2,,,,,,,,,,,,,1,"ALL NORMAL, ALL PATTERNS NOTHING UNUSUAL",2,3,4,2,3,4,1,1,2,3,5,4,1,,2,"4/18/2016 6:53:20",1.27
383,"C","A",3,"VA",2,5,5,2,5,1,1,1,"THE NEWS",6,1,2,1,1,3,2,1,1,,,,,,,1,1,2,6,,2,1,1,5,2,1,"4/18/2016 6:56:50",1.185
384,"C","A",3,"GA",2,5,6,5,3,2,,,,,,,,,,,,,3,"NOT STRONG EVIDENCE",3,2,2,2,1,1,1,1,2,5,1,4,2,6,2,"4/18/2016 6:59:15",0.76
385,"C","A",1,"MD",2,5,5,1,5,1,1,3,"FEELS IT",2,1,1,1,1,3,2,1,1,,,,,,,1,1,1,,,4,1,,,3,1,"4/18/2016 7:16:19",0.975
386,"C","A",2,"MI",3,2,4,2,2,2,,,,,,,,,,,,,2,"NATURAL CYCLE",2,1,2,3,1,2,1,6,,2,5,4,1,5,1,"4/18/2016 7:17:22",1.005
387,"C","A",1,"MA",1,5,4,98,2,98,,,,,,,,,,,,,,,,,,,1,2,1,1,2,2,5,4,3,98,1,"4/18/2016 7:18:48",1.105
388,"C","A",1,"RI",1,1,4,5,2,1,1,1,"WEATHER PATTERNS",3,1,2,1,1,1,2,1,1,,,,,,,1,1,1,7,,3,5,4,4,2,1,"4/18/2016 7:19:56",1.005
389,"C","A",3,"CA",4,5,6,4,2,2,,,,,,,,,,,,,1,"BIGGEST SCIENTIFIC FRAUD EVER PERPETUATED ON THE WORLD",9,1,2,1,3,4,1,6,,3,1,4,1,6,1,"4/18/2016 7:25:07",0.845
390,"C","A",1,"CA",4,5,6,2,5,1,1,3,"HUMAN ACTIVITY",8,1,3,4,2,4,4,4,4,,,,,,,1,2,1,1,1,5,5,2,3,6,2,"4/18/2016 7:25:50",0.93
391,"C","A",4,"OR",4,4,2,2,5,1,1,1,"SNOW IMPACTS",3,1,1,1,1,1,1,1,2,,,,,,,1,1,10,6,,4,1,,,,2,"4/18/2016 7:30:58",0.82
392,"C","A",1,"CA",4,3,6,1,1,1,1,1,"TOO MANY CARS, BUSES",8,1,4,1,1,4,1,1,4,,,,,,,1,4,9,1,2,2,1,2,98,1,2,"4/18/2016 7:32:30",2.72
393,"C","A",2,"CA",4,5,6,2,1,1,1,2,"CHANGES IN THE WEATHER",3,1,2,3,3,4,98,2,1,,,,,,,3,1,9,2,,2,1,4,4,3,1,"4/18/2016 7:37:48",2.255
394,"C","A",1,"TX",2,2,6,1,5,1,1,1,"FOSSIL FUEL",8,1,2,98,98,2,98,98,4,,,,,,,3,1,5,5,,5,5,3,5,98,1,"4/18/2016 7:38:51",1.155
395,"C","A",2,"OR",4,2,6,1,1,2,,,,,,,,,,,,,2,"EARTHQUAKES AND STORMS ARE NATURAL CAUSES",2,2,4,2,1,4,1,1,2,4,5,,1,,1,"4/18/2016 7:39:33",0.925
396,"C","A",2,"CA",4,3,6,1,1,1,1,3,"GETTING HOTTER EVERY YEAR",2,1,1,1,1,1,1,1,1,,,,,,,1,2,10,2,,5,1,1,1,4,1,"4/18/2016 7:43:01",0.435
397,"C","A",3,"WA",4,5,5,1,1,2,,,,,,,,,,,,,4,"WHAT SHE READS AND THERE IS MORE EXTREME WEATHER,",4,4,4,98,1,98,1,1,2,5,5,4,3,6,2,"4/18/2016 7:44:56",0.76
