"RespNum","Sample","Date","demog_age_list","demog_state","demog_state_region","gw_belief","believer_confidence","believer_cause","believer_problem","gw_concern","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_ipcc","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","gw_noevidence","gw_scioverstate","gw_nattrend","gw_mediaoverstate","fed_industrial","govt_fed","govt_state","govt_local","rps_25x25_nocost","rps_25x25_cost10pct","vehicle_54mpg_nocost","vehicle_54mpg_cost10pct","fftax_support_v2","fftax_support_v2_cost10pct","carbontax_revuse_v2","gastax_knowldg_cost","gastax_knowldg_chng","gastax_knowldg_chnghow","excisetax_revuse","willing2pay_list","demog_persfinance","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_income","demog_gender","weight"
818,"C","10/11/2012 6:46:15",4,"NEW HAMPSHIRE",1,1,2,3,1,1,"ICE CAP MELTING",1,1,1,98,1,98,1,1,1,98,,,,,,,2,3,4,4,4,98,98,98,4,4,1,1,1,4,3,98,98,,3,1,3,1,1,2,4,1,4,1,,2,0.52
879,"L","10/11/2012 8:22:06",4,"CALIFORNIA",4,2,,,,,,,,,,,,,,,,1,"WEATHER IS STAYINGTHE SAME",1,4,4,4,3,3,4,4,3,3,3,3,3,3,3,3,4,4,3,98,98,,3,1,2,1,2,,4,1,2,1,3,2,0.52
897,"L","10/11/2012 9:13:03",4,"KANSAS",3,98,,,,,,,,,,,,,,,,,,,,,,2,3,1,2,98,3,3,3,1,3,1,1,2,3,3,98,98,,3,1,3,1,2,,4,1,2,2,3,2,0.52
56,"C","9/27/2012 5:36:42",4,"OKLAHOMA",2,1,1,2,1,3,"PATTERNS OF WEATHER",3,4,4,4,3,4,4,4,4,3,,,,,,,1,1,1,1,3,2,2,2,3,3,3,3,4,4,1,2,98,,1,2,2,1,1,2,3,1,2,1,2,1,0.54
117,"L","9/27/2012 7:51:33",4,"OHIO",3,1,1,1,1,1,"GLACIERS AND CLIMATE",1,1,1,4,1,1,1,1,1,1,,,,,,,4,4,4,4,1,2,1,1,1,1,1,1,1,1,4,2,98,,4,3,1,1,1,1,3,2,1,3,2,1,0.54
176,"L","9/27/2012 9:17:25",4,"MINNESOTA",3,2,,,,,,,,,,,,,,,,98,"NATURAL",2,3,4,1,1,1,1,2,2,2,2,2,2,4,1,3,4,4,98,3,2,,98,1,2,1,2,,3,2,4,1,2,1,0.54
222,"C","10/1/2012 8:32:22",4,"CALIFORNIA",4,1,1,3,1,2,"GLACIERS",1,1,2,3,1,4,4,1,1,2,,,,,,,3,3,4,2,1,1,1,2,1,1,2,3,3,1,1,98,98,,1,2,3,1,2,,3,1,4,4,2,1,0.54
585,"L","10/8/2012 8:26:47",4,"FLORIDA",2,1,3,3,2,2,"NATURAL",9,98,4,98,3,3,3,3,2,2,,,,,,,2,2,2,2,2,1,98,98,3,4,98,98,98,98,98,98,,,98,98,2,1,98,,3,3,4,2,2,1,0.54
130,"L","9/27/2012 8:07:09",4,"PENNSYLVANIA",1,2,,,,,,,,,,,,,,,,2,"GOD",6,2,4,4,1,2,3,1,1,3,3,3,1,4,1,4,4,4,2,98,98,,2,1,2,1,6,,2,1,4,3,2,1,0.57
170,"L","9/27/2012 9:04:48",4,"MASSACHUSETTS",1,2,,,,,,,,,,,,,,,,1,"CYCLE",2,4,3,3,1,1,1,1,1,3,3,3,4,4,2,2,4,4,2,3,1,1,1,1,2,,,,4,1,4,2,2,1,0.57
360,"L","10/3/2012 8:42:50",4,"IOWA",3,2,,,,,,,,,,,,,,,,1,"WEATHER PATTERNS OVER THE YEARS",2,2,3,3,2,2,2,2,4,2,3,3,1,1,1,1,4,4,2,98,98,,2,1,3,1,2,,2,1,2,1,2,1,0.57
388,"L","10/4/2012 8:29:52",4,"NORTH CAROLINA",2,1,2,1,1,2,"NEWS AND PERSONAL OBSERVATION",6,2,1,3,2,3,3,2,2,2,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,2,4,1,98,98,,3,2,3,1,1,2,2,1,1,3,2,1,0.57
462,"C","10/8/2012 5:48:41",4,"ARIZONA",4,1,1,1,1,1,"FELT THE DIFFERENCE IN TEMPERATURES",2,2,2,2,2,2,2,2,2,2,,,,,,,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,98,1,1,1,2,3,1,1,2,2,1,1,4,2,1,0.57
475,"L","10/8/2012 6:13:51",4,"NEW YORK",1,1,2,2,3,4,"WINTERS HAVE BEEN MILDER",2,2,2,2,2,2,1,2,2,1,,,,,,,2,3,2,98,4,2,2,2,4,3,3,1,4,2,98,98,98,,4,1,2,1,2,,2,1,4,2,2,1,0.57
515,"L","10/8/2012 6:57:26",4,"LOUISIANA",2,1,2,3,3,3,"WEATHER",3,3,2,2,3,2,3,2,2,3,,,,,,,3,3,4,4,4,3,98,98,98,4,98,98,98,98,98,98,98,,98,2,2,1,1,2,2,1,2,1,2,1,0.57
537,"L","10/8/2012 7:35:07",4,"MASSACHUSETTS",1,98,,,,,,,,,,,,,,,,,,,,,,2,3,1,3,2,3,3,3,2,2,1,2,4,4,2,98,98,,2,1,2,1,2,,2,1,1,3,2,1,0.57
684,"C","10/9/2012 7:31:42",4,"ALASKA",4,1,1,1,1,1,"WE ARE CHOPPING DOWN TOO MANY TREES",8,2,1,3,2,3,1,1,1,1,,,,,,,4,2,3,1,4,1,1,3,1,1,1,1,1,1,1,98,98,,5,1,2,1,1,1,2,1,2,3,2,1,0.57
720,"L","10/9/2012 8:33:51",4,"VERMONT",1,2,,,,,,,,,,,,,,,,1,"NO WARMER WHERE I LIVE",1,1,4,4,2,3,1,3,4,3,3,3,2,3,2,3,3,4,2,98,98,,2,2,3,1,6,,2,2,1,3,2,1,0.57
727,"L","10/9/2012 8:42:44",4,"CALIFORNIA",4,98,,,,,,,,,,,,,,,,,,,,,,98,3,1,2,98,2,2,2,2,3,2,3,4,4,3,98,98,,3,1,3,1,6,,2,1,4,3,2,1,0.57
732,"L","10/9/2012 8:46:40",4,"PENNSYLVANIA",1,1,1,1,1,1,"HOW WARM IT HAS BEEN",2,1,1,4,3,4,1,1,2,3,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,2,2,3,98,98,,3,3,3,1,2,,2,2,2,1,2,1,0.57
766,"L","10/10/2012 8:28:01",4,"PENNSYLVANIA",1,1,2,3,2,3,"FROM WHAT I SEE AND HEAR",2,2,1,4,3,4,1,1,2,3,,,,,,,4,4,4,4,4,1,1,1,1,2,1,2,3,4,3,98,98,,3,2,3,1,2,,2,1,1,3,2,1,0.57
803,"C","10/11/2012 6:32:33",4,"MICHIGAN",3,98,,,,,,,,,,,,,,,,,,,,,,3,3,1,3,4,3,3,3,1,3,2,2,4,4,2,98,98,,2,1,2,1,1,2,2,2,4,3,2,1,0.57
895,"L","10/11/2012 9:08:16",4,"CALIFORNIA",4,1,1,1,1,1,"IF YOU CAN BELIEVE THE NEWS",6,1,1,3,2,3,3,1,1,3,,,,,,,4,4,4,4,4,1,1,1,4,4,1,1,4,4,2,2,98,,2,1,3,1,6,,2,1,2,1,2,1,0.57
339,"L","10/3/2012 8:14:08",3,"GEORGIA",2,1,1,3,2,2,"WHAT I READ",6,2,2,3,2,2,2,3,2,2,,,,,,,4,3,3,3,3,1,2,2,1,2,1,1,2,2,3,98,98,,3,3,2,1,1,98,5,1,4,3,2,1,0.58
795,"C","10/10/2012 9:22:09",3,"OREGON",4,1,1,3,2,2,"ICE MELTING",1,1,4,1,1,4,4,4,1,1,,,,,,,4,4,2,4,4,1,1,1,1,1,1,1,1,1,5,98,98,,5,3,1,1,2,,5,2,1,5,2,1,0.58
706,"C","10/9/2012 8:07:01",4,"DELAWARE",2,1,98,3,1,1,"TEMPERATURE RISING",2,1,1,4,4,4,2,4,4,4,,,,,,,2,2,4,1,4,2,2,2,1,1,3,4,1,1,3,4,98,,3,2,2,1,1,1,5,3,4,1,2,2,0.59
915,"L","10/11/2012 9:47:03",3,"COLORADO",4,1,1,1,1,1,"DAMAGE TO ATMOSPHERE",10,1,1,4,2,4,1,1,3,2,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,98,98,,1,1,2,1,6,,4,1,1,3,2,1,0.61
532,"L","10/8/2012 7:30:43",4,"CALIFORNIA",4,1,1,1,1,1,"DYING TREES",14,1,1,1,1,3,1,2,1,2,,,,,,,4,4,4,3,4,1,2,2,1,1,1,1,1,2,1,3,98,,3,2,1,1,2,,4,1,1,4,2,2,0.62
544,"L","10/8/2012 7:42:27",4,"NEW YORK",1,1,2,3,2,2,"WEATHER",3,2,2,98,1,98,1,98,1,1,,,,,,,2,3,1,2,98,2,2,2,2,3,2,2,3,3,2,1,98,,2,2,3,1,2,,4,1,4,2,2,2,0.62
677,"C","10/9/2012 5:54:23",4,"DELAWARE",2,98,,,,,,,,,,,,,,,,,,,,,,98,1,1,1,2,2,2,2,3,2,4,4,4,4,2,98,98,,2,1,2,10,1,2,3,1,4,2,98,1,0.62
863,"L","10/11/2012 7:58:47",4,"WISCONSIN",3,1,1,3,1,1,"EXTINCT WILDLIFE",7,2,2,3,2,3,2,1,2,2,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,98,1,3,1,10,1,2,3,1,4,3,,1,0.62
21,"L","9/26/2012 9:25:36",4,"NEVADA",4,1,2,2,2,2,"MELTING ICE CAPS",1,1,2,3,3,2,2,1,1,2,,,,,,,3,3,1,1,4,1,1,1,1,1,1,1,3,4,5,1,2,,5,98,2,1,2,,2,1,4,3,1,1,0.65
244,"L","10/1/2012 9:04:45",4,"WISCONSIN",3,2,,,,,,,,,,,,,,,,1,"GORE LIES",7,4,4,2,1,1,1,1,1,3,3,3,4,4,4,4,4,4,3,98,1,1,3,1,3,1,1,2,2,1,2,1,1,1,0.65
383,"L","10/4/2012 8:24:41",4,"VIRGINIA",2,98,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,3,3,3,3,1,3,1,2,4,4,2,98,98,,2,1,3,1,2,,2,2,2,1,1,1,0.65
424,"C","10/4/2012 9:37:09",4,"CALIFORNIA",4,2,,,,,,,,,,,,,,,,1,"ALWAYS BEEN HOT WHERE I AM",1,1,4,4,1,1,1,1,98,3,3,3,2,2,1,2,4,4,4,98,98,,4,1,3,1,6,,2,1,1,3,1,1,0.65
443,"C","10/8/2012 5:28:45",4,"WISCONSIN",3,2,,,,,,,,,,,,,,,,1,"TEMPERATURES VARY THROUGH THE YEARS",2,1,4,4,2,98,1,98,1,3,3,3,1,3,1,1,4,4,2,2,98,,2,1,3,1,2,,2,1,1,3,1,1,0.65
494,"L","10/8/2012 6:37:26",4,"DELAWARE",2,2,,,,,,,,,,,,,,,,98,"PERSONAL OBSERVATION",1,1,3,4,2,2,2,1,2,3,3,3,2,3,1,1,4,4,2,98,98,,2,1,2,1,1,2,2,1,1,2,1,1,0.65
248,"L","10/1/2012 9:16:07",4,"WASHINGTON",4,1,1,1,1,1,"THE SEVERE WEATHER CONDITIONS",3,1,1,1,1,4,2,1,1,1,,,,,,,4,4,4,4,4,1,1,2,1,1,1,1,98,1,1,3,1,2,1,98,1,10,3,,2,2,3,5,,1,0.65
355,"L","10/3/2012 8:35:57",4,"MICHIGAN",3,1,1,3,1,2,"MILD WINTER",2,1,1,98,1,98,1,1,1,1,,,,,,,4,4,3,4,98,1,1,1,1,1,1,1,3,3,1,98,1,3,1,3,3,10,1,2,2,2,1,5,4,1,0.65
667,"C","10/9/2012 5:41:38",4,"MICHIGAN",3,1,1,3,1,1,"CHOPPING DOWN ALL TREES",8,1,2,2,2,2,2,2,2,2,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,98,98,,1,2,2,10,,,2,1,1,4,,1,0.65
19,"L","9/26/2012 9:22:47",3,"HAWAII",4,1,2,2,1,2,"COMBINATION OH HUMAN FACTOR AND NATURAL PATTERNS",8,2,4,2,1,4,4,2,2,2,,,,,,,3,98,3,2,98,2,2,3,2,3,2,2,3,3,1,98,98,,4,2,3,1,1,2,3,1,2,3,4,1,0.66
25,"L","9/26/2012 9:41:55",3,"KANSAS",3,1,1,1,1,1,"CLIMATE ICE MELTING",1,1,3,1,1,1,2,1,2,2,,,,,,,2,4,2,3,4,1,1,1,1,1,1,1,1,1,1,2,98,,5,1,1,1,1,1,3,4,1,1,3,1,0.66
29,"L","9/26/2012 9:46:33",3,"TEXAS",2,1,1,1,1,1,"BURNING FOSSIL FUELS",8,1,1,2,2,3,2,1,1,2,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,2,,1,6,1,1,1,2,3,5,1,5,6,1,0.66
39,"C","9/27/2012 5:08:45",3,"WASHINGTON",4,1,1,3,2,2,"CO2",8,2,4,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,0.66
46,"C","9/27/2012 5:25:51",3,"OHIO",3,2,,,,,,,,,,,,,,,,1,"COLD WINTERS",1,1,4,4,2,2,2,1,1,3,3,3,4,4,4,4,4,4,2,2,98,,2,1,3,1,1,2,3,2,2,1,3,1,0.66
71,"C","9/27/2012 6:13:07",5,"SOUTY DAKOTA",3,1,2,2,98,2,"NEWS",6,4,2,4,4,2,4,4,2,2,,,,,,,2,2,1,98,4,2,3,2,4,4,2,2,4,4,2,3,2,,5,6,2,1,6,,5,5,4,3,,1,0.66
180,"L","9/27/2012 9:22:53",3,"WASHINGTON",4,1,2,,4,3,"DO NOT BELIEVE IN IT",10,,,,,,,,,,,,,,,,3,1,4,1,4,3,3,3,4,4,4,4,98,98,3,98,1,1,1,3,3,1,1,2,3,1,2,3,6,1,0.66
212,"C","10/1/2012 8:20:39",3,"MONTANA",4,1,1,1,1,1,"POLAR CAPS",1,1,2,2,2,4,2,1,1,2,,,,,,,3,4,4,98,4,1,1,1,1,2,1,98,3,3,1,98,98,,1,4,1,1,1,2,3,1,4,98,,1,0.66
243,"C","10/1/2012 8:59:56",3,"OKLAHOMA",2,2,,,,,,,,,,,,,,,,1,"NORMAL CYCLES",2,2,4,4,1,1,1,1,4,2,2,2,2,2,4,2,4,4,2,98,98,,2,2,3,1,1,2,3,1,4,2,,1,0.66
262,"L","10/1/2012 9:33:52",98,"UTAH",4,2,,,,,,,,,,,,,,,,2,"IT IS POLITICAL",7,,,4,1,1,1,1,1,3,2,2,4,4,4,4,4,4,2,98,1,98,2,98,98,1,1,2,5,1,2,3,98,1,0.66
387,"L","10/4/2012 8:28:54",3,"MICHIGAN",3,2,,,,,,,,,,,,,,,,2,"NOT ENOUGH EVIDENCE",3,2,4,2,1,1,1,1,1,3,3,3,4,4,4,4,4,4,2,1,1,1,2,1,2,1,1,2,3,1,,,,1,0.66
402,"L","10/4/2012 8:53:34",3,"PENNSYLVANIA",1,1,1,1,2,2,"ICE MELTING",1,2,2,2,2,3,2,2,2,2,,,,,,,4,4,3,3,4,1,1,2,1,1,1,1,1,1,1,1,98,,5,2,2,1,,,3,2,1,4,3,1,0.66
408,"C","10/4/2012 9:09:52",3,"CALIFORNIA",4,1,1,1,1,1,"SCIENTIFIC EVIDENCE",4,1,3,3,2,4,2,98,2,2,,,,,,,4,3,4,4,4,1,1,1,1,1,1,1,98,98,98,98,98,,98,4,1,1,,,3,4,,2,3,1,0.66
416,"C","10/4/2012 9:24:18",3,"WASHINGTON",4,1,1,1,1,1,"WHAT HE HAS READ AND SEEN",6,2,2,2,2,98,3,3,2,2,,,,,,,3,3,3,3,4,1,1,1,1,1,1,2,1,1,1,2,1,98,1,4,1,1,,,3,1,,,,1,0.66
554,"L","10/8/2012 7:54:47",3,"OHIO",3,1,1,2,2,3,"EARTH WEATHER RUNS IN CYCLES",9,1,1,3,3,3,2,1,2,3,,,,,,,4,4,1,4,4,3,3,3,1,1,1,1,4,4,3,98,98,,3,1,2,1,1,1,3,2,4,2,3,1,0.66
609,"L","10/8/2012 8:56:46",3,"PENNSYLVANIA",1,1,1,1,1,1,"WEATHER PATTERNS AGGRESSIVE, STORMS AND HURRICANES",3,1,1,2,1,2,1,1,1,1,,,,,,,4,4,4,3,4,1,2,2,1,1,1,1,1,2,1,98,98,,1,4,2,1,1,2,3,5,1,3,3,1,0.66
616,"C","10/8/2012 9:14:17",3,"CALIFORNIA",4,98,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,3,2,2,2,2,3,3,4,3,3,6,5,98,,1,3,1,1,1,2,3,2,1,3,6,1,0.66
621,"C","10/8/2012 9:20:45",3,"TEXAS",2,1,2,3,2,3,"WARMER TEMPS AND WORSENING STORMS",2,1,1,3,1,3,1,1,2,1,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,4,4,3,98,98,,3,1,2,1,1,2,3,1,2,1,4,1,0.66
664,"C","10/9/2012 5:35:13",3,"MICHIGAN",3,2,,,,,,,,,,,,,,,,2,"NOT ENOUGH PROOF",3,1,3,4,1,2,1,2,3,3,3,3,1,2,1,2,3,4,6,5,98,,3,4,3,1,2,,3,1,4,3,5,1,0.66
672,"C","10/9/2012 5:51:24",3,"PENNSYLVANIA",1,1,2,1,1,1,"POLAR ICE CAPS ARE MELTING AT AN EXTREME RATE",1,1,1,98,98,98,1,2,2,2,,,,,,,4,4,4,4,4,1,1,1,1,2,1,2,1,2,5,2,98,,5,6,2,1,1,2,3,4,4,4,,1,0.66
673,"C","10/9/2012 5:51:30",3,"PENNSYLVANIA",1,1,1,3,1,3,"WEATHER",3,1,2,4,1,98,1,98,1,1,,,,,,,4,2,1,1,98,2,2,2,4,4,3,4,4,3,1,4,2,,1,98,3,1,7,,3,1,,2,3,1,0.66
719,"L","10/9/2012 8:33:51",3,"MICHIGAN",3,2,,,,,,,,,,,,,,,,1,"RELIGIOUS BELIEFS",6,3,4,1,4,4,4,4,4,3,3,3,4,4,4,4,4,4,2,98,1,1,2,1,2,1,,,,2,,,,1,0.66
725,"L","10/9/2012 8:40:55",3,"NEW YORK",1,1,1,1,1,2,"WEATHER",3,1,1,3,2,3,1,1,1,2,,,,,,,4,4,3,3,4,1,1,1,1,2,2,2,2,2,,98,98,,98,98,98,1,,,,,,,,1,0.66
745,"L","10/9/2012 9:03:44",3,"INDIANA",3,1,1,2,2,2,"ICE MELTING",1,1,2,4,1,4,1,4,1,1,,,,,,,3,2,3,2,4,2,2,2,2,2,1,2,4,4,5,2,98,,5,1,2,1,1,2,3,5,4,1,3,1,0.66
812,"C","10/11/2012 6:40:13",3,"PENNSYLVANIA",1,2,,,,,,,,,,,,,,,,1,"CYCLES GO UP AND DOWN",2,3,4,1,1,1,2,1,3,2,2,2,4,4,2,2,4,4,2,5,98,,2,1,2,1,1,1,3,1,2,1,6,1,0.66
848,"L","10/11/2012 7:38:24",3,"MISSOURI",3,1,2,1,2,2,"MELTING OF ICECAPS",1,1,2,3,3,2,2,3,3,3,,,,,,,4,3,4,4,2,1,1,1,2,2,2,2,2,2,1,4,98,,3,4,3,1,2,,3,1,4,3,5,1,0.66
866,"L","10/11/2012 8:01:14",3,"OKLAHOMA",2,2,,,,,,,,,,,,,,,,3,"TRENDS DIFFER",3,1,4,1,1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,1,2,,2,1,3,1,1,1,3,1,2,2,4,1,0.66
260,"L","10/1/2012 9:33:07",3,"CALIFORNIA",4,1,1,2,2,2,"WEATHER PATTERNS",3,2,2,2,4,4,3,3,1,4,,,,,,,98,1,1,1,4,3,2,2,4,4,1,1,4,4,4,1,1,1,4,1,2,10,1,2,5,4,3,1,3,1,0.66
450,"C","10/8/2012 5:35:53",3,"CALIFORNIA",4,1,1,1,1,1,"HOLE IN THE OZONE LAYER",10,2,2,2,2,2,2,2,2,2,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,98,1,98,1,4,1,10,2,,5,3,1,5,,1,0.66
513,"L","10/8/2012 6:56:43",3,"MASSACHUSETTS",1,2,,,,,,,,,,,,,,,,1,"SMART",9,4,4,98,2,,1,,1,3,2,2,4,4,4,4,4,4,2,98,1,98,2,1,1,10,,,5,6,4,,6,1,0.66
910,"L","10/11/2012 9:39:17",3,"TEXAS",2,1,1,1,1,1,"HUMAN BEINGS",8,2,2,2,2,2,2,2,2,2,,,,,,,4,4,4,4,4,1,1,1,1,2,1,2,1,2,1,1,98,,1,4,1,10,1,2,5,1,1,5,6,1,0.66
49,"C","9/27/2012 5:32:34",4,"COLORADO",4,1,98,98,4,4,"EARTH'S TEMPERATURES ARE INCRESAING",2,2,4,4,3,4,3,98,1,4,,,,,,,98,1,1,1,1,3,3,98,4,3,3,3,4,4,4,98,98,,4,1,2,1,1,1,5,4,4,2,1,2,0.67
93,"L","9/27/2012 7:24:35",4,"VIRGINIA",2,1,2,1,1,2,"PEOPLE HAVE NOT BEEN AWARE THAT IT HAS BEEN HAPPENING AND NEGLECTED TO CHAN",10,1,2,4,3,4,1,1,2,1,,,,,,,4,4,4,98,4,1,1,1,1,2,1,1,4,4,1,98,1,98,1,2,1,1,6,,3,6,2,2,98,2,0.67
106,"L","9/27/2012 7:41:12",4,"MONTANA",4,1,3,3,2,2,"DIFFERENT THINGS",10,2,2,2,2,2,2,2,1,1,,,,,,,2,2,2,2,2,2,2,2,,3,3,3,3,3,,98,,,98,98,98,1,98,,,,,,,2,0.67
123,"L","9/27/2012 7:58:04",4,"GEORGIA",2,1,1,3,1,1,"NEWS",6,1,1,98,98,2,1,1,1,98,,,,,,,4,4,4,4,1,1,1,1,1,1,1,2,1,2,1,98,98,,1,2,3,1,1,2,5,4,1,4,1,2,0.67
124,"L","9/27/2012 7:58:22",4,"NEW YORK",1,1,1,3,1,1,"IT IS ALL AROUND US",2,1,1,3,1,3,1,1,1,1,,,,,,,4,4,4,2,4,1,1,1,1,1,1,1,4,4,2,2,98,,2,3,3,1,1,1,3,2,1,3,3,2,0.67
140,"L","9/27/2012 8:21:05",4,"NORTH CAROLINA",2,2,,,,,,,,,,,,,,,,1,"HOTTER BEFORE",1,2,4,2,1,1,1,1,98,3,1,1,98,98,1,1,4,4,98,98,98,,98,1,2,1,1,1,3,1,1,2,,2,0.67
142,"L","9/27/2012 8:23:51",4,"SOUTH CAROLINA",2,1,4,1,,,"HUMAN",8,,,,,,,,,,,,,,,,,,,2,4,3,3,3,4,4,98,98,4,4,1,98,1,1,1,98,,1,1,1,3,1,2,1,98,2,0.67
183,"L","9/27/2012 9:29:50",4,"MISSOURI",3,1,1,2,4,3,"WE ARE IN THE LAST DAYS, AND THE LORD IS COMING SOON",12,4,4,4,2,4,2,4,2,2,,,,,,,1,1,1,1,1,3,3,3,1,1,2,2,4,4,3,98,1,1,3,2,2,1,6,,3,1,4,1,,2,0.67
189,"L","9/27/2012 9:43:04",4,"OREGON",4,2,,,,,,,,,,,,,,,,2,"POLITICAL HOOPLA",7,2,3,1,1,1,1,1,1,3,3,3,3,4,3,4,3,4,2,98,1,1,2,1,3,1,,,3,1,4,3,,2,0.67
213,"C","10/1/2012 8:22:00",4,"TEXAS",2,1,2,1,3,2,"GEORGE BUSH",10,3,3,,,,,,,,,,,,,,3,1,2,2,4,1,1,1,1,1,1,1,1,1,1,98,1,1,1,1,1,1,1,2,3,5,98,3,,2,0.67
234,"C","10/1/2012 8:43:36",4,"ALABAMA",2,1,1,1,1,1,"ALABAMA DOES NOT HAVE A WINTER ANY MORE",3,1,1,2,2,2,1,3,3,3,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,1,1,98,98,98,,3,98,1,1,1,2,3,6,4,3,6,2,0.67
281,"C","10/2/2012 8:09:31",4,"FLORIDA",2,1,1,3,1,1,"WEATHER CHANGES",3,2,2,2,2,2,2,2,2,2,,,,,,,4,4,4,4,4,1,1,2,1,2,1,2,1,2,1,98,1,98,1,3,1,1,2,,3,2,1,5,,2,0.67
308,"L","10/2/2012 9:00:44",4,"NEW YORK",1,98,,,,,,,,,,,,,,,,,,,,,,98,2,2,1,98,98,98,3,98,3,98,3,98,3,4,98,98,,3,1,3,1,1,2,3,1,,,,2,0.67
315,"L","10/2/2012 9:12:19",4,"CALIFORNIA",4,2,,,,,,,,,,,,,,,,1,"WORLD STAGES",2,4,4,1,1,1,1,1,1,2,2,2,4,4,4,4,4,4,3,98,98,,3,1,2,1,2,,3,1,2,1,,2,0.67
324,"L","10/2/2012 9:31:23",4,"UTAH",4,1,2,1,2,2,"READING AND TELEVISION",6,2,2,4,3,2,2,2,1,1,,,,,,,2,3,2,2,1,1,1,1,3,4,1,3,4,4,3,3,1,1,2,1,2,1,6,,3,2,,1,,2,0.67
341,"L","10/3/2012 8:17:23",4,"NORTH CAROLINA",2,1,1,2,4,4,"DROUGHTS",3,4,2,4,98,4,2,2,98,2,,,,,,,1,1,1,1,2,2,2,2,3,4,2,4,4,4,2,1,2,,2,1,1,1,1,1,3,5,1,98,,2,0.67
357,"L","10/3/2012 8:39:04",4,"NEW YORK",1,1,1,1,1,2,"PERSONAL OBSERVATION",2,1,2,1,2,1,2,1,1,1,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,98,98,1,98,98,,1,5,3,1,3,,3,2,1,4,4,2,0.67
372,"L","10/4/2012 8:07:29",4,"CONNECTICUT",1,1,2,2,1,2,"WEATHER CHANGES",3,2,1,3,2,2,1,2,2,2,,,,,,,4,4,2,3,3,1,1,2,1,2,1,2,1,2,1,98,1,1,1,3,3,1,2,,3,1,2,3,3,2,0.67
393,"L","10/4/2012 8:38:52",4,"RHODE ISLAND",1,1,1,3,1,1,"WEATHER PATTERNS, SUMMERS AND ICE MELTING IN ALASKA",3,1,1,2,98,98,1,4,1,1,,,,,,,4,3,3,4,4,1,1,98,1,2,1,1,1,2,1,4,98,,98,4,3,1,2,,3,2,4,2,6,2,0.67
397,"L","10/4/2012 8:49:24",4,"FLORIDA",2,1,1,1,1,1,"DATA",4,1,1,1,1,98,1,1,1,1,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,1,1,98,1,98,,1,1,1,1,98,,5,1,4,5,1,2,0.67
476,"L","10/8/2012 6:14:17",4,"PENNSYLVANIA",1,1,2,3,1,1,"ICE IN ALASKA AND POLAR BEARS",1,1,3,3,3,4,3,1,3,2,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,98,98,,4,1,2,1,2,,3,1,2,2,,2,0.67
482,"L","10/8/2012 6:25:48",4,"MICHIGAN",3,1,2,1,1,2,"WEATHER PATTERNS",3,1,2,2,1,3,3,1,1,1,,,,,,,4,4,4,4,1,1,1,2,1,2,1,2,2,2,1,98,2,,1,1,3,1,2,,3,1,4,1,,2,0.67
492,"L","10/8/2012 6:35:16",4,"TEXAS",2,1,1,2,2,2,"GOD",12,3,3,3,3,4,3,4,3,3,,,,,,,2,1,1,1,4,2,1,2,2,2,1,1,2,2,4,98,98,,1,2,2,1,1,1,3,2,4,2,4,2,0.67
565,"L","10/8/2012 8:00:59",4,"FLORIDA",2,1,2,3,2,2,"HIGHER TEMPERATURES AND THE HEAT OF THE SUN",2,1,1,4,3,4,2,1,2,2,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,4,4,2,98,98,,2,2,3,1,3,,3,1,1,4,3,2,0.67
596,"L","10/8/2012 8:43:15",4,"WASHINGTON",4,1,1,3,1,1,"GLACIERS MELTING",1,1,3,98,4,3,4,2,1,2,,,,,,,1,3,4,98,1,3,2,2,1,1,98,98,4,4,1,98,98,,1,1,2,1,2,,3,5,2,2,,2,0.67
