"RespNum","Sample","Date","demog_age_list","demog_state","demog_state_region","gw_belief","believer_confidence","believer_cause","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","gw_concern","ccvsgw_concern","intl_support_v2","intl_support_china_v2","intl_kyotoknowldg","state_fftax_nocost","state_fftax_cost10pct","state_captrade","state_captrade_cost10pct","state_rps_v2","state_rps_v2_cost100","state_gastax_nocost","state_gastax_cost25cpg","captrade_knowldg","captrade_support_v1","captrade_cost15dol","carbontax_support","carbontax_cost15dol","carbontax_rev4research_v2","carbontax_revneutral_v2","coalfpp_support","coalfpp_support_Obama","carbontax_partisan1","carbontax_partisan2","carbontax_partisan3","carbontax_partisan4","carbontax_partisan5","carbontax_partisan_support","carbontax_partisan_oppose","willing2pay_list","willing2pay_open","willing2pay_open_coded","govt_nostateaction","state_rps_economy","state_neighborsact","state_impactsfelt","fed_moralobligation","pipelines_support","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_persfinance","demog_income","demog_gender","weight"
507,"l","10/13/2013 8:33:28",3,"CO",4,1,2,1,"NEWS",6,1,2,2,2,1,1,1,1,,,,,,,,2,1,,1,,3,2,,,1,4,,3,98,1,1,1,,1,1,,,,,1,,1,,,"$50",2,2,1,4,1,1,1,10,1,2,3,1,2,2,3,6,2,1.177
508,"l","10/13/2013 8:36:48",4,"GA",2,2,,,,,,,,,,,,,2,"WEATHER PATTERNS",2,2,4,4,,4,3,,2,,4,4,,,4,4,,3,4,4,4,4,,4,4,,,,,2,,,1,,"0",1,4,98,1,4,3,1,1,1,1,2,1,4,1,2,2,1,0.5
509,"l","10/13/2013 8:38:36",2,"NY",1,1,2,2,"LESS RAIN, MORE HEAT",3,3,2,4,2,2,3,2,1,,,,,,,,2,2,,98,,4,4,,,3,4,,3,98,3,4,4,,2,2,,,,,3,,,,,"0",1,4,3,3,4,3,3,9,2,,2,1,1,4,2,1,1,2.07
510,"l","10/13/2013 8:38:37",2,"NC",2,1,1,3,"EVERYTHING HEARD",6,1,4,3,2,2,3,2,1,,,,,,,,1,2,,98,,2,2,,,2,3,,2,2,2,2,2,,2,2,,,,,2,,,1,,"$75",3,2,2,2,3,2,3,2,4,,2,1,4,4,2,,1,1.57
511,"l","10/13/2013 8:39:45",4,"OK",2,98,,,,,,,,,,,,,,,,,,,,3,3,,98,,4,98,,,4,4,,3,2,4,4,4,,2,4,,,,,2,,,2,,"0",1,4,98,1,3,2,3,1,1,2,2,1,1,3,3,1,2,0.697
512,"l","10/13/2013 8:41:44",1,"PA",1,1,1,3,"EXPERIENCE WITH MILD WINTERS",2,2,1,2,2,1,1,1,1,,,,,,,,1,1,,98,,2,2,,,3,3,,3,1,2,2,3,,2,2,,,,,1,,2,,,"NOT SURE",98,2,1,4,1,1,4,10,6,,3,6,4,4,3,,1,1.52
513,"l","10/13/2013 8:46:52",3,"WV",2,1,1,1,"SCIENTIFIC EVIDENCE",4,1,3,1,2,3,98,1,1,,,,,,,,1,98,,2,,4,4,,,2,4,,2,98,2,4,4,,1,4,,,,,98,,,,,"$500",5,1,1,4,1,1,4,1,1,2,5,2,1,4,1,6,1,0.57
514,"l","10/13/2013 8:52:40",4,"MS",2,98,,,,,,,,,,,,,,,,,,,,2,98,,98,,98,98,,,2,98,,3,98,98,98,98,,2,3,,,,,3,,,,,"NOT SURE",98,2,98,2,98,98,1,1,1,2,3,1,2,3,3,,2,0.747
515,"l","10/13/2013 8:53:42",3,"GA",2,1,2,2,"READ IT",6,3,3,4,2,2,3,2,2,,,,,,,,2,4,,98,,4,98,,,98,4,,3,98,3,4,4,,4,98,,,,,3,,,,,"0",1,1,4,98,98,4,3,1,2,,3,5,1,2,3,5,2,0.967
516,"l","10/13/2013 8:57:09",4,"NJ",1,98,,,,,,,,,,,,,,,,,,,,4,3,,98,,4,98,,,4,4,,3,98,4,4,4,,2,4,,,,,2,,,2,,"0",1,4,98,1,4,3,2,1,1,2,4,1,1,3,3,2,2,0.597
517,"l","10/13/2013 8:59:25",3,"TX",2,1,1,2,"HOTTER SUMMERS",2,3,1,4,1,2,3,1,1,,,,,,,,1,1,,98,,98,4,,,4,4,,3,98,98,2,2,,1,2,,,,,3,,,,,"$50",2,2,2,2,1,2,1,2,1,1,3,1,1,5,1,2,2,1.437
518,"l","10/13/2013 9:06:01",3,"OK",2,1,2,2,"A LOT LESS SNOW",3,2,1,2,1,2,2,2,2,,,,,,,,2,1,,98,,1,2,,,2,2,,3,2,2,4,4,,2,2,,,,,1,,3,,,"NOT SURE",98,2,2,4,2,1,1,1,6,,2,1,1,3,3,,1,0.72
519,"l","10/13/2013 9:23:09",3,"LA",2,1,1,1,"NOT SURE",10,1,3,3,1,3,3,2,1,,,,,,,,1,1,,2,,4,98,,,2,4,,3,98,98,4,4,,1,4,,,,,2,,,2,,"0",1,2,3,3,2,3,3,1,2,,1,1,4,5,3,1,2,1.437
520,"l","10/13/2013 9:25:33",4,"CA",4,1,3,1,"READING",6,2,3,98,2,4,3,98,2,,,,,,,,2,5,,98,,4,2,,,2,4,,2,2,2,4,4,,4,1,,,,,2,,,2,,"NOT SURE",98,4,3,4,2,98,2,1,,,5,5,,,3,,1,0.29
521,"l","10/13/2013 9:27:37",3,"OR",4,2,,,,,,,,,,,,,2,"NEW DATA",5,2,2,1,,4,3,,98,,4,98,,,4,4,,2,2,4,4,4,,98,4,,,,,2,,,2,,"0",1,4,98,1,4,3,2,1,1,2,2,1,4,2,3,3,1,0.72
522,"l","10/14/2013 5:11:42",4,"CT",1,1,1,1,"EVIDENCE",4,1,2,1,1,2,2,1,1,,,,,,,1,,,1,1,1,,,1,1,,,1,2,1,1,1,1,1,,,1,,,,98,,,,,,,1,1,,2,1,3,1,,,5,5,1,5,3,,2,0.567
523,"l","10/14/2013 5:13:00",3,"FL",2,1,1,3,"MELTING ICE CAPS",1,1,3,3,2,2,3,2,1,,,,,,,2,,,2,98,3,,,2,1,,,3,2,2,98,98,3,1,,,98,,,,2,,,2,3,,,2,2,98,3,3,2,1,2,,4,1,1,3,3,,1,0.54
524,"l","10/14/2013 5:13:09",4,"NY",1,98,,,,,,,,,,,,,,,,,,,3,,,3,98,4,,,4,4,,,4,98,3,4,4,4,4,,,4,,,,2,,,2,1,,,4,98,2,4,2,2,1,1,2,2,1,1,3,3,2,2,0.777
525,"l","10/14/2013 5:16:41",4,"OH",3,2,,,,,,,,,,,,,2,"NO SUBSTANTIAL  EVIDENCE, ALL POLITICAL HYPE",7,3,2,1,4,,,5,98,4,,,4,4,,,4,2,3,3,4,3,3,,,3,,,,1,,2,,1,,,4,3,3,3,3,1,1,1,2,2,1,2,2,2,,2,0.777
526,"l","10/14/2013 5:18:19",3,"OH",3,1,1,98,"ICE CAPS ARE MELTING",1,1,2,1,2,1,98,1,2,,,,,,,1,,,1,98,2,,,3,1,,,4,2,98,2,98,4,1,,,1,,,,98,,,,4,,,2,2,3,2,1,98,1,,,5,2,,,3,6,1,0.57
527,"l","10/14/2013 5:18:20",3,"NY",1,2,,,,,,,,,,,,,2,"NEW REPORT I SAW ON TELEVISION",5,2,2,2,4,,,5,2,4,,,4,4,,,4,2,2,4,4,4,2,,,4,,,,3,,,,1,,,3,98,2,3,2,3,1,2,,4,1,2,1,2,2,1,0.54
528,"l","10/14/2013 5:22:14",2,"NJ",1,2,,,,,,,,,,,,,2,"STORIES MY GRANDPA TOLD ABOUT CLIMATE YEARS AGO",9,1,4,4,3,,,2,98,4,,,4,2,,,4,2,3,3,4,4,2,,,3,,,,1,,1,,3,,,4,2,2,4,4,2,1,1,2,3,2,2,2,2,2,2,1.347
529,"l","10/14/2013 5:23:54",2,"KY",2,1,2,1,"CHANGE IN CLIMATE WHERE I LIVE",3,1,2,2,1,1,98,2,1,,,,,,,1,,,98,2,2,,,3,1,,,4,3,1,3,2,2,1,,,98,,,,1,,1,,1,,,1,1,3,1,2,2,1,2,,2,6,4,3,1,2,1,1.1
530,"l","10/14/2013 5:26:44",4,"NY",1,1,1,1,"TAKING AWAY ALL NATURE AND PEOPLE BURNING FUELS AND RUINING OZONE",8,2,2,4,2,2,3,2,2,,,,,,,2,,,2,98,2,,,2,1,,,4,3,98,3,3,4,2,,,2,,,,3,,,,1,,,2,2,98,2,2,1,1,6,,3,1,2,2,1,3,2,0.747
531,"l","10/14/2013 5:27:03",3,"OH",3,1,3,1,"CAN'T STAY OUT IN THE SUN LIKE YOU USE TO.  IT EVEN GLOWS DIFFERENT, IT HAS A DIFFERENT YELLOW GLOW IN IT",2,2,1,4,4,2,1,1,1,,,,,,,1,,,1,1,3,,,3,1,,,3,3,4,4,3,2,3,,,4,,,,2,,,2,2,,,2,98,2,2,98,2,1,98,,2,1,98,2,2,3,2,0.997
532,"l","10/14/2013 5:28:04",4,"OH",3,1,1,3,"SCIENTIFIC RESEARCH",4,1,3,2,2,2,2,3,3,,,,,,,1,,,1,98,1,,,3,1,,,2,3,3,3,2,2,1,,,1,,,,3,,,,5,,,,2,3,2,1,3,1,1,2,5,1,4,5,1,,2,0.567
533,"l","10/14/2013 5:30:16",4,"OH",3,98,,,,,,,,,,,,,,,,,,,3,,,98,98,4,,,3,98,,,4,3,98,3,98,3,98,,,98,,,,98,,,,98,,,3,98,98,3,98,2,1,2,,2,1,,,2,,2,0.777
534,"l","10/14/2013 5:32:13",4,"MD",2,1,2,2,"MUCH  WARMER",2,1,1,98,1,1,1,2,1,,,,,,,1,,,1,1,98,,,3,1,,,4,3,98,4,4,98,2,,,98,,,,2,,,3,1,,,98,98,1,1,1,1,1,2,,2,1,1,2,2,2,2,0.777
535,"l","10/14/2013 5:33:04",4,"KY",2,98,,,,,,,,,,,,,,,,,,,4,,,98,98,4,,,4,2,,,4,3,2,4,4,4,2,,,4,,,,2,,,2,1,,,3,98,2,98,2,2,1,1,1,3,1,4,1,3,1,1,0.39
536,"l","10/14/2013 5:35:44",3,"NJ",1,1,2,2,"WARMER",2,2,2,3,1,2,2,3,2,,,,,,,1,,,1,98,4,,,2,1,,,4,2,2,2,2,2,2,,,2,,,,2,,,2,3,,,3,3,2,2,2,2,5,4,,4,2,1,2,2,3,1,0.69
537,"l","10/14/2013 5:37:37",3,"PA",1,1,1,3,"WEATHER CHANGES, NO WINTERS",3,1,1,3,2,1,3,2,2,,,,,,,1,,,1,1,2,,,2,1,,,3,1,1,2,1,2,1,,,2,,,,98,,,,3,,,1,1,2,1,2,2,2,2,,5,2,4,4,3,,1,0.98
538,"l","10/14/2013 5:38:47",4,"MD",2,2,,,,,,,,,,,,,2,"STILL FEEL THE SAME TEMPERATURES NOW AS IN MY YOUNGER YEARS",1,1,4,4,4,,,2,98,4,,,98,2,,,4,3,98,98,4,4,4,,,3,,,,3,,,,1,,,4,4,4,4,4,2,1,1,2,2,2,,,3,,2,0.777
539,"l","10/14/2013 5:51:58",3,"NY",1,2,,,,,,,,,,,,,2,"TEMPERATURESS ARE COLDER",1,1,2,2,4,,,3,98,4,,,4,1,,,4,3,98,98,4,4,4,,,2,,,,2,,,2,1,,,4,4,4,4,4,1,1,2,,5,2,3,2,3,5,1,0.51
540,"l","10/14/2013 6:10:38",2,"TX",2,1,2,3,"TEMPERATURE CHANGES",2,1,2,4,2,3,3,2,1,,,,,,,2,,,3,98,3,,,3,1,,,4,3,98,3,3,3,1,,,2,98,,,,,,,98,,,2,2,3,3,2,2,1,2,,2,5,4,3,3,,1,1.1
541,"l","10/14/2013 6:12:31",1,"KS",3,2,,,,,,,,,,,,,2,"THERE HAVE BEEN NEW STUDIES WHICH ARE MORE RELIABLE",5,3,1,1,4,,,3,2,4,,,4,2,,,4,2,2,4,4,4,2,,,98,2,,,,,,2,1,,,2,3,1,4,2,4,1,6,,3,1,4,3,3,1,1,1.29
542,"l","10/14/2013 6:14:55",3,"ND",3,1,1,98,"SUMMERS ARE HOTTER COMPARE TO PAST YEARS",2,2,1,4,2,2,98,2,1,,,,,,,3,,,2,98,4,,,4,98,,,4,3,98,98,4,4,4,,,98,3,,,,,,,1,,,3,3,3,3,98,1,1,2,,2,1,3,2,3,1,2,0.917
543,"l","10/14/2013 6:16:08",3,"TX",2,1,2,3,"WEATHER",3,2,2,3,3,2,2,2,2,,,,,,,2,,,3,98,2,,,3,1,,,2,3,3,4,2,2,2,,,4,3,,,,,,,1,,,1,2,3,2,98,2,1,2,,4,5,4,2,2,4,2,0.817
544,"l","10/14/2013 6:20:17",4,"AZ",4,1,2,3,"MILD WINTERS, WARMER SUMMERS AND RECEDING SHORELINES",2,1,1,4,3,1,1,1,3,,,,,,,1,,,2,2,2,,,2,1,,,3,1,1,2,2,2,1,,,2,1,,,,,2,,3,,,2,2,4,1,1,3,1,6,,3,2,2,1,2,2,2,0.747
545,"l","10/14/2013 6:20:29",4,"AZ",4,98,,,,,,,,,,,,,,,,,,,3,,,98,98,4,,,3,2,,,4,3,98,3,4,4,2,,,98,98,,,,,,,98,,,3,2,98,3,2,2,10,,,,1,,,2,,2,0.897
546,"l","10/14/2013 6:22:02",2,"LA",2,1,1,2,"NATURAL TRENDS OF WEATHER AND GLACIAL MOVEMENTS",1,2,1,2,1,3,2,2,1,,,,,,,2,,,2,1,4,,,4,2,,,4,2,3,3,3,3,3,,,3,2,,,,,,2,3,,,2,1,3,2,2,1,2,1,1,3,2,1,4,2,,1,1.54
547,"l","10/14/2013 6:22:21",3,"MN",3,1,1,3,"DATA THAT IS OUT THERE",4,1,1,3,2,1,2,1,1,,,,,,,2,,,1,1,2,,,2,1,,,4,1,1,1,1,1,1,,,1,3,,,,,,,3,,,2,2,3,2,2,4,1,,,5,2,1,4,3,4,2,0.787
548,"l","10/14/2013 6:25:11",4,"AZ",4,98,,,,,,,,,,,,,,,,,,,3,,,4,98,4,,,4,2,,,4,2,2,3,3,4,2,,,4,2,,,,,,2,1,,,3,98,2,4,3,2,1,1,2,3,2,1,3,2,3,2,0.747
549,"l","10/14/2013 6:27:58",2,"AL",2,1,2,1,"TOO MUCH SMOG FROM GAS AND FACTORIES",8,3,1,4,1,3,3,1,1,,,,,,,2,,,3,98,4,,,4,3,,,4,3,98,98,98,4,98,,,2,1,,,,,1,,1,,,2,3,3,2,2,2,10,6,,3,2,4,3,,,2,1.497
550,"l","10/14/2013 6:29:13",2,"LA",2,1,2,1,"AIR QUALITY, SO MANY PEOPLE WITH ASTHMA AND BREATHING PROBLEMS",10,1,2,3,2,3,1,2,2,,,,,,,1,,,1,2,2,,,2,1,,,2,1,1,2,2,2,1,,,2,1,,,,,2,,4,,,1,1,4,1,1,4,1,2,,4,1,4,1,2,3,1,0.92
551,"l","10/14/2013 6:30:05",3,"KS",3,1,2,1,"DEAD CROPS ON FARMS",14,3,1,2,2,1,4,2,1,,,,,,,1,,,3,98,1,,,2,1,,,4,3,2,3,4,4,98,,,2,3,,,,,,,2,,,2,2,3,98,2,1,1,6,,2,2,2,2,3,2,2,0.997
552,"l","10/14/2013 6:31:28",3,"MS",2,1,1,2,"TREES ARE DOWN QUICKER DUE TO HEAT",14,2,1,2,3,1,4,1,2,,,,,,,3,,,2,98,3,,,3,2,,,3,2,98,98,3,3,98,,,98,98,,,,,,,98,,,4,98,4,98,98,2,2,6,,2,1,1,1,3,,2,1.467
553,"l","10/14/2013 6:33:22",4,"AZ",4,98,,,,,,,,,,,,,,,,,,,4,,,5,2,4,,,4,2,,,4,2,2,4,4,4,2,,,4,2,,,,,,2,1,,,3,98,2,3,2,2,9,2,,3,1,1,2,2,2,1,1.52
554,"l","10/14/2013 6:33:43",1,"ND",3,2,,,,,,,,,,,,,2,"TEMPERATURES FOLLOW SAME PATTERNS AS HUNDREDS OF YEARS AGO",2,1,4,4,4,,,3,98,4,,,4,2,,,4,2,3,3,3,3,2,,,2,1,,,,,1,,4,,,4,2,4,4,4,1,1,1,2,4,2,2,1,3,4,1,1.22
555,"l","10/14/2013 6:34:26",3,"AZ",4,1,2,2,"PERSONAL EXPERIENCE",2,2,4,2,4,4,4,4,4,,,,,,,3,,,4,98,3,,,3,2,,,4,2,4,4,3,3,3,,,4,2,,,,,,1,1,,,4,4,4,3,3,3,1,3,,5,1,4,3,1,6,1,0.57
556,"l","10/14/2013 6:39:10",4,"TX",2,1,2,1,"BURNING OF FOSSIL FUELS, SMOG IN THE AIR",8,2,98,2,1,98,2,1,1,,,,,,,2,,,2,98,3,,,98,2,,,98,3,2,4,3,4,1,,,3,98,,,,,,,3,,,98,2,2,98,2,2,1,1,2,2,1,1,3,3,4,2,0.777
557,"l","10/14/2013 6:40:26",1,"LA",2,1,1,1,"POLLUTION AND OVER CROWDING",8,1,3,2,2,3,2,2,2,,,,,,,1,,,1,1,1,,,1,1,,,3,1,1,1,2,2,1,,,2,3,,,,,,,3,,,1,1,4,2,1,2,1,2,,5,2,1,5,3,,1,1.19
558,"l","10/14/2013 6:41:31",3,"AZ",4,1,3,3,"WEATHER CHANGES",3,2,4,3,2,4,2,2,2,,,,,,,4,,,2,98,4,,,4,1,,,2,2,4,2,98,98,2,,,4,3,,,,,,,1,,,3,3,4,4,4,4,,2,,4,5,4,2,3,5,1,0.69
559,"l","10/14/2013 6:42:38",3,"IL",3,1,1,1,"SCIENTIFIC STUDIES",4,1,2,1,98,1,1,1,1,,,,,,,1,,,1,2,2,,,1,1,,,2,1,1,1,1,1,1,,,1,98,,,,,,,2,,,1,1,2,1,1,4,1,2,,4,1,1,5,2,6,1,0.6
560,"l","10/14/2013 6:46:39",4,"OK",2,2,,,,,,,,,,,,,1,"MANIPULATED FIGURES",7,4,3,1,4,,,5,98,4,,,3,3,,,3,3,4,4,4,4,4,,,4,3,,,,,,,1,,,4,4,4,4,4,4,1,1,1,4,3,4,1,2,,1,0.32
561,"l","10/14/2013 6:48:10",3,"AR",2,1,1,2,"WARMER",2,4,2,4,3,3,3,3,2,,,,,,,1,,,4,98,3,,,4,3,,,4,3,3,3,3,4,3,,,3,2,,,,,,1,1,,,3,3,3,4,1,2,10,6,,2,1,,4,3,1,2,1.067
562,"l","10/14/2013 6:49:46",4,"TX",2,1,1,2,"LISTEN TO PEOPLE REPORTING",6,98,2,4,1,2,3,2,1,,,,,,,2,,,2,98,4,,,4,2,,,4,3,98,98,4,4,4,,,4,2,,,,,,1,1,,,2,2,98,98,2,1,1,1,2,2,2,,,3,2,1,0.5
563,"l","10/14/2013 6:55:31",3,"AZ",4,1,2,3,"TEMPERATURES RISING",2,1,3,1,3,4,1,3,2,,,,,,,2,,,1,98,4,,,4,1,,,4,3,3,3,1,2,1,,,2,1,,,,,2,,5,,,1,1,4,3,4,1,1,1,2,4,5,2,2,2,6,1,0.6
564,"l","10/14/2013 7:04:47",3,"TX",2,98,,,,,,,,,,,,,,,,,,,3,,,98,98,4,,,4,2,,,4,3,2,4,4,4,4,,,4,,2,,,,,2,1,,,3,98,2,4,2,2,9,2,,2,1,1,2,2,2,2,2.047
565,"l","10/14/2013 7:06:21",4,"LA",2,98,,,,,,,,,,,,,,,,,,,3,,,98,98,3,,,3,2,,,4,98,98,3,98,3,2,,,98,,2,,,,,2,1,,,3,3,3,3,3,1,1,1,2,3,1,4,2,3,,2,0.747
566,"l","10/14/2013 7:08:26",3,"KS",3,1,2,1,"TOO MUCH CONSTRUCTION AND HARMFUL STUFF GOING INTO THE AIR",8,2,2,98,2,2,3,2,2,,,,,,,2,,,2,2,2,,,2,2,,,4,2,2,3,3,3,2,,,2,,3,,,,,,1,,,3,2,2,3,1,2,2,6,,3,1,1,4,3,2,1,1.16
567,"l","10/14/2013 7:09:47",3,"MO",3,1,2,1,"POLLUTION AND OVER CROWDING",8,3,1,3,2,3,3,1,1,,,,,,,2,,,2,2,4,,,4,2,,,4,2,2,2,4,4,2,,,2,,1,,,,1,,3,,,2,1,3,2,2,2,2,1,1,2,1,1,4,2,1,1,1.11
568,"l","10/14/2013 7:10:38",2,"AR",2,1,2,3,"EVERY YEAR WEATHER PATTERNS GET WORSE",3,1,1,1,2,1,1,1,2,,,,,,,1,,,1,1,2,,,2,1,,,3,1,1,2,2,2,1,,,1,,1,,,,1,,4,,,1,1,4,1,1,4,9,2,,2,1,4,1,2,2,2,2.427
569,"l","10/14/2013 7:10:51",3,"WI",3,2,,,,,,,,,,,,,1,"POLITICAL RHETORIC",7,3,2,1,4,,,5,2,4,,,4,4,,,4,3,98,4,4,4,3,,,4,,98,,,,,,1,,,4,4,1,2,4,1,1,6,,1,1,,,2,,2,1.517
570,"l","10/14/2013 7:14:06",3,"IA",3,1,2,2,"NATURE",9,3,2,3,1,1,3,2,1,,,,,,,2,,,2,1,2,,,2,1,,,4,3,1,3,3,3,2,,,2,,1,,,,1,,2,,,2,2,2,2,2,1,2,2,,2,2,1,4,3,3,1,1.19
571,"l","10/14/2013 7:14:09",3,"OK",2,2,,,,,,,,,,,,,2,"SAME WINDY, HOT CLIMATE AS ALWAYS HERE",1,1,4,4,3,,,3,2,4,,,4,2,,,4,2,4,4,4,4,2,,,98,,2,,,,,2,3,,,4,2,3,4,4,2,1,1,2,4,1,2,1,3,3,2,0.817
572,"l","10/14/2013 7:14:35",4,"WI",3,1,1,1,"LESS SNOWFALL",3,1,2,98,2,1,98,2,1,,,,,,,3,,,98,98,4,,,4,1,,,4,2,4,98,2,98,98,,,98,,2,,,,,1,1,,,98,98,98,98,98,1,1,2,,1,2,,,98,,1,1.02
573,"l","10/14/2013 7:15:34",3,"IL",3,1,1,1,"RECEDING SHORE LINES AND THE SUN IS BECOMING TOO HOT FOR HUMAN LIFE",11,1,1,1,1,1,1,1,1,,,,,,,1,,,1,1,4,,,4,1,,,4,3,1,3,4,4,2,,,4,,2,,,,,2,2,,,1,1,3,1,1,98,9,1,2,2,1,1,2,2,1,1,1.69
574,"l","10/14/2013 7:15:52",3,"AL",2,1,98,2,"GETTING WARMER",2,2,1,2,1,3,4,3,2,,,,,,,4,,,3,,98,,,98,98,,,98,98,98,98,98,98,98,,,98,,98,,,,,,98,,,98,98,98,98,98,98,2,,,,,,,,,2,1.437
575,"l","10/14/2013 7:19:22",3,"TX",2,1,1,1,"WINTERS ARE TOO WARM, NOT ENOUGH SNOW, LESS TREES, TO MUCH CONSTRUCTION, LESS ANIMALS",2,1,1,1,1,1,1,1,1,,,,,,,1,,,1,1,1,,,1,1,,,1,1,1,1,1,1,1,,,1,,1,,,,1,,2,,,1,1,4,1,1,4,9,2,,1,5,4,2,2,2,1,2.29
576,"l","10/14/2013 7:23:08",4,"MN",3,1,2,1,"FOSSIL FUELS IN THE AIR, FACTORIES AND CAR EXHAUST",8,2,4,98,2,4,3,2,1,,,,,,,2,,,2,98,2,,,2,1,,,98,3,98,98,2,3,1,,,98,,3,,,,,,1,,,2,1,2,98,2,2,1,1,2,2,1,2,2,3,,2,0.777
577,"l","10/14/2013 7:24:01",4,"AZ",4,2,,,,,,,,,,,,,2,"HISTOREY REPEATS ITSELF",8,1,2,4,4,,,3,98,4,,,4,4,,,4,3,4,4,4,4,4,,,4,,98,,,,,,1,,,4,4,4,4,4,2,1,1,98,5,1,2,2,3,,1,0.29
578,"l","10/14/2013 7:24:17",4,"TX",2,98,,,,,,,,,,,,,,,,,,,4,,,4,2,4,,,4,2,,,4,3,98,4,4,4,2,,,4,,2,,,,,1,1,,,4,98,2,3,2,2,1,1,2,4,1,4,2,2,2,2,0.597
579,"l","10/14/2013 7:25:51",2,"TX",2,1,1,2,"WEATHER",3,2,1,2,2,1,4,2,1,,,,,,,3,,,3,2,4,,,4,1,,,4,3,4,2,4,4,2,,,4,,3,,,,,,1,,,3,2,3,3,3,2,1,,,4,1,,,,,1,0.92
580,"l","10/14/2013 7:26:01",3,"IL",3,1,1,98,"CYCLICAL",9,4,3,2,4,4,98,4,4,,,,,,,4,,,2,2,4,,,4,2,,,4,2,4,4,4,4,2,,,98,,3,,,,,,1,,,4,4,1,4,4,98,1,3,,5,5,1,4,3,6,1,0.57
581,"l","10/14/2013 7:29:28",3,"KS",3,1,1,1,"SCIENTIFIC REPORTS",4,1,3,1,2,2,2,2,2,,,,,,,1,,,1,98,1,,,4,1,,,2,2,2,1,2,2,1,,,1,,1,,,,1,,98,,,3,1,4,2,2,98,1,2,,5,1,1,4,3,5,2,0.787
582,"l","10/14/2013 7:35:50",4,"TN",2,1,1,1,"WARMER WEATHER",2,1,1,2,2,2,1,1,1,,,,,,,1,,,4,1,2,,,4,2,,,4,1,4,2,4,3,1,,,98,,3,,,,,,2,,,2,2,3,98,1,1,1,1,1,5,2,4,2,3,3,1,0.29
583,"l","10/14/2013 7:37:54",2,"IL",3,2,,,,,,,,,,,,,2,"SCIENTISTS HYPE UP THE FACTS ABOUT GLOBAL WARMING",5,1,4,1,4,,,3,98,4,,,4,4,,,4,2,4,4,4,4,98,,,98,,3,,,,,,1,,,4,98,4,4,4,2,2,1,2,3,2,1,4,,,1,1.54
584,"l","10/14/2013 7:40:31",3,"TX",2,2,,,,,,,,,,,,,2,"EVERYBODY IN GOVERNMENT",7,4,2,1,3,,,5,98,4,,,4,4,,,4,1,2,4,4,4,2,,,4,,2,,,,,2,1,,,4,2,4,4,4,1,1,1,2,4,1,2,2,2,5,1,0.54
585,"l","10/14/2013 7:44:42",3,"TX",2,1,1,1,"FACTS AND FIGURES",4,1,3,1,3,98,2,2,1,,,,,,,1,,,1,2,2,,,3,1,,,3,3,2,2,2,2,1,,,2,,1,,,,1,,2,,,2,2,3,98,1,2,1,7,,4,3,,4,2,6,1,0.6
586,"l","10/14/2013 7:53:51",3,"MO",3,1,1,98,"HOTTER",2,2,2,4,1,2,98,2,1,,,,,,,4,,,1,98,4,,,4,1,,,4,3,4,1,4,4,4,,,98,,2,,,,,1,1,,,4,98,4,98,1,4,1,,,1,1,4,5,3,1,1,1.16
587,"l","10/14/2013 8:05:27",3,"TX",2,2,,,,,,,,,,,,,2,"POLITICS",7,2,4,4,4,,,5,98,4,,,4,4,,,4,3,4,4,4,4,4,,,4,,,3,,,,,1,,,4,4,2,4,4,2,1,1,2,2,1,4,1,3,1,1,0.64
588,"l","10/14/2013 8:06:52",2,"CA",4,1,2,3,"POLLUTION AND STORMS ERODING BEACHLINES",8,2,1,2,3,3,2,2,2,,,,,,,2,,,2,1,4,,,2,2,,,4,2,2,2,4,3,2,,,2,,,1,,,1,,4,,,3,2,3,2,2,2,5,6,,4,1,2,1,,,2,1.347
589,"l","10/14/2013 8:07:08",4,"WA",4,1,1,3,"ERODING COAST LINES",11,1,3,3,3,3,3,2,2,,,,,,,2,,,1,1,3,,,2,1,,,4,1,1,2,2,2,1,,,2,,,2,,,,1,3,,,1,1,4,3,2,2,1,2,,5,4,1,5,3,6,1,0.35
590,"l","10/14/2013 8:11:22",3,"CA",4,1,2,3,"OZONE LAYER DEPLETING AND MORE SKIN CANCER",8,1,1,3,2,2,1,1,1,,,,,,,1,,,2,2,2,,,2,1,,,3,2,1,2,2,2,1,,,1,,,1,,,1,,4,,,1,1,4,1,1,4,1,6,,3,1,4,4,2,3,2,0.967
591,"l","10/14/2013 8:11:29",2,"CA",4,2,,,,,,,,,,,,,1,"READING",9,1,2,2,4,,,3,2,4,,,4,2,,,4,2,4,3,4,3,3,,,4,,,2,,,,2,2,,,4,4,2,4,4,1,1,,,3,5,2,3,3,6,1,1.13
592,"l","10/14/2013 8:12:12",3,"CA",4,98,,,,,,,,,,,,,,,,,,,3,,,3,98,3,,,3,2,,,4,2,98,3,4,3,2,,,98,,,98,,,,,1,,,3,2,3,3,98,2,9,2,,3,1,4,3,2,,1,1.74
