Congress,Year,Party,Committee,Position
105,1997,All,Merchant Marine and Fisheries,n.a.
106,1999,All,Merchant Marine and Fisheries,n.a.
107,2001,All,Merchant Marine and Fisheries,n.a.
108,2003,All,Merchant Marine and Fisheries,n.a.
109,2005,All,Merchant Marine and Fisheries,n.a.
110,2007,All,Merchant Marine and Fisheries,n.a.
111,2009,All,Merchant Marine and Fisheries,n.a.
112,2011,All,Merchant Marine and Fisheries,n.a.
113,2013,All,Merchant Marine and Fisheries,n.a.
80,1947,Democrats,Merchant Marine and Fisheries,-0.256
81,1949,Democrats,Merchant Marine and Fisheries,-0.199
82,1951,Democrats,Merchant Marine and Fisheries,-0.251
83,1953,Democrats,Merchant Marine and Fisheries,-0.194
84,1955,Democrats,Merchant Marine and Fisheries,-0.296
85,1957,Democrats,Merchant Marine and Fisheries,-0.233
86,1959,Democrats,Merchant Marine and Fisheries,-0.242
87,1961,Democrats,Merchant Marine and Fisheries,-0.236
88,1963,Democrats,Merchant Marine and Fisheries,-0.221
89,1965,Democrats,Merchant Marine and Fisheries,-0.253
90,1967,Democrats,Merchant Marine and Fisheries,-0.282
91,1969,Democrats,Merchant Marine and Fisheries,-0.259
92,1971,Democrats,Merchant Marine and Fisheries,-0.227
93,1973,Democrats,Merchant Marine and Fisheries,-0.278
94,1975,Democrats,Merchant Marine and Fisheries,-0.283
95,1977,Democrats,Merchant Marine and Fisheries,-0.307
96,1979,Democrats,Merchant Marine and Fisheries,-0.287
97,1981,Democrats,Merchant Marine and Fisheries,-0.218
98,1983,Democrats,Merchant Marine and Fisheries,-0.248
99,1985,Democrats,Merchant Marine and Fisheries,-0.242
100,1987,Democrats,Merchant Marine and Fisheries,-0.239
101,1989,Democrats,Merchant Marine and Fisheries,-0.242
102,1991,Democrats,Merchant Marine and Fisheries,-0.255
103,1993,Democrats,Merchant Marine and Fisheries,-0.285
104,1995,Democrats,Merchant Marine and Fisheries,n.a.
105,1997,Democrats,Merchant Marine and Fisheries,n.a.
106,1999,Democrats,Merchant Marine and Fisheries,n.a.
107,2001,Democrats,Merchant Marine and Fisheries,n.a.
108,2003,Democrats,Merchant Marine and Fisheries,n.a.
109,2005,Democrats,Merchant Marine and Fisheries,n.a.
110,2007,Democrats,Merchant Marine and Fisheries,n.a.
111,2009,Democrats,Merchant Marine and Fisheries,n.a.
112,2011,Democrats,Merchant Marine and Fisheries,n.a.
113,2013,Democrats,Merchant Marine and Fisheries,n.a.
80,1947,Republicans,Merchant Marine and Fisheries,0.272
81,1949,Republicans,Merchant Marine and Fisheries,0.271
82,1951,Republicans,Merchant Marine and Fisheries,0.267
83,1953,Republicans,Merchant Marine and Fisheries,0.255
84,1955,Republicans,Merchant Marine and Fisheries,0.256
85,1957,Republicans,Merchant Marine and Fisheries,0.264
86,1959,Republicans,Merchant Marine and Fisheries,0.332
87,1961,Republicans,Merchant Marine and Fisheries,0.324
88,1963,Republicans,Merchant Marine and Fisheries,0.217
89,1965,Republicans,Merchant Marine and Fisheries,0.207
90,1967,Republicans,Merchant Marine and Fisheries,0.227
91,1969,Republicans,Merchant Marine and Fisheries,0.227
92,1971,Republicans,Merchant Marine and Fisheries,0.213
93,1973,Republicans,Merchant Marine and Fisheries,0.228
94,1975,Republicans,Merchant Marine and Fisheries,0.192
95,1977,Republicans,Merchant Marine and Fisheries,0.246
96,1979,Republicans,Merchant Marine and Fisheries,0.247
97,1981,Republicans,Merchant Marine and Fisheries,0.217
98,1983,Republicans,Merchant Marine and Fisheries,0.29
99,1985,Republicans,Merchant Marine and Fisheries,0.296
100,1987,Republicans,Merchant Marine and Fisheries,0.3
101,1989,Republicans,Merchant Marine and Fisheries,0.323
102,1991,Republicans,Merchant Marine and Fisheries,0.352
103,1993,Republicans,Merchant Marine and Fisheries,0.349
104,1995,Republicans,Merchant Marine and Fisheries,n.a.
105,1997,Republicans,Merchant Marine and Fisheries,n.a.
106,1999,Republicans,Merchant Marine and Fisheries,n.a.
107,2001,Republicans,Merchant Marine and Fisheries,n.a.
108,2003,Republicans,Merchant Marine and Fisheries,n.a.
109,2005,Republicans,Merchant Marine and Fisheries,n.a.
110,2007,Republicans,Merchant Marine and Fisheries,n.a.
111,2009,Republicans,Merchant Marine and Fisheries,n.a.
112,2011,Republicans,Merchant Marine and Fisheries,n.a.
113,2013,Republicans,Merchant Marine and Fisheries,n.a.
80,1947,All,Post Office and Civil Service,0.135
81,1949,All,Post Office and Civil Service,-0.018
82,1951,All,Post Office and Civil Service,-0.009
83,1953,All,Post Office and Civil Service,0.101
84,1955,All,Post Office and Civil Service,0.06
85,1957,All,Post Office and Civil Service,0.037
86,1959,All,Post Office and Civil Service,-0.02
87,1961,All,Post Office and Civil Service,0.088
88,1963,All,Post Office and Civil Service,0.026
89,1965,All,Post Office and Civil Service,-0.086
90,1967,All,Post Office and Civil Service,-0.045
91,1969,All,Post Office and Civil Service,-0.047
92,1971,All,Post Office and Civil Service,0.009
93,1973,All,Post Office and Civil Service,-0.032
94,1975,All,Post Office and Civil Service,-0.126
95,1977,All,Post Office and Civil Service,-0.151
96,1979,All,Post Office and Civil Service,-0.088
97,1981,All,Post Office and Civil Service,-0.129
98,1983,All,Post Office and Civil Service,-0.085
99,1985,All,Post Office and Civil Service,-0.163
100,1987,All,Post Office and Civil Service,-0.196
101,1989,All,Post Office and Civil Service,-0.185
102,1991,All,Post Office and Civil Service,-0.181
103,1993,All,Post Office and Civil Service,-0.17
104,1995,All,Post Office and Civil Service,n.a.
105,1997,All,Post Office and Civil Service,n.a.
106,1999,All,Post Office and Civil Service,n.a.
107,2001,All,Post Office and Civil Service,n.a.
108,2003,All,Post Office and Civil Service,n.a.
109,2005,All,Post Office and Civil Service,n.a.
110,2007,All,Post Office and Civil Service,n.a.
111,2009,All,Post Office and Civil Service,n.a.
112,2011,All,Post Office and Civil Service,n.a.
113,2013,All,Post Office and Civil Service,n.a.
80,1947,Democrats,Post Office and Civil Service,-0.145
81,1949,Democrats,Post Office and Civil Service,-0.204
82,1951,Democrats,Post Office and Civil Service,-0.249
83,1953,Democrats,Post Office and Civil Service,-0.111
84,1955,Democrats,Post Office and Civil Service,-0.17
85,1957,Democrats,Post Office and Civil Service,-0.206
86,1959,Democrats,Post Office and Civil Service,-0.258
87,1961,Democrats,Post Office and Civil Service,-0.143
88,1963,Democrats,Post Office and Civil Service,-0.284
89,1965,Democrats,Post Office and Civil Service,-0.301
90,1967,Democrats,Post Office and Civil Service,-0.312
91,1969,Democrats,Post Office and Civil Service,-0.331
92,1971,Democrats,Post Office and Civil Service,-0.279
93,1973,Democrats,Post Office and Civil Service,-0.366
94,1975,Democrats,Post Office and Civil Service,-0.357
95,1977,Democrats,Post Office and Civil Service,-0.392
96,1979,Democrats,Post Office and Civil Service,-0.335
97,1981,Democrats,Post Office and Civil Service,-0.458
98,1983,Democrats,Post Office and Civil Service,-0.432
99,1985,Democrats,Post Office and Civil Service,-0.445
100,1987,Democrats,Post Office and Civil Service,-0.451
101,1989,Democrats,Post Office and Civil Service,-0.442
102,1991,Democrats,Post Office and Civil Service,-0.422
103,1993,Democrats,Post Office and Civil Service,-0.431
104,1995,Democrats,Post Office and Civil Service,n.a.
105,1997,Democrats,Post Office and Civil Service,n.a.
106,1999,Democrats,Post Office and Civil Service,n.a.
107,2001,Democrats,Post Office and Civil Service,n.a.
108,2003,Democrats,Post Office and Civil Service,n.a.
109,2005,Democrats,Post Office and Civil Service,n.a.
110,2007,Democrats,Post Office and Civil Service,n.a.
111,2009,Democrats,Post Office and Civil Service,n.a.
112,2011,Democrats,Post Office and Civil Service,n.a.
113,2013,Democrats,Post Office and Civil Service,n.a.
80,1947,Republicans,Post Office and Civil Service,0.322
81,1949,Republicans,Post Office and Civil Service,0.261
82,1951,Republicans,Post Office and Civil Service,0.263
83,1953,Republicans,Post Office and Civil Service,0.281
84,1955,Republicans,Post Office and Civil Service,0.352
85,1957,Republicans,Post Office and Civil Service,0.348
86,1959,Republicans,Post Office and Civil Service,0.363
87,1961,Republicans,Post Office and Civil Service,0.382
88,1963,Republicans,Post Office and Civil Service,0.393
89,1965,Republicans,Post Office and Civil Service,0.371
90,1967,Republicans,Post Office and Civil Service,0.318
91,1969,Republicans,Post Office and Civil Service,0.34
92,1971,Republicans,Post Office and Civil Service,0.442
93,1973,Republicans,Post Office and Civil Service,0.427
94,1975,Republicans,Post Office and Civil Service,0.361
95,1977,Republicans,Post Office and Civil Service,0.36
96,1979,Republicans,Post Office and Civil Service,0.35
97,1981,Republicans,Post Office and Civil Service,0.363
98,1983,Republicans,Post Office and Civil Service,0.4
99,1985,Republicans,Post Office and Civil Service,0.296
100,1987,Republicans,Post Office and Civil Service,0.219
101,1989,Republicans,Post Office and Civil Service,0.214
102,1991,Republicans,Post Office and Civil Service,0.212
103,1993,Republicans,Post Office and Civil Service,0.237
104,1995,Republicans,Post Office and Civil Service,n.a.
105,1997,Republicans,Post Office and Civil Service,n.a.
106,1999,Republicans,Post Office and Civil Service,n.a.
107,2001,Republicans,Post Office and Civil Service,n.a.
108,2003,Republicans,Post Office and Civil Service,n.a.
109,2005,Republicans,Post Office and Civil Service,n.a.
110,2007,Republicans,Post Office and Civil Service,n.a.
111,2009,Republicans,Post Office and Civil Service,n.a.
112,2011,Republicans,Post Office and Civil Service,n.a.
113,2013,Republicans,Post Office and Civil Service,n.a.
80,1947,All,Natural Resources,0.107
81,1949,All,Natural Resources,0.02
82,1951,All,Natural Resources,0.041
83,1953,All,Natural Resources,0.119
84,1955,All,Natural Resources,-0.012
85,1957,All,Natural Resources,-0.006
86,1959,All,Natural Resources,-0.06
87,1961,All,Natural Resources,-0.007
88,1963,All,Natural Resources,0.001
89,1965,All,Natural Resources,-0.07
90,1967,All,Natural Resources,-0.069
91,1969,All,Natural Resources,-0.06
92,1971,All,Natural Resources,-0.084
93,1973,All,Natural Resources,-0.055
94,1975,All,Natural Resources,-0.089
95,1977,All,Natural Resources,-0.091
96,1979,All,Natural Resources,-0.083
97,1981,All,Natural Resources,-0.04
98,1983,All,Natural Resources,-0.052
99,1985,All,Natural Resources,-0.017
100,1987,All,Natural Resources,-0.031
101,1989,All,Natural Resources,-0.065
102,1991,All,Natural Resources,-0.025
103,1993,All,Natural Resources,-0.046
104,1995,All,Natural Resources,0.13
105,1997,All,Natural Resources,0.119
106,1999,All,Natural Resources,0.133
107,2001,All,Natural Resources,0.13
108,2003,All,Natural Resources,0.156
109,2005,All,Natural Resources,0.15
110,2007,All,Natural Resources,0.046
111,2009,All,Natural Resources,0.096
112,2011,All,Natural Resources,0.279
113,2013,All,Natural Resources,0.28
80,1947,Democrats,Natural Resources,-0.181
81,1949,Democrats,Natural Resources,-0.172
82,1951,Democrats,Natural Resources,-0.231
83,1953,Democrats,Natural Resources,-0.113
84,1955,Democrats,Natural Resources,-0.293
85,1957,Democrats,Natural Resources,-0.281
86,1959,Democrats,Natural Resources,-0.293
87,1961,Democrats,Natural Resources,-0.218
88,1963,Democrats,Natural Resources,-0.232
89,1965,Democrats,Natural Resources,-0.253
90,1967,Democrats,Natural Resources,-0.318
91,1969,Democrats,Natural Resources,-0.326
92,1971,Democrats,Natural Resources,-0.339
93,1973,Democrats,Natural Resources,-0.331
94,1975,Democrats,Natural Resources,-0.314
95,1977,Democrats,Natural Resources,-0.293
96,1979,Democrats,Natural Resources,-0.3
97,1981,Democrats,Natural Resources,-0.33
98,1983,Democrats,Natural Resources,-0.289
99,1985,Democrats,Natural Resources,-0.325
100,1987,Democrats,Natural Resources,-0.318
101,1989,Democrats,Natural Resources,-0.347
102,1991,Democrats,Natural Resources,-0.333
103,1993,Democrats,Natural Resources,-0.336
104,1995,Democrats,Natural Resources,-0.359
105,1997,Democrats,Natural Resources,-0.4
106,1999,Democrats,Natural Resources,-0.381
107,2001,Democrats,Natural Resources,-0.403
108,2003,Democrats,Natural Resources,-0.406
109,2005,Democrats,Natural Resources,-0.376
110,2007,Democrats,Natural Resources,-0.44
111,2009,Democrats,Natural Resources,-0.408
112,2011,Democrats,Natural Resources,-0.405
113,2013,Democrats,Natural Resources,-0.409
80,1947,Republicans,Natural Resources,0.3
81,1949,Republicans,Natural Resources,0.289
82,1951,Republicans,Natural Resources,0.381
83,1953,Republicans,Natural Resources,0.317
84,1955,Republicans,Natural Resources,0.334
85,1957,Republicans,Natural Resources,0.328
86,1959,Republicans,Natural Resources,0.29
87,1961,Republicans,Natural Resources,0.285
88,1963,Republicans,Natural Resources,0.318
89,1965,Republicans,Natural Resources,0.295
90,1967,Republicans,Natural Resources,0.269
91,1969,Republicans,Natural Resources,0.301
92,1971,Republicans,Natural Resources,0.308
93,1973,Republicans,Natural Resources,0.268
94,1975,Republicans,Natural Resources,0.329
95,1977,Republicans,Natural Resources,0.327
96,1979,Republicans,Natural Resources,0.321
97,1981,Republicans,Natural Resources,0.378
98,1983,Republicans,Natural Resources,0.388
99,1985,Republicans,Natural Resources,0.434
100,1987,Republicans,Natural Resources,0.439
101,1989,Republicans,Natural Resources,0.434
102,1991,Republicans,Natural Resources,0.456
103,1993,Republicans,Natural Resources,0.452
104,1995,Republicans,Natural Resources,0.477
105,1997,Republicans,Natural Resources,0.508
106,1999,Republicans,Natural Resources,0.499
107,2001,Republicans,Natural Resources,0.491
108,2003,Republicans,Natural Resources,0.497
109,2005,Republicans,Natural Resources,0.535
110,2007,Republicans,Natural Resources,0.602
111,2009,Republicans,Natural Resources,0.7
112,2011,Republicans,Natural Resources,0.684
113,2013,Republicans,Natural Resources,0.731
80,1947,All,Rules,0.245
81,1949,All,Rules,0.002
82,1951,All,Rules,0.002
83,1953,All,Rules,0.19
84,1955,All,Rules,-0.028
85,1957,All,Rules,-0.049
86,1959,All,Rules,-0.004
87,1961,All,Rules,-0.04
88,1963,All,Rules,-0.023
89,1965,All,Rules,-0.047
90,1967,All,Rules,-0.088
91,1969,All,Rules,-0.088
92,1971,All,Rules,-0.088
93,1973,All,Rules,-0.122
94,1975,All,Rules,-0.157
95,1977,All,Rules,-0.161
96,1979,All,Rules,-0.166
97,1981,All,Rules,-0.168
98,1983,All,Rules,-0.083
99,1985,All,Rules,-0.093
100,1987,All,Rules,-0.135
101,1989,All,Rules,-0.13
102,1991,All,Rules,-0.119
103,1993,All,Rules,-0.123
104,1995,All,Rules,0.162
105,1997,All,Rules,0.186
106,1999,All,Rules,0.196
107,2001,All,Rules,0.198
108,2003,All,Rules,0.161
109,2005,All,Rules,0.224
110,2007,All,Rules,-0.171
111,2009,All,Rules,-0.098
112,2011,All,Rules,0.348
113,2013,All,Rules,0.39
80,1947,Democrats,Rules,-0.121
81,1949,Democrats,Rules,-0.168
82,1951,Democrats,Rules,-0.176
83,1953,Democrats,Rules,-0.046
84,1955,Democrats,Rules,-0.222
85,1957,Democrats,Rules,-0.221
86,1959,Democrats,Rules,-0.22
87,1961,Democrats,Rules,-0.247
88,1963,Democrats,Rules,-0.246
89,1965,Democrats,Rules,-0.25
90,1967,Democrats,Rules,-0.308
91,1969,Democrats,Rules,-0.303
92,1971,Democrats,Rules,-0.299
93,1973,Democrats,Rules,-0.359
94,1975,Democrats,Rules,-0.38
95,1977,Democrats,Rules,-0.386
96,1979,Democrats,Rules,-0.388
97,1981,Democrats,Rules,-0.398
98,1983,Democrats,Rules,-0.385
99,1985,Democrats,Rules,-0.401
100,1987,Democrats,Rules,-0.395
101,1989,Democrats,Rules,-0.37
102,1991,Democrats,Rules,-0.369
103,1993,Democrats,Rules,-0.368
104,1995,Democrats,Rules,-0.351
105,1997,Democrats,Rules,-0.374
106,1999,Democrats,Rules,-0.381
107,2001,Democrats,Rules,-0.388
108,2003,Democrats,Rules,-0.522
109,2005,Democrats,Rules,-0.598
110,2007,Democrats,Rules,-0.493
111,2009,Democrats,Rules,-0.427
112,2011,Democrats,Rules,-0.493
113,2013,Democrats,Rules,-0.479
80,1947,Republicans,Rules,0.429
81,1949,Republicans,Rules,0.341
82,1951,Republicans,Rules,0.357
83,1953,Republicans,Rules,0.308
84,1955,Republicans,Rules,0.359
85,1957,Republicans,Rules,0.295
86,1959,Republicans,Rules,0.429
87,1961,Republicans,Rules,0.478
88,1963,Republicans,Rules,0.424
89,1965,Republicans,Rules,0.359
90,1967,Republicans,Rules,0.351
91,1969,Republicans,Rules,0.342
92,1971,Republicans,Rules,0.333
93,1973,Republicans,Rules,0.352
94,1975,Republicans,Rules,0.333
95,1977,Republicans,Rules,0.336
96,1979,Republicans,Rules,0.321
97,1981,Republicans,Rules,0.337
98,1983,Republicans,Rules,0.4
99,1985,Republicans,Rules,0.399
100,1987,Republicans,Rules,0.385
101,1989,Republicans,Rules,0.351
102,1991,Republicans,Rules,0.446
103,1993,Republicans,Rules,0.428
104,1995,Republicans,Rules,0.39
105,1997,Republicans,Rules,0.434
106,1999,Republicans,Rules,0.453
107,2001,Republicans,Rules,0.458
108,2003,Republicans,Rules,0.465
109,2005,Republicans,Rules,0.498
110,2007,Republicans,Rules,0.556
111,2009,Republicans,Rules,0.643
112,2011,Republicans,Rules,0.769
113,2013,Republicans,Rules,0.776
80,1947,All,"Science, Space & Technology",n.a.
81,1949,All,"Science, Space & Technology",n.a.
82,1951,All,"Science, Space & Technology",n.a.
83,1953,All,"Science, Space & Technology",n.a.
84,1955,All,"Science, Space & Technology",n.a.
85,1957,All,"Science, Space & Technology",n.a.
86,1959,All,"Science, Space & Technology",-0.095
87,1961,All,"Science, Space & Technology",-0.075
88,1963,All,"Science, Space & Technology",-0.04
89,1965,All,"Science, Space & Technology",-0.081
90,1967,All,"Science, Space & Technology",-0.036
91,1969,All,"Science, Space & Technology",-0.04
92,1971,All,"Science, Space & Technology",-0.055
93,1973,All,"Science, Space & Technology",0
94,1975,All,"Science, Space & Technology",-0.094
95,1977,All,"Science, Space & Technology",-0.06
96,1979,All,"Science, Space & Technology",-0.052
97,1981,All,"Science, Space & Technology",-0.03
98,1983,All,"Science, Space & Technology",-0.086
99,1985,All,"Science, Space & Technology",0.014
100,1987,All,"Science, Space & Technology",0.009
101,1989,All,"Science, Space & Technology",-0.032
102,1991,All,"Science, Space & Technology",-0.032
103,1993,All,"Science, Space & Technology",0.037
104,1995,All,"Science, Space & Technology",0.131
105,1997,All,"Science, Space & Technology",0.062
106,1999,All,"Science, Space & Technology",0.065
107,2001,All,"Science, Space & Technology",0.081
108,2003,All,"Science, Space & Technology",0.083
109,2005,All,"Science, Space & Technology",0.079
110,2007,All,"Science, Space & Technology",0.113
111,2009,All,"Science, Space & Technology",0.088
112,2011,All,"Science, Space & Technology",0.203
113,2013,All,"Science, Space & Technology",0.316
80,1947,Democrats,"Science, Space & Technology",n.a.
81,1949,Democrats,"Science, Space & Technology",n.a.
82,1951,Democrats,"Science, Space & Technology",n.a.
83,1953,Democrats,"Science, Space & Technology",n.a.
84,1955,Democrats,"Science, Space & Technology",n.a.
85,1957,Democrats,"Science, Space & Technology",n.a.
86,1959,Democrats,"Science, Space & Technology",-0.266
87,1961,Democrats,"Science, Space & Technology",-0.254
88,1963,Democrats,"Science, Space & Technology",-0.239
89,1965,Democrats,"Science, Space & Technology",-0.233
90,1967,Democrats,"Science, Space & Technology",-0.256
91,1969,Democrats,"Science, Space & Technology",-0.251
92,1971,Democrats,"Science, Space & Technology",-0.259
93,1973,Democrats,"Science, Space & Technology",-0.206
94,1975,Democrats,"Science, Space & Technology",-0.257
95,1977,Democrats,"Science, Space & Technology",-0.223
96,1979,Democrats,"Science, Space & Technology",-0.238
97,1981,Democrats,"Science, Space & Technology",-0.249
98,1983,Democrats,"Science, Space & Technology",-0.31
99,1985,Democrats,"Science, Space & Technology",-0.228
100,1987,Democrats,"Science, Space & Technology",-0.228
101,1989,Democrats,"Science, Space & Technology",-0.244
102,1991,Democrats,"Science, Space & Technology",-0.248
103,1993,Democrats,"Science, Space & Technology",-0.214
104,1995,Democrats,"Science, Space & Technology",-0.266
105,1997,Democrats,"Science, Space & Technology",-0.291
106,1999,Democrats,"Science, Space & Technology",-0.344
107,2001,Democrats,"Science, Space & Technology",-0.358
108,2003,Democrats,"Science, Space & Technology",-0.349
109,2005,Democrats,"Science, Space & Technology",-0.351
110,2007,Democrats,"Science, Space & Technology",-0.311
111,2009,Democrats,"Science, Space & Technology",-0.311
112,2011,Democrats,"Science, Space & Technology",-0.419
113,2013,Democrats,"Science, Space & Technology",-0.35
80,1947,Republicans,"Science, Space & Technology",n.a.
81,1949,Republicans,"Science, Space & Technology",n.a.
82,1951,Republicans,"Science, Space & Technology",n.a.
83,1953,Republicans,"Science, Space & Technology",n.a.
84,1955,Republicans,"Science, Space & Technology",n.a.
85,1957,Republicans,"Science, Space & Technology",n.a.
86,1959,Republicans,"Science, Space & Technology",0.209
87,1961,Republicans,"Science, Space & Technology",0.211
88,1963,Republicans,"Science, Space & Technology",0.235
89,1965,Republicans,"Science, Space & Technology",0.238
90,1967,Republicans,"Science, Space & Technology",0.268
91,1969,Republicans,"Science, Space & Technology",0.254
92,1971,Republicans,"Science, Space & Technology",0.249
93,1973,Republicans,"Science, Space & Technology",0.27
94,1975,Republicans,"Science, Space & Technology",0.278
95,1977,Republicans,"Science, Space & Technology",0.278
96,1979,Republicans,"Science, Space & Technology",0.283
97,1981,Republicans,"Science, Space & Technology",0.267
98,1983,Republicans,"Science, Space & Technology",0.347
99,1985,Republicans,"Science, Space & Technology",0.356
100,1987,Republicans,"Science, Space & Technology",0.332
101,1989,Republicans,"Science, Space & Technology",0.301
102,1991,Republicans,"Science, Space & Technology",0.333
103,1993,Republicans,"Science, Space & Technology",0.42
104,1995,Republicans,"Science, Space & Technology",0.47
105,1997,Republicans,"Science, Space & Technology",0.414
106,1999,Republicans,"Science, Space & Technology",0.438
107,2001,Republicans,"Science, Space & Technology",0.465
108,2003,Republicans,"Science, Space & Technology",0.464
109,2005,Republicans,"Science, Space & Technology",0.471
110,2007,Republicans,"Science, Space & Technology",0.628
111,2009,Republicans,"Science, Space & Technology",0.698
112,2011,Republicans,"Science, Space & Technology",0.756
113,2013,Republicans,"Science, Space & Technology",0.809
80,1947,All,Small Business,n.a.
81,1949,All,Small Business,n.a.
82,1951,All,Small Business,n.a.
83,1953,All,Small Business,n.a.
84,1955,All,Small Business,n.a.
85,1957,All,Small Business,n.a.
86,1959,All,Small Business,n.a.
87,1961,All,Small Business,n.a.
88,1963,All,Small Business,n.a.
89,1965,All,Small Business,n.a.
90,1967,All,Small Business,n.a.
91,1969,All,Small Business,n.a.
92,1971,All,Small Business,n.a.
93,1973,All,Small Business,n.a.
94,1975,All,Small Business,-0.172
95,1977,All,Small Business,-0.164
96,1979,All,Small Business,-0.118
97,1981,All,Small Business,-0.05
98,1983,All,Small Business,-0.05
99,1985,All,Small Business,-0.033
100,1987,All,Small Business,-0.057
101,1989,All,Small Business,-0.047
102,1991,All,Small Business,-0.046
103,1993,All,Small Business,-0.061
104,1995,All,Small Business,0.054
105,1997,All,Small Business,0.085
106,1999,All,Small Business,0.07
107,2001,All,Small Business,0.067
108,2003,All,Small Business,0.14
109,2005,All,Small Business,0.202
110,2007,All,Small Business,0.038
111,2009,All,Small Business,0.128
112,2011,All,Small Business,0.23
113,2013,All,Small Business,0.297
80,1947,Democrats,Small Business,n.a.
81,1949,Democrats,Small Business,n.a.
82,1951,Democrats,Small Business,n.a.
83,1953,Democrats,Small Business,n.a.
84,1955,Democrats,Small Business,n.a.
85,1957,Democrats,Small Business,n.a.
86,1959,Democrats,Small Business,n.a.
87,1961,Democrats,Small Business,n.a.
88,1963,Democrats,Small Business,n.a.
89,1965,Democrats,Small Business,n.a.
90,1967,Democrats,Small Business,n.a.
91,1969,Democrats,Small Business,n.a.
92,1971,Democrats,Small Business,n.a.
93,1973,Democrats,Small Business,n.a.
94,1975,Democrats,Small Business,-0.35
95,1977,Democrats,Small Business,-0.344
96,1979,Democrats,Small Business,-0.304
97,1981,Democrats,Small Business,-0.296
98,1983,Democrats,Small Business,-0.257
99,1985,Democrats,Small Business,-0.268
100,1987,Democrats,Small Business,-0.294
101,1989,Democrats,Small Business,-0.302
102,1991,Democrats,Small Business,-0.302
103,1993,Democrats,Small Business,-0.374
104,1995,Democrats,Small Business,-0.411
105,1997,Democrats,Small Business,-0.322
106,1999,Democrats,Small Business,-0.391
107,2001,Democrats,Small Business,-0.41
108,2003,Democrats,Small Business,-0.401
109,2005,Democrats,Small Business,-0.387
110,2007,Democrats,Small Business,-0.368
111,2009,Democrats,Small Business,-0.221
112,2011,Democrats,Small Business,-0.335
113,2013,Democrats,Small Business,-0.346
80,1947,Republicans,Small Business,n.a.
81,1949,Republicans,Small Business,n.a.
82,1951,Republicans,Small Business,n.a.
83,1953,Republicans,Small Business,n.a.
84,1955,Republicans,Small Business,n.a.
85,1957,Republicans,Small Business,n.a.
86,1959,Republicans,Small Business,n.a.
87,1961,Republicans,Small Business,n.a.
88,1963,Republicans,Small Business,n.a.
89,1965,Republicans,Small Business,n.a.
90,1967,Republicans,Small Business,n.a.
91,1969,Republicans,Small Business,n.a.
92,1971,Republicans,Small Business,n.a.
93,1973,Republicans,Small Business,n.a.
94,1975,Republicans,Small Business,0.184
95,1977,Republicans,Small Business,0.18
96,1979,Republicans,Small Business,0.194
97,1981,Republicans,Small Business,0.267
98,1983,Republicans,Small Business,0.296
99,1985,Republicans,Small Business,0.335
100,1987,Republicans,Small Business,0.319
101,1989,Republicans,Small Business,0.359
102,1991,Republicans,Small Business,0.388
103,1993,Republicans,Small Business,0.39
104,1995,Republicans,Small Business,0.455
105,1997,Republicans,Small Business,0.469
106,1999,Republicans,Small Business,0.474
107,2001,Republicans,Small Business,0.491
108,2003,Republicans,Small Business,0.538
109,2005,Republicans,Small Business,0.562
110,2007,Republicans,Small Business,0.601
111,2009,Republicans,Small Business,0.621
112,2011,Republicans,Small Business,0.751
113,2013,Republicans,Small Business,0.802
80,1947,All,Ethics,n.a.
81,1949,All,Ethics,n.a.
82,1951,All,Ethics,n.a.
83,1953,All,Ethics,n.a.
84,1955,All,Ethics,n.a.
85,1957,All,Ethics,n.a.
86,1959,All,Ethics,n.a.
87,1961,All,Ethics,n.a.
88,1963,All,Ethics,n.a.
89,1965,All,Ethics,n.a.
90,1967,All,Ethics,0.049
91,1969,All,Ethics,0.084
92,1971,All,Ethics,0.088
93,1973,All,Ethics,0.082
94,1975,All,Ethics,0.081
95,1977,All,Ethics,0.061
96,1979,All,Ethics,0.03
97,1981,All,Ethics,0.039
98,1983,All,Ethics,0.002
99,1985,All,Ethics,-0.036
100,1987,All,Ethics,-0.001
101,1989,All,Ethics,0.011
102,1991,All,Ethics,-0.034
103,1993,All,Ethics,-0.052
104,1995,All,Ethics,-0.081
105,1997,All,Ethics,-0.002
106,1999,All,Ethics,-0.329
107,2001,All,Ethics,0.15
108,2003,All,Ethics,0.058
109,2005,All,Ethics,0.053
110,2007,All,Ethics,0.085
111,2009,All,Ethics,0.073
112,2011,All,Ethics,0.043
113,2013,All,Ethics,0.15
80,1947,Democrats,Ethics,n.a.
81,1949,Democrats,Ethics,n.a.
82,1951,Democrats,Ethics,n.a.
83,1953,Democrats,Ethics,n.a.
84,1955,Democrats,Ethics,n.a.
85,1957,Democrats,Ethics,n.a.
86,1959,Democrats,Ethics,n.a.
87,1961,Democrats,Ethics,n.a.
88,1963,Democrats,Ethics,n.a.
89,1965,Democrats,Ethics,n.a.
90,1967,Democrats,Ethics,-0.166
91,1969,Democrats,Ethics,-0.131
92,1971,Democrats,Ethics,-0.124
93,1973,Democrats,Ethics,-0.16
94,1975,Democrats,Ethics,-0.1
95,1977,Democrats,Ethics,-0.085
96,1979,Democrats,Ethics,-0.242
97,1981,Democrats,Ethics,-0.34
98,1983,Democrats,Ethics,-0.417
99,1985,Democrats,Ethics,-0.374
100,1987,Democrats,Ethics,-0.373
