"Survey_Iteration","Orig_ID","Month","Day","Year","demog_state","demog_state_region","demog_age_list","gw_belief","believer_confidence","believer_cause","believer_problem","gw_concern","gwimpacts_storms","gwimpacts_droughts","gwimpacts_disease","gwimpacts_species","gwimpacts_areas","gw_noevidence","gw_scioverstate","gw_nattrend","gw_mediaoverstate","gw_adapt","govt_fed","govt_state","govt_local","govt_fedvsstate","state_neighborsact","govt_nostateaction","state_rps_economy","state_impactsfelt","state_rps_neighbr","religion_govtaction","religion_govtactionexplain","state_vehicles_v1","state_fftax","state_nuclear","state_captrade","state_rps_v2","state_gastax","captrade_govt_v1","fftax_govt","nuclear_govt","gastax_govt","rps_govt","ethanol_govt","vehicle_govt","captrade_support_v1","captrade_cost15dol","captrade_cost50","carbontax_support","carbontax_cost15dol","carbontax_cost50dol","willing2pay_list","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_income","demog_gender","Weight"
"FALL 2009",1489,10,15,2009,"SD",3,3,2,,,,,,,,,,2,3,3,2,4,2,3,3,4,2,3,3,3,1,4,,2,3,2,3,2,4,1,4,3,4,2,2,4,4,4,4,4,4,4,2,1,2,,4,1,4,2,2,0.25
"FALL 2009",1497,10,16,2009,"WA",4,2,2,,,,,,,,,,1,1,1,1,2,2,2,2,3,1,2,1,4,1,4,,2,4,2,3,2,3,4,4,3,4,98,98,98,4,4,4,4,4,4,1,1,2,,4,1,2,6,2,0.25
"FALL 2009",1565,10,20,2009,"SD",3,3,1,2,2,2,2,2,1,1,1,2,3,3,2,2,4,2,2,2,2,4,2,2,2,4,4,,1,2,1,2,1,3,3,3,3,3,4,4,3,3,2,2,2,2,2,4,1,2,,4,1,1,4,2,0.25
"FALL 2009",1586,10,20,2009,"MN",3,3,98,,,,,,,,,,3,3,3,3,3,2,2,2,2,1,3,1,2,4,4,,1,2,3,2,1,4,3,3,3,3,4,4,3,2,2,2,1,1,1,3,1,1,2,5,2,4,4,2,0.25
"FALL 2009",628,9,22,2009,"GA",2,3,98,,,,,,,,,,2,3,1,1,1,2,1,1,1,4,1,1,3,4,4,,1,1,4,1,1,1,3,3,4,3,3,3,3,1,4,4,2,4,4,2,1,6,,5,5,1,2,2,0.26
"FALL 2009",648,9,22,2009,"GA",2,3,1,3,3,2,2,1,1,1,2,2,3,4,4,2,4,1,1,2,2,3,2,1,3,98,4,,1,2,1,2,1,3,1,1,1,4,2,1,1,2,3,4,3,2,4,3,1,7,,4,1,1,2,2,0.26
"FALL 2009",660,9,22,2009,"PA",1,3,1,1,3,1,2,1,1,1,1,1,4,4,4,4,3,1,1,1,2,4,2,2,2,2,4,,2,3,2,2,2,4,3,4,3,4,3,3,3,2,2,2,4,2,2,2,1,2,,4,5,1,,2,0.26
"FALL 2009",662,9,23,2009,"TX",2,3,1,2,1,1,1,2,1,1,1,1,3,4,4,4,98,1,1,1,2,4,1,1,98,4,4,,2,3,3,2,1,3,3,4,4,4,3,3,98,2,3,4,98,3,4,98,1,1,2,4,1,1,,2,0.26
"FALL 2009",670,9,23,2009,"MI",3,3,1,2,3,1,1,1,1,1,1,1,4,4,4,4,4,1,1,2,1,4,1,1,98,4,4,,1,4,1,98,1,4,98,4,3,98,3,3,3,1,1,4,4,2,2,3,1,1,2,5,1,1,1,2,0.26
"FALL 2009",703,9,24,2009,"AR",2,3,1,2,1,1,1,1,1,1,1,1,4,4,4,4,3,2,2,98,1,4,1,2,2,3,4,,1,3,1,2,1,3,3,3,3,4,3,3,3,3,3,4,2,3,4,2,1,1,2,4,5,1,3,2,0.26
"FALL 2009",710,9,24,2009,"RI",1,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,4,1,1,1,4,4,,1,4,1,2,1,4,4,4,3,4,3,3,3,1,2,3,4,2,4,2,1,2,,4,1,1,6,2,0.26
"FALL 2009",723,9,24,2009,"VA",2,3,1,1,3,1,1,1,1,1,1,1,4,4,3,4,4,1,1,1,1,2,1,1,98,4,98,,1,1,1,1,1,3,3,3,3,98,3,3,98,1,2,3,1,2,3,1,1,2,,4,5,2,6,2,0.26
"FALL 2009",748,9,25,2009,"NM",4,3,98,,,,,,,,,,2,2,2,2,2,98,98,98,2,98,3,3,3,3,4,,4,4,2,98,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,2,1,1,1,4,1,2,3,2,0.26
"FALL 2009",766,9,25,2009,"VA",2,3,2,,,,,,,,,,1,1,1,1,2,2,3,3,4,2,4,4,4,3,4,,4,4,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,1,2,4,2,0.26
"FALL 2009",768,9,25,2009,"SC",2,3,1,2,3,3,3,3,3,3,2,2,2,2,3,2,2,2,2,2,2,3,2,2,98,98,4,,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,3,3,2,3,3,1,1,2,4,1,2,,2,0.26
"FALL 2009",782,9,28,2009,"FL",2,3,1,1,3,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,4,1,1,1,4,4,,1,1,1,1,1,3,3,3,3,3,3,3,3,1,1,1,1,2,2,4,1,2,,5,5,2,6,2,0.26
"FALL 2009",788,9,28,2009,"WI",3,3,2,,,,,,,,,,1,1,1,1,1,3,3,3,2,4,4,4,4,1,1,2,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,1,2,3,2,0.26
"FALL 2009",808,9,28,2009,"MA",1,3,1,2,3,2,2,2,1,1,2,3,4,4,2,3,4,1,2,3,1,3,3,4,4,3,4,,1,3,2,2,2,2,3,3,3,1,1,1,1,4,4,4,3,4,3,4,1,2,,5,5,2,5,2,0.26
"FALL 2009",819,9,29,2009,"TX",2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,3,4,1,2,2,1,4,2,2,2,2,4,,2,3,4,4,3,4,3,4,4,4,3,3,3,4,2,3,98,98,98,2,1,1,1,4,1,2,4,2,0.26
"FALL 2009",830,9,29,2009,"WI",3,3,1,2,3,1,2,3,1,3,1,1,3,3,3,3,3,2,2,2,2,3,1,3,98,3,98,,2,3,98,3,2,3,2,4,3,4,2,3,3,2,2,3,3,2,3,5,1,3,,4,2,2,4,2,0.26
"FALL 2009",844,9,29,2009,"NJ",1,3,98,,,,,,,,,,2,2,2,1,2,2,2,3,98,2,4,3,4,1,4,,3,4,2,2,4,4,3,4,1,4,4,4,4,2,4,4,4,4,4,1,1,3,,5,2,4,3,2,0.26
"FALL 2009",853,9,29,2009,"CA",4,3,98,,,,,,,,,,3,3,3,3,4,1,1,2,3,4,2,3,98,98,4,,3,3,98,98,2,4,98,98,98,4,1,1,1,4,1,4,4,4,4,2,1,1,2,4,1,1,2,2,0.26
"FALL 2009",869,9,29,2009,"IA",3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,4,1,1,1,4,4,,1,2,3,3,1,3,3,3,4,3,3,3,3,1,1,2,1,1,2,3,1,6,,4,1,4,2,2,0.26
"FALL 2009",876,9,29,2009,"PA",1,3,2,,,,,,,,,,1,2,2,1,3,2,2,2,4,4,4,4,4,4,4,,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,,4,5,1,4,2,0.26
"FALL 2009",883,9,30,2009,"NY",1,3,1,1,3,1,1,1,2,2,1,1,4,4,3,3,4,2,98,98,1,3,98,98,3,98,4,,2,4,4,98,1,4,3,4,4,4,3,98,3,3,4,4,4,4,4,2,1,1,2,4,5,4,2,2,0.26
"FALL 2009",907,9,30,2009,"MA",1,3,1,1,3,1,1,3,2,3,1,1,4,4,4,4,4,2,2,1,1,4,1,98,98,98,4,,1,98,98,98,1,1,98,3,98,3,1,1,1,98,98,98,2,2,98,98,1,2,,5,2,4,2,2,0.26
"FALL 2009",909,9,30,2009,"OR",4,3,1,2,3,2,2,3,1,1,1,3,4,2,3,1,2,1,1,1,1,4,1,3,3,2,4,,2,2,2,2,4,2,3,3,3,3,3,3,3,4,3,4,2,2,4,3,1,6,,4,1,4,4,2,0.26
"FALL 2009",924,9,30,2009,"IN",3,3,1,2,3,1,1,2,1,1,1,1,4,4,3,4,4,1,1,1,2,4,1,1,2,3,4,,1,3,98,4,1,98,4,3,1,2,3,3,1,4,3,4,3,3,4,2,1,2,,5,4,1,4,2,0.26
"FALL 2009",942,10,1,2009,"MA",1,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,3,3,2,2,2,3,4,,3,3,4,2,1,3,3,4,4,4,3,3,4,1,4,4,4,4,4,1,1,2,,4,1,4,1,2,0.26
"FALL 2009",945,10,1,2009,"OR",4,3,1,2,3,2,2,2,1,2,1,1,3,3,3,98,3,1,1,1,2,98,2,2,98,98,4,,2,3,98,2,1,98,2,98,3,98,3,3,1,98,2,4,2,2,4,2,1,7,,4,2,4,2,2,0.26
"FALL 2009",972,10,2,2009,"NH",1,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,1,1,1,1,1,4,,1,1,1,1,1,1,2,1,2,1,3,3,3,1,2,3,2,2,2,2,1,6,,5,5,4,4,2,0.26
"FALL 2009",995,10,2,2009,"KY",2,3,1,2,3,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,1,2,3,1,2,1,3,,4,2,1,5,2,0.26
"FALL 2009",1016,10,4,2009,"MN",3,3,1,2,1,1,1,1,1,1,1,1,4,4,4,4,3,1,1,1,1,3,2,2,2,3,4,,2,2,3,2,1,2,3,3,4,3,3,3,3,2,1,2,2,1,2,4,1,2,,4,1,1,1,2,0.26
"FALL 2009",1018,10,4,2009,"MA",1,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,4,1,2,1,4,4,,3,1,4,98,1,1,3,3,4,3,3,3,98,1,1,2,2,1,2,5,1,6,,4,2,1,3,2,0.26
"FALL 2009",1051,10,5,2009,"MN",3,3,1,1,3,1,1,2,2,1,2,1,4,4,4,4,3,1,1,1,1,4,1,1,2,4,4,,1,1,4,3,1,1,4,3,4,3,3,3,1,3,4,4,1,2,4,2,1,7,,4,5,1,6,2,0.26
"FALL 2009",1075,10,5,2009,"NJ",1,3,1,1,1,1,1,1,2,2,2,2,4,4,3,3,4,1,1,1,1,3,2,1,1,3,4,,1,2,2,2,2,1,3,3,3,3,3,3,3,1,1,2,2,1,2,3,1,6,,4,1,4,4,2,0.26
"FALL 2009",1079,10,5,2009,"NY",1,3,98,,,,,,,,,,3,2,2,2,3,2,2,2,2,3,3,1,98,2,3,,1,1,1,98,1,4,3,3,3,4,3,3,3,98,98,98,3,98,4,98,1,1,2,4,1,1,4,2,0.26
"FALL 2009",1092,10,6,2009,"FL",2,3,1,3,3,2,2,3,2,2,1,2,2,3,3,2,4,1,1,1,3,4,1,2,3,98,4,,3,4,98,2,1,4,3,4,98,4,3,3,98,2,3,4,4,4,4,2,1,6,,4,5,1,2,2,0.26
"FALL 2009",1118,10,6,2009,"NJ",1,3,2,,,,,,,,,,4,1,1,1,98,3,3,3,4,4,4,4,4,1,4,,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,2,4,1,4,6,2,0.26
"FALL 2009",1128,10,6,2009,"CO",4,3,2,,,,,,,,,,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,98,1,2,2,2,2,3,98,98,98,98,98,98,98,98,98,98,98,98,98,1,1,6,,4,1,2,,2,0.26
"FALL 2009",1157,10,7,2009,"IL",3,3,2,,,,,,,,,,1,1,1,1,1,3,3,3,4,4,4,4,4,1,3,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,5,1,2,2,2,0.26
"FALL 2009",1160,10,7,2009,"NJ",1,3,1,2,2,3,3,2,2,2,1,2,2,1,1,1,2,2,2,2,4,4,4,4,98,4,4,,2,4,4,4,1,4,4,4,4,4,3,3,1,3,3,4,4,3,4,1,1,1,2,5,5,2,6,2,0.26
"FALL 2009",1171,10,7,2009,"IL",3,3,1,2,3,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,3,2,3,2,2,3,,3,3,2,2,2,3,3,4,3,4,3,3,4,2,3,4,3,3,4,3,1,1,2,5,5,4,3,2,0.26
"FALL 2009",1188,10,7,2009,"PA",1,3,1,1,3,1,1,2,2,1,1,2,3,3,3,3,4,1,1,1,2,4,2,2,2,3,4,,2,3,3,98,1,3,98,4,98,4,3,3,3,2,2,98,3,2,98,98,1,1,2,4,1,4,4,2,0.26
"FALL 2009",1204,10,7,2009,"SC",2,3,1,1,1,1,1,1,1,2,1,1,4,4,4,4,4,1,1,2,1,4,1,1,1,2,4,,1,1,4,98,1,1,98,3,4,3,3,3,3,2,1,2,1,1,2,4,1,7,,4,5,1,5,2,0.26
"FALL 2009",1224,10,8,2009,"CA",4,3,1,2,1,2,2,2,2,1,1,3,2,3,3,3,3,2,2,2,2,2,4,1,3,3,4,,2,3,1,2,2,4,3,4,3,4,1,3,1,2,4,4,4,4,4,1,1,3,,4,1,1,6,2,0.26
"FALL 2009",1232,10,8,2009,"NC",2,3,1,1,1,1,2,1,1,1,2,1,1,3,4,2,3,1,1,1,2,2,1,1,1,2,4,,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,1,2,3,1,1,2,4,2,2,5,2,0.26
"FALL 2009",1233,10,8,2009,"FL",2,3,98,,,,,,,,,,98,2,3,1,2,2,2,2,2,2,3,4,3,2,4,,1,98,2,98,2,1,98,3,3,3,98,4,1,4,4,4,2,3,4,1,1,,,4,1,4,,2,0.26
"FALL 2009",1243,10,8,2009,"FL",2,3,98,,,,,,,,,,2,2,2,2,2,1,1,1,3,3,2,2,3,3,4,,2,2,1,2,1,1,98,3,3,3,3,3,98,98,98,4,98,98,4,2,1,1,2,4,2,2,3,2,0.26
"FALL 2009",1258,10,9,2009,"CT",1,3,1,1,1,1,1,1,1,1,1,1,4,4,2,4,4,3,1,2,1,1,1,1,1,1,1,3,1,1,3,1,1,1,2,2,2,2,1,1,1,1,1,1,3,1,2,2,1,3,,4,1,4,2,2,0.26
"FALL 2009",1300,10,10,2009,"MA",1,3,1,2,3,2,2,1,1,1,1,1,3,3,3,3,3,1,2,2,98,98,98,2,2,2,4,,2,3,98,2,1,3,3,4,3,4,3,3,3,2,3,4,3,3,4,2,1,2,,4,5,4,5,2,0.26
"FALL 2009",1302,10,10,2009,"NY",1,3,98,,,,,,,,,,2,2,2,2,98,2,2,2,2,2,2,2,98,2,4,,3,2,1,98,2,2,98,3,3,3,3,98,1,2,3,4,2,98,3,2,1,6,,4,2,4,2,2,0.26
"FALL 2009",1320,10,10,2009,"WI",3,3,1,2,2,2,2,2,1,1,2,2,2,2,3,1,3,2,2,2,3,1,3,2,3,1,4,,2,4,1,2,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,1,1,1,1,4,1,4,6,2,0.26
"FALL 2009",1323,10,10,2009,"MI",3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,4,1,1,1,1,1,2,1,1,4,1,1,4,3,3,3,3,3,3,3,1,1,1,1,98,98,2,1,2,,4,5,4,3,2,0.26
"FALL 2009",1351,10,11,2009,"WA",4,3,1,2,3,1,1,1,1,1,1,1,4,4,3,3,3,1,1,1,1,3,1,1,1,3,4,,1,1,3,2,1,1,98,3,4,3,3,3,3,1,1,1,1,1,1,6,1,2,,4,2,1,6,2,0.26
"FALL 2009",1365,10,11,2009,"TX",2,3,98,,,,,,,,,,3,4,4,4,4,2,2,2,1,4,1,98,1,4,4,,98,98,3,2,2,98,3,98,98,98,98,98,98,3,2,3,98,2,3,4,1,6,,4,2,1,1,2,0.26
"FALL 2009",1387,10,12,2009,"ID",4,3,1,2,3,2,2,3,2,2,2,2,3,1,2,1,2,2,2,2,3,2,4,4,3,2,3,,2,3,4,2,2,4,3,4,4,4,3,3,3,2,3,4,3,4,4,2,1,1,1,4,1,2,3,2,0.26
"FALL 2009",1407,10,12,2009,"WA",4,3,1,2,2,3,3,2,2,2,3,3,4,2,2,1,2,3,3,3,1,2,4,3,3,1,4,,2,4,2,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,1,1,2,5,5,2,3,2,0.26
"FALL 2009",1428,10,14,2009,"CT",1,3,1,2,1,2,2,2,2,2,2,2,2,2,4,4,4,2,2,2,2,4,3,3,3,3,3,,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,1,1,2,,4,2,1,3,2,0.26
"FALL 2009",1444,10,14,2009,"AZ",4,3,1,2,3,2,3,3,2,3,2,2,2,2,3,2,3,2,2,3,2,3,3,98,98,98,4,,2,3,98,2,98,3,98,98,98,4,98,4,3,3,2,4,3,2,4,4,1,7,,4,5,1,4,2,0.26
"FALL 2009",1451,10,15,2009,"IN",3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,4,1,1,1,4,4,,1,2,98,1,1,2,3,3,98,3,3,3,3,1,1,1,3,3,3,4,1,7,,4,4,1,2,2,0.26
"FALL 2009",1452,10,15,2009,"MA",1,3,1,1,3,1,2,2,1,3,1,1,4,4,3,3,4,1,2,2,2,3,2,2,1,4,4,,1,2,1,3,1,2,3,3,3,3,3,3,3,2,1,3,1,1,3,4,1,1,2,4,5,4,6,2,0.26
"FALL 2009",1453,10,15,2009,"MD",2,3,1,1,3,2,1,2,1,2,1,2,4,4,3,4,4,1,1,1,1,4,1,2,2,4,4,,1,1,2,2,1,1,3,3,3,3,3,4,3,2,1,1,1,1,1,5,1,7,,5,2,4,4,2,0.26
"FALL 2009",1461,10,15,2009,"OH",3,3,1,1,1,1,1,2,1,2,1,1,4,4,4,4,4,1,1,1,1,4,1,2,2,3,4,,1,1,98,98,2,2,98,3,98,2,3,3,3,3,2,2,1,1,1,6,1,1,2,5,2,1,6,2,0.26
"FALL 2009",1469,10,15,2009,"PA",1,3,1,1,3,1,1,1,1,2,2,2,1,4,4,4,4,1,1,1,1,4,1,2,2,4,4,,2,3,2,4,1,4,4,3,3,4,3,3,3,3,3,4,3,3,4,3,1,2,,4,1,4,6,2,0.26
"FALL 2009",1471,10,15,2009,"IN",3,3,98,,,,,,,,,,3,3,2,3,3,1,2,2,1,4,2,2,2,2,3,,2,2,2,3,2,3,4,4,3,4,3,3,3,98,3,3,3,3,3,98,1,1,2,4,5,1,5,2,0.26
"FALL 2009",1487,10,15,2009,"WI",3,3,1,1,3,1,1,1,1,1,1,1,4,4,4,4,4,1,1,98,1,4,2,1,1,1,1,1,1,4,98,1,1,4,1,1,98,4,4,4,3,2,2,4,4,2,4,5,1,2,,5,1,1,3,2,0.26
"FALL 2009",1499,10,16,2009,"NJ",1,3,1,2,3,1,2,2,1,1,2,1,3,4,98,3,98,2,2,2,1,3,2,2,2,3,4,,3,3,1,1,3,4,3,4,3,4,98,98,4,2,2,2,3,2,2,4,1,1,2,4,1,2,6,2,0.26
"FALL 2009",1508,10,16,2009,"FL",2,3,1,1,1,1,1,1,1,1,1,1,4,3,4,3,3,2,2,2,2,3,2,2,98,3,4,,1,3,2,2,1,4,3,4,2,4,4,4,3,3,3,4,2,2,4,2,1,2,,4,5,4,3,2,0.26
"FALL 2009",1510,10,16,2009,"OH",3,3,1,2,3,2,2,2,2,3,2,2,3,4,3,2,3,2,2,2,2,3,2,2,2,98,3,,2,2,98,98,2,2,3,3,3,3,4,4,3,2,2,3,2,2,3,3,1,,,4,1,1,4,2,0.26
"FALL 2009",1513,10,16,2009,"TX",2,3,1,2,3,1,1,1,1,1,1,1,4,4,4,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,98,98,1,2,1,3,3,3,2,2,1,1,1,2,1,2,2,2,1,2,,4,4,,5,2,0.26
"FALL 2009",1519,10,16,2009,"WY",4,5,1,1,3,1,1,1,1,1,1,1,4,4,3,4,4,1,2,2,1,4,1,1,1,4,4,,1,2,,2,1,2,3,3,98,98,3,3,3,2,2,3,2,2,3,98,1,7,,5,3,,3,2,0.26
"FALL 2009",1525,10,16,2009,"TN",2,3,2,,,,,,,,,,1,2,1,1,1,3,3,3,4,4,4,1,4,4,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,2,4,1,,6,2,0.26
"FALL 2009",1589,10,20,2009,"TN",2,3,1,2,98,1,2,2,1,2,2,2,4,4,98,4,4,2,2,2,1,4,1,1,98,4,1,1,1,1,1,3,1,1,4,2,2,2,3,2,1,4,1,1,2,1,1,4,1,1,2,4,2,2,6,2,0.26
"FALL 2009",624,9,21,2009,"WV",2,2,1,2,3,1,2,2,1,1,1,1,4,3,3,3,3,2,2,2,2,3,2,2,3,98,4,,2,98,98,98,98,98,98,98,98,1,2,98,1,3,3,3,3,3,3,2,1,7,,3,5,1,4,2,0.27
"FALL 2009",657,9,22,2009,"MA",1,1,1,4,3,2,4,4,4,4,3,4,3,2,2,1,2,2,2,2,2,4,1,1,3,2,4,,2,4,2,1,1,4,3,4,2,4,3,1,1,2,4,4,4,3,4,3,1,7,,3,2,1,4,2,0.27
"FALL 2009",664,9,23,2009,"NJ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,3,3,4,,1,2,2,2,2,1,3,3,3,3,3,3,3,2,2,2,2,3,3,3,1,4,,3,1,1,5,2,0.27
"FALL 2009",685,9,23,2009,"PA",1,1,1,2,3,2,2,2,1,1,1,1,4,4,3,2,3,1,1,2,2,4,1,1,3,4,4,,2,3,3,2,1,3,3,4,98,4,3,3,3,1,2,3,3,3,4,4,1,7,,3,5,1,2,2,0.27
"FALL 2009",706,9,24,2009,"FL",2,1,1,2,3,1,1,1,1,2,2,2,4,4,4,4,4,1,1,1,1,98,1,1,2,4,4,,1,1,3,98,1,1,98,1,98,2,1,1,1,2,1,1,1,1,1,4,1,7,,,5,1,6,2,0.27
"FALL 2009",744,9,25,2009,"SC",2,1,2,,,,,,,,,,2,1,2,1,3,3,3,3,4,2,2,4,4,2,4,,4,4,2,4,3,4,2,4,3,4,4,4,4,4,4,4,4,4,4,1,1,1,2,3,1,2,4,2,0.27
"FALL 2009",753,9,25,2009,"TX",2,2,2,,,,,,,,,,1,98,1,1,98,3,3,3,98,4,4,98,4,98,98,,4,4,98,98,98,4,98,4,98,4,98,98,4,3,4,4,4,4,4,1,1,,,3,5,2,,2,0.27
"FALL 2009",754,9,25,2009,"IN",3,1,1,2,3,1,1,1,1,2,1,2,3,4,3,4,98,1,2,2,2,4,2,2,3,98,4,,2,98,98,98,1,98,3,98,98,1,3,3,98,2,2,98,3,2,3,4,1,6,,3,5,2,4,2,0.27
"FALL 2009",775,9,25,2009,"PA",1,2,1,3,3,2,3,3,3,3,2,3,3,2,3,2,2,2,2,2,2,3,3,3,3,3,3,,2,3,2,2,2,3,3,3,3,3,3,3,3,2,3,4,98,3,4,2,1,1,2,3,5,2,4,2,0.27
"FALL 2009",778,9,28,2009,"CA",4,1,98,,,,,,,,,,2,1,2,2,3,2,2,2,2,3,2,3,98,2,3,,3,2,98,98,3,3,98,3,4,4,98,4,98,3,98,3,2,2,3,3,1,1,2,3,5,2,5,2,0.27
"FALL 2009",780,9,28,2009,"VA",2,2,2,,,,,,,,,,1,1,1,1,2,1,2,2,4,4,4,3,4,4,4,,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,1,1,6,,3,2,4,4,2,0.27
"FALL 2009",789,9,28,2009,"UT",4,2,1,2,3,2,2,2,2,1,2,2,3,3,3,98,3,1,1,1,3,1,4,2,98,98,4,,4,4,2,98,1,4,98,4,3,4,3,98,4,98,98,98,4,4,4,1,1,6,,3,1,2,6,2,0.27
"FALL 2009",790,9,28,2009,"GA",2,1,2,,,,,,,,,,2,2,1,1,2,2,3,3,2,2,1,3,4,98,3,,4,4,98,3,4,4,3,4,4,4,98,4,4,4,4,4,4,4,4,1,1,6,,3,3,2,2,2,0.27
"FALL 2009",817,9,29,2009,"VA",2,2,2,,,,,,,,,,2,3,3,2,3,1,98,3,98,2,3,98,3,2,2,2,2,4,98,98,2,4,1,4,1,4,1,1,1,2,4,4,4,4,4,1,1,1,1,3,1,4,3,2,0.27
"FALL 2009",855,9,29,2009,"NC",2,1,1,2,3,3,3,3,2,4,4,4,3,1,2,2,2,3,2,2,1,4,1,3,98,2,1,2,3,2,1,4,2,2,2,2,2,2,2,2,2,4,4,4,2,2,4,4,1,1,1,3,5,2,2,2,0.27
"FALL 2009",861,9,29,2009,"NJ",1,1,2,,,,,,,,,,1,2,2,1,2,3,3,3,3,98,4,98,4,98,4,,4,4,98,98,4,4,98,4,98,4,4,4,4,98,4,4,4,4,4,1,1,2,,3,1,4,4,2,0.27
"FALL 2009",884,9,30,2009,"IL",3,2,1,2,3,1,1,1,1,1,1,1,4,3,3,3,3,1,1,1,2,3,2,2,2,2,98,,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,4,3,2,4,2,1,6,,3,1,4,4,2,0.27
"FALL 2009",889,9,30,2009,"PA",1,1,1,2,3,2,2,1,1,1,1,1,4,3,4,2,4,1,2,2,2,98,1,1,1,98,4,,2,3,3,2,1,4,3,3,4,4,3,3,98,2,2,4,2,2,4,2,1,6,,3,5,4,2,2,0.27
"FALL 2009",968,10,2,2009,"NY",1,2,1,2,3,2,2,2,2,2,2,2,3,2,3,4,4,2,2,2,2,1,2,2,1,2,4,,2,1,2,2,1,2,3,3,3,3,3,3,3,2,2,2,2,2,2,3,1,2,,3,5,4,3,2,0.27
"FALL 2009",981,10,2,2009,"CA",4,1,1,2,3,2,2,2,1,2,1,1,3,2,3,2,3,2,2,2,2,3,2,2,2,3,3,,2,3,3,2,2,3,3,4,98,4,3,3,3,2,2,3,3,3,3,2,1,2,,3,5,4,2,2,0.27
"FALL 2009",993,10,2,2009,"MI",3,1,1,2,3,1,1,1,1,1,1,1,3,3,4,3,98,2,2,1,2,4,2,2,2,98,2,1,2,98,2,98,2,98,98,4,3,4,3,3,3,2,2,98,3,98,98,2,1,2,,3,5,4,2,2,0.27
"FALL 2009",1026,10,4,2009,"WI",3,1,2,,,,,,,,,,3,2,2,3,3,1,2,2,2,2,2,2,2,2,2,3,2,2,3,1,2,2,3,3,3,3,3,3,3,2,3,2,2,2,3,3,1,7,,3,5,1,2,2,0.27
"FALL 2009",1035,10,4,2009,"CA",4,1,1,2,3,1,1,2,1,1,1,1,3,3,3,3,4,1,2,2,1,4,2,2,98,4,4,,1,1,3,4,1,2,98,1,4,3,3,3,3,1,1,1,1,1,1,2,1,6,,3,1,1,4,2,0.27
"FALL 2009",1049,10,5,2009,"WI",3,1,1,2,2,2,2,2,2,1,2,2,4,2,1,2,1,2,2,2,1,2,1,1,98,98,4,,1,2,3,2,1,2,3,3,3,3,3,3,3,2,1,2,2,1,2,4,1,2,,3,5,1,3,2,0.27
"FALL 2009",1071,10,5,2009,"IL",3,2,98,,,,,,,,,,98,2,3,2,4,1,1,1,2,3,2,2,98,98,3,,2,3,98,98,2,3,1,1,3,2,2,2,1,2,3,98,2,98,98,98,1,2,,3,2,1,2,2,0.27
"FALL 2009",1096,10,6,2009,"IL",3,1,1,2,3,2,1,2,1,1,1,1,2,4,3,3,4,2,1,1,2,4,1,1,98,3,4,,2,2,1,1,1,3,2,4,3,4,2,3,1,1,3,4,3,3,4,2,1,7,,3,2,1,2,2,0.27
"FALL 2009",1131,10,6,2009,"FL",2,2,2,,,,,,,,,,1,1,1,1,4,3,3,3,3,4,4,3,4,3,3,,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,6,,3,3,4,,2,0.27
