"Orig_ID","Month","Day","Year","demog_state","demog_state_region","demog_age_list","gw_belief","believer_confidence","believer_cause","believer_problem","believer_immediacy","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_algore","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","nonbeliever_factor_open","nonbeliever_factor_open_coded","gw_noevidence","gw_scioverstate","gw_earthtoobig","gw_nattrend","gw_mediaoverstate","govt_fed","govt_state","govt_local","state_neighborsact","govt_nostateaction","state_rps_economy","state_impactsfelt","state_rps_neighbr","religion_govtaction","religion_govtactionexplain","state_rps_knowledge","state_cleancoal","state_vehicles_v1","state_hybrids","state_fftax","state_nuclear","state_captrade","state_rps_v1","state_sprawl","state_ee","state_gastax","state_vehicles_v2","state_ethanol","willing2pay_list","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_income","demog_gender","GenWeight","RaceWeight","EdWeight","AgeWeight","Weight"
182,9,12,2008,,3,4,1,2,2,2,98,"MORE WARMER SEASONS AND LONGER",2,2,1,3,1,1,1,1,1,,,3,2,4,98,2,1,2,3,1,1,2,2,1,3,,2,1,1,98,4,98,98,98,98,4,4,4,4,98,1,1,1,2,1,1,3,2,0.07,0.06,0.75,0.1,0.98
183,9,12,2008,,3,3,1,2,3,2,1,"MELTING OF ICECAPS",1,1,3,2,2,3,3,2,3,,,3,3,4,3,3,2,2,2,3,2,2,98,2,4,,98,2,1,2,2,2,98,3,2,2,2,2,98,4,1,1,2,5,1,1,3,1,0.58,0.06,0.06,0.12,0.815
184,9,12,2008,,3,1,1,2,1,1,1,"WINTER IS WARMER",2,3,1,2,1,4,1,4,2,,,4,4,4,4,4,2,2,2,98,1,98,1,98,1,3,98,1,1,1,1,1,1,1,98,98,4,2,1,2,1,6,,1,1,2,6,1,0.58,0.06,1,0.45,2.085
185,9,12,2008,,1,2,1,1,1,1,1,"ICE CAPS MELTING",1,1,3,1,1,4,2,1,2,,,4,4,4,4,4,1,1,1,4,1,1,2,3,4,,98,1,1,1,2,2,2,1,3,2,3,2,2,98,1,2,,5,1,2,6,2,0.07,0.06,0.06,0.45,0.64
186,9,12,2008,,2,3,1,2,2,2,2,"TEMPS ARE SHOWING",2,2,1,4,2,2,1,4,2,,,1,1,4,4,1,2,2,2,2,2,2,3,4,4,,2,1,1,1,2,2,1,1,1,1,4,1,1,2,1,1,1,3,1,2,5,2,0.07,0.06,0.3,0.12,0.55
187,9,12,2008,,2,3,98,,,,,,,,,,,,,,,,,98,1,2,2,98,1,1,1,1,98,1,98,98,1,3,2,1,98,1,98,4,98,1,3,1,4,4,2,1,1,6,,1,1,4,2,1,0.58,0.06,1,0.35,1.985
188,9,12,2008,,1,2,1,2,3,1,1,"SCIENTIFIC EVIDENCE",4,1,3,1,3,2,3,1,3,,,4,4,4,3,3,1,2,2,3,2,3,2,2,4,,98,2,1,1,2,1,1,2,2,3,3,2,3,6,1,6,,5,1,4,6,1,0.58,0.06,0.06,0.35,1.045
189,9,12,2008,,2,3,1,1,2,1,1,"COLDER",2,1,4,98,1,98,4,98,98,,,98,98,98,3,3,1,1,1,4,1,1,98,1,4,,98,1,1,3,4,1,1,1,4,1,98,1,98,98,1,1,1,4,1,4,3,2,0.07,0.06,0.13,0.12,0.38
190,9,12,2008,,2,4,1,1,3,1,1,"HURRICANES",3,1,1,2,1,98,2,1,1,,,4,4,4,2,2,1,1,1,1,98,2,1,98,4,,98,1,1,1,2,2,1,1,3,1,3,1,1,2,1,1,98,3,1,2,5,2,0.07,0.06,0.3,0.1,0.53
191,9,12,2008,,1,2,1,1,3,2,1,"RESEARCH READ",4,2,2,3,2,2,2,3,2,,,4,4,3,3,4,1,1,1,2,1,2,2,2,4,,98,2,1,1,98,98,2,2,3,2,3,2,2,98,1,,,5,,4,6,2,0.07,0.06,0.06,0.35,0.54
192,9,12,2008,,2,1,1,1,3,1,1,"ARTIC WARMING SEA LEVELS HIGHER",10,1,2,1,1,3,2,1,1,,,4,4,4,4,2,1,1,1,3,1,1,1,4,4,,2,1,1,1,1,1,2,1,2,2,4,1,1,6,1,1,98,4,2,1,3,2,0.07,0.06,0.13,0.45,0.71
193,9,12,2008,,3,3,1,1,1,3,98,"WEATHER  PATTERN",3,1,3,3,2,98,3,1,2,,,4,4,4,4,4,3,2,3,4,1,1,98,1,4,,2,98,1,1,2,3,4,98,2,1,3,1,98,4,1,6,,4,3,4,5,1,0.58,0.06,0.13,0.12,0.885
194,9,12,2008,,2,1,1,2,1,1,2,"THE WARMER TEMPERATURES",2,2,2,1,2,2,1,1,1,,,3,4,2,1,3,1,2,2,1,1,1,1,3,4,,98,1,3,2,3,2,2,1,4,3,4,4,1,4,2,2,,2,1,1,,1,0.58,1,0.75,0.45,2.775
195,9,12,2008,,1,4,1,2,1,1,1,"MELTING OF ARCTIC",1,1,1,1,1,1,4,1,1,,,4,4,4,4,4,1,1,1,4,1,1,1,98,4,,98,1,1,1,1,1,1,1,1,1,4,1,98,98,1,3,,2,2,1,,2,0.07,0.06,0.75,0.1,0.98
196,9,12,2008,,2,3,1,1,1,1,1,"SCIENTIFIC EVIDENCE",4,1,1,1,2,4,1,2,4,,,4,4,4,4,3,1,1,1,4,2,4,98,2,4,,98,1,1,2,2,4,2,1,4,1,1,1,98,6,1,6,,5,2,1,6,2,0.07,0.06,0.06,0.12,0.31
197,9,12,2008,,2,3,1,1,1,1,1,"MELTING OF ICE AND ARTICLES ON WILDLIFE",4,1,3,1,1,2,2,1,1,,,4,4,4,4,4,1,1,1,4,1,1,1,1,4,,2,2,1,3,4,2,4,1,4,4,4,1,4,5,,2,,5,2,4,6,1,0.58,0.25,0.06,0.12,1.005
198,9,12,2008,,2,2,1,1,1,1,1,"SUMMER NEVER ENDS",2,1,1,2,1,98,4,1,1,,,4,2,2,4,2,2,2,2,1,2,98,98,98,2,3,98,1,4,4,4,1,1,1,1,98,4,2,1,3,1,1,1,4,1,1,4,2,0.07,0.06,0.13,0.35,0.61
199,9,12,2008,,1,1,98,,,,,,,,,,,,,,,,,2,1,2,2,1,3,3,3,4,1,1,98,1,4,,2,1,1,1,1,1,1,1,1,1,4,1,1,3,1,6,,3,5,1,1,2,0.07,0.06,0.3,0.45,0.88
200,9,12,2008,,3,3,1,1,1,1,1,"NEWS REPORTS AND TV",6,1,1,1,1,1,1,1,1,,,4,4,4,4,4,3,3,3,4,1,1,1,4,4,,2,1,1,1,1,1,1,1,1,1,98,1,1,4,1,6,,3,1,1,2,1,0.58,0.06,0.3,0.12,1.055
201,9,12,2008,,3,2,1,1,3,2,1,"READING",6,1,3,98,98,98,2,98,2,,,3,3,3,98,3,1,2,2,98,2,1,2,3,4,,1,3,2,3,4,4,4,1,4,2,4,2,2,5,1,1,98,5,3,2,,1,0.58,0.06,0.06,0.35,1.045
202,9,12,2008,,1,3,1,1,1,1,1,"POLAR ICE MELTING FAST",1,1,2,2,3,98,3,3,2,,,3,3,3,3,3,1,2,3,2,2,2,2,2,3,,1,2,2,3,2,2,2,3,2,2,2,2,3,2,1,,,2,1,4,6,1,0.58,0.06,0.75,0.12,1.505
203,9,12,2008,,1,3,1,3,1,1,1,"EXTREMES IN WEATHER",3,1,2,2,2,4,2,2,2,,,2,4,3,4,2,1,1,1,4,1,1,2,4,4,,1,1,1,2,1,2,2,2,1,1,4,2,4,2,1,2,,3,1,4,5,2,0.07,0.06,0.3,0.35,0.78
204,9,13,2008,,1,4,98,,,,,,,,,,,,,,,,,2,2,3,2,1,2,3,3,2,4,3,3,2,4,,1,1,4,4,4,1,4,4,3,4,4,4,4,1,1,6,,4,2,4,6,1,0.58,0.06,0.13,0.1,0.865
205,9,13,2008,,1,3,1,2,2,98,2,"MELTING OF ICE",1,1,3,4,2,98,2,2,4,,,4,2,4,1,1,98,2,98,1,3,1,4,1,4,,2,1,1,1,98,98,1,1,1,1,4,1,4,,1,2,,2,1,98,2,2,0.07,0.06,0.75,0.12,1
206,9,13,2008,,2,2,1,2,1,2,2,"MORE PEOPLE",10,1,2,2,2,2,2,2,1,,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,98,2,2,2,2,2,2,2,2,2,3,2,1,2,1,2,,4,1,2,,2,0.07,0.06,0.13,0.35,0.61
207,9,13,2008,,2,1,1,1,1,1,1,"SEEING IT ON THE NEWS WORRIED ABOUT POLAR BEARS",6,1,1,1,1,98,1,1,1,,,4,4,4,4,4,1,1,1,4,1,4,1,1,4,,2,1,1,1,4,1,1,1,1,1,4,1,1,3,1,6,,4,5,1,3,2,0.07,0.06,0.13,0.45,0.71
208,9,13,2008,,4,3,1,1,3,1,1,"INDUSTRIAL WASTE",8,1,1,1,1,1,2,1,1,,,4,4,4,4,4,1,1,1,4,1,1,1,4,4,,1,1,1,1,4,4,98,1,1,1,4,2,98,1,10,2,,3,1,1,4,1,0.58,0.25,0.3,0.12,1.245
209,9,13,2008,,4,3,1,1,3,1,1,"STUDIES OVER THE LAST HUNDRED YEARS",4,1,2,1,3,98,3,2,3,,,4,4,4,4,4,1,1,1,4,1,1,1,4,4,,1,4,1,1,1,4,4,1,1,1,1,1,1,6,10,,,5,5,4,6,2,0.07,0.25,0.06,0.12,0.5
210,9,13,2008,,4,3,1,2,3,2,98,"WEATHER",3,2,2,2,2,98,2,4,2,,,2,1,2,2,1,2,2,2,2,2,2,2,2,4,,98,1,1,1,4,2,98,1,98,1,4,2,98,5,1,2,,4,1,4,6,2,0.07,0.06,0.13,0.12,0.38
211,9,13,2008,,4,4,2,,,,,,,,,,,,,,,"TOO MANY CARS",9,4,4,4,4,4,1,1,1,4,1,1,98,4,4,,2,1,1,98,1,1,1,1,98,1,1,1,1,98,10,2,,3,2,1,1,2,0.07,0.25,0.3,0.1,0.72
212,9,13,2008,,4,3,1,2,3,2,98,"WEATHER CHANGES",3,2,3,98,2,3,3,1,2,,,3,4,3,3,4,1,2,2,4,3,2,2,3,4,,98,2,1,1,2,2,2,2,98,2,2,2,2,98,1,98,,5,5,2,6,2,0.07,0.06,0.06,0.35,0.54
213,9,13,2008,,4,3,98,,,,,,,,,,,,,,,,,1,1,2,1,1,3,1,1,4,1,1,1,4,4,,2,1,4,1,4,4,4,1,4,4,4,4,4,3,,6,,3,1,3,,2,0.07,0.25,0.3,0.35,0.97
214,9,13,2008,,4,3,1,1,1,2,1,"THE RESEARCH",4,1,1,1,2,4,2,2,2,,,4,2,4,4,2,1,1,1,4,4,2,1,2,4,,2,1,2,1,1,2,3,1,1,2,2,2,4,4,5,6,,5,2,4,4,2,0.07,0.4,0.06,0.12,0.65
215,9,13,2008,,4,3,1,2,2,3,2,"I THINK ITS GOD",10,3,3,3,3,98,3,3,3,,,3,2,1,2,2,3,3,3,2,3,2,3,3,4,,98,3,2,2,2,2,3,4,3,3,3,3,4,1,1,1,1,5,1,2,,1,0.58,0.06,0.06,0.12,0.815
216,9,13,2008,,4,4,1,1,3,1,1,"WEATHER PATTERNS HAVE CHANGED",3,1,3,3,3,4,4,1,1,,,4,4,4,4,3,1,1,1,4,4,3,3,2,4,,1,3,1,1,1,1,2,1,1,2,2,1,1,5,1,6,,4,2,2,3,2,0.07,0.06,0.13,0.1,0.36
217,9,13,2008,,4,4,2,,,,,,,,,,,,,,,"CYCLES",2,1,1,2,1,2,1,2,3,1,4,1,4,98,4,,2,1,1,4,4,1,1,1,4,2,4,4,4,1,1,6,,3,1,2,,1,0.58,0.06,0.3,0.1,1.035
218,9,13,2008,,4,4,1,2,1,1,1,"I AM HOT",2,1,1,1,1,4,1,1,1,,,4,4,4,4,4,1,1,1,4,1,98,2,98,4,,98,1,2,2,1,3,1,1,2,1,4,1,2,2,1,6,,5,5,1,2,2,0.07,0.06,0.06,0.1,0.29
219,9,13,2008,,4,4,1,1,1,1,1,"ICE MELT",1,1,1,98,1,1,1,1,1,,,4,4,4,4,2,1,1,1,4,1,1,98,4,4,,98,1,1,1,1,1,4,1,1,1,1,1,4,1,1,,,5,2,1,,2,0.07,0.06,0.06,0.1,0.29
220,9,13,2008,,4,5,98,,,,,,,,,,,,,,,,,1,1,1,1,1,3,3,3,1,3,3,2,2,4,,98,2,3,4,4,1,3,4,4,2,4,4,4,1,1,,,5,1,2,,2,0.07,0.06,0.06,0.25,0.44
221,9,13,2008,,4,3,2,,,,,,,,,,,,,,,"MAN IS NOT THE  PROBLEM",9,4,1,3,1,1,3,3,3,4,4,4,2,2,4,,1,2,4,4,4,1,1,4,4,4,4,4,3,1,1,1,2,5,2,2,6,1,0.58,0.06,0.06,0.35,1.045
222,9,13,2008,,4,3,2,,,,,,,,,,,,,,,"AL GORE IS A CROOK",7,1,1,1,98,1,3,3,3,1,1,4,4,4,4,,98,4,4,4,4,1,2,4,4,4,4,4,4,1,10,98,,5,3,4,6,1,0.58,0.25,0.06,0.12,1.005
223,9,13,2008,,4,4,1,2,3,1,1,"POLAR CAPS MELTING",1,1,2,2,2,2,2,2,2,,,1,3,3,3,2,2,2,2,3,2,1,2,1,4,,98,2,2,2,4,2,2,1,2,2,4,3,3,1,1,2,,2,2,1,4,1,0.58,0.06,0.75,0.1,1.485
224,9,13,2008,,4,3,2,,,,,,,,,,,,,,,"NORMAL CYCLE",2,1,1,1,1,2,3,3,3,4,4,2,4,4,4,,98,4,1,1,4,2,4,3,4,4,4,4,4,1,1,2,,3,5,4,5,1,0.58,0.06,0.3,0.12,1.055
225,9,13,2008,,4,3,2,,,,,,,,,,,,,,,"LISTEING TO THE NEWS",4,1,2,98,2,2,1,3,3,3,2,2,3,3,2,3,2,2,2,2,3,2,98,2,3,2,3,2,3,6,1,1,2,5,1,2,5,2,0.07,0.06,0.06,0.12,0.31
226,9,13,2008,,4,3,1,1,2,1,1,"NATURAL",10,1,1,4,1,1,1,1,1,,,4,4,4,1,4,2,2,2,,1,4,1,1,4,,98,1,98,1,1,98,98,98,1,4,4,1,1,1,9,2,,3,1,,2,2,0.07,3.2,0.3,0.12,3.69
227,9,13,2008,,4,2,2,,,,,,,,,,,,,,,"LIVING IT",1,1,3,4,3,1,2,2,2,3,2,2,3,4,4,,1,98,3,3,4,2,2,3,4,1,4,3,4,6,1,2,,4,5,2,5,1,0.58,0.06,0.13,0.35,1.115
228,9,13,2008,,4,3,1,2,98,2,2,"WARMER AND DRYER TEMPS",2,2,2,4,4,4,2,4,2,,,3,3,3,3,2,1,1,2,3,2,3,2,2,4,,2,2,3,2,3,2,3,1,1,2,3,2,1,5,1,7,,2,1,4,6,1,0.58,0.06,0.75,0.12,1.505
229,9,13,2008,,4,4,1,1,1,1,1,"POLAR CAPS",1,1,1,98,1,98,2,1,2,,,1,1,98,3,4,1,2,2,1,1,2,3,1,98,,2,1,1,1,2,1,2,2,1,1,4,2,2,3,1,2,,2,1,2,98,1,0.58,0.06,0.75,0.1,1.485
230,9,13,2008,,4,3,1,1,3,1,1,"GLACIERS MELTING SEASONS",1,1,4,4,1,2,1,4,1,,,4,4,4,3,3,1,3,2,98,98,1,2,2,4,,2,1,98,1,4,4,1,98,4,2,4,2,1,98,1,1,98,4,1,3,4,2,0.07,0.06,0.13,0.12,0.38
231,9,13,2008,,4,3,1,2,3,2,1,"NEWS",6,1,1,1,98,98,1,1,1,,,4,4,4,98,4,2,2,2,4,1,1,1,2,4,,1,1,2,1,4,1,1,1,2,1,4,1,2,98,1,6,,1,1,98,2,2,0.07,0.06,1,0.12,1.25
232,9,13,2008,,4,3,2,,,,,,,,,,,,,,,"NONSENSE",9,2,4,4,98,1,1,1,1,1,4,4,4,4,4,,98,98,4,1,4,4,4,1,4,1,4,4,4,98,1,2,,2,1,2,3,1,0.58,0.06,0.75,0.35,1.735
233,9,13,2008,,4,4,1,1,3,1,1,"ARCTIC AND THE POLAR BEARS",10,1,1,1,1,2,2,1,1,,,3,4,4,98,4,1,1,1,2,1,1,2,4,4,,98,1,1,1,1,1,1,1,4,1,4,1,1,3,1,1,2,3,1,1,2,2,0.07,0.06,0.3,0.1,0.53
234,9,13,2008,,4,1,98,,,,,,,,,,,,,,,,,4,4,4,4,4,1,1,1,3,1,1,1,2,4,,98,1,2,1,3,1,1,2,2,1,4,1,3,4,10,6,,3,2,1,2,2,0.07,0.25,0.3,0.45,1.07
235,9,13,2008,,4,4,1,2,98,2,1,"WINTERS ARE WARMER",2,1,3,98,1,1,1,1,1,,,98,4,3,2,1,2,2,2,1,2,1,2,3,4,,98,2,1,1,2,2,98,1,4,1,2,1,1,98,1,98,,1,1,1,2,1,0.58,0.06,1,0.1,1.735
236,9,13,2008,,4,2,1,1,3,1,1,"READING AND RISING TEMP",2,2,1,2,2,1,2,4,2,,,3,3,3,3,3,1,1,1,4,1,98,1,1,4,,98,1,1,4,4,3,2,4,4,1,4,2,4,2,1,6,,4,1,4,1,2,0.07,0.06,0.13,0.35,0.61
237,9,13,2008,,4,4,1,1,3,1,1,"HOTTER EACH YEAR",2,2,1,2,1,98,3,3,1,,,2,2,2,98,3,1,1,1,2,2,2,2,2,98,,1,2,2,2,3,2,2,2,98,2,3,2,2,1,1,1,1,3,1,2,1,2,0.07,0.06,0.3,0.1,0.53
238,9,13,2008,,4,4,98,,,,,,,,,,,,,,,,,1,1,1,1,1,2,3,2,4,4,1,4,4,4,,2,1,4,4,4,1,4,4,4,2,4,4,4,1,10,6,,3,3,2,3,1,0.58,0.25,0.3,0.1,1.225
239,9,13,2008,,4,2,98,,,,,,,,,,,,,,,,,2,2,4,4,2,2,1,1,4,1,1,4,4,4,,2,4,1,1,4,4,1,4,4,3,4,1,1,5,1,6,,4,1,2,2,2,0.07,0.06,0.13,0.35,0.61
240,9,13,2008,,2,3,1,2,2,2,2,"LIVING CONDITIONS",10,1,1,2,2,4,1,3,2,,,2,2,3,1,2,2,2,2,3,2,2,2,3,4,,1,1,2,3,3,4,3,3,3,2,4,2,2,3,1,1,2,5,1,2,,2,0.07,0.06,0.06,0.35,0.54
241,9,13,2008,,4,4,2,,,,,,,,,,,,,,,"NO EVIDENCE",3,1,1,1,2,1,2,2,2,2,4,98,4,98,98,,1,2,2,4,4,4,98,4,4,4,4,4,4,1,1,1,1,5,1,2,1,2,0.07,0.06,0.06,0.1,0.29
242,9,15,2008,,2,3,1,2,1,2,1,"NEWS",6,1,2,2,2,4,2,98,2,,,4,4,4,4,3,3,3,1,4,4,1,1,4,4,,1,1,98,1,4,98,2,98,4,4,4,1,4,2,1,1,2,4,2,1,4,2,0.07,0.06,0.13,0.12,0.38
243,9,15,2008,,4,4,1,1,3,2,2,"LESS SNOW",2,2,2,3,4,98,2,2,2,,,3,3,3,3,3,2,2,2,3,2,98,2,2,2,2,98,2,2,98,2,2,3,3,98,2,3,98,2,2,1,1,1,3,1,4,2,2,0.07,0.06,0.3,0.1,0.53
244,9,15,2008,,4,2,1,2,1,1,1,"AL GORE MOVIE AND OTHER MEDIA",5,2,4,3,2,1,4,2,2,,,1,3,4,4,3,1,2,2,4,1,1,2,3,4,,1,3,1,1,1,1,1,1,2,1,2,1,4,5,1,6,,5,5,1,3,1,0.58,0.06,0.06,0.45,1.145
245,9,15,2008,,4,3,1,1,1,1,98,"POLAR CAPS ARE SHRINKING",1,1,4,4,4,4,4,3,4,,,4,4,4,2,98,2,2,2,4,2,2,1,4,4,,98,1,1,98,98,1,1,1,1,1,98,1,98,6,1,1,2,4,3,4,,1,0.58,0.06,0.13,0.12,0.885
246,9,15,2008,,4,3,2,,,,,,,,,,,,,,,"BECAUSE BACK IN 1970S EXPERTS SAID WE WERE GO",1,2,2,4,1,1,2,2,2,3,2,1,4,4,4,,1,1,4,2,4,2,3,2,3,1,4,3,4,2,1,2,,5,5,1,5,1,0.58,0.06,0.06,0.35,1.045
247,9,15,2008,,4,3,1,2,1,1,1,"WEATHER CHANGE",3,2,1,1,98,3,3,98,1,,,4,4,4,4,4,1,1,1,4,1,1,1,4,4,,2,1,1,1,3,2,2,2,1,2,4,2,1,3,1,6,,3,2,2,5,2,0.07,0.06,0.3,0.12,0.55
248,9,15,2008,,3,3,1,2,3,2,2,"READING  RESEARCH",6,2,2,2,1,98,2,2,2,,,4,98,98,4,4,1,1,2,98,1,1,98,1,4,,98,1,1,1,2,2,2,2,2,2,3,2,98,2,1,2,,4,5,4,6,2,0.07,0.06,0.13,0.12,0.38
249,9,15,2008,,4,4,1,1,2,1,2,"I CAN FEEL IT WHERE I AM LIVING",2,1,1,98,1,98,1,1,98,,,1,2,1,1,1,3,2,3,1,4,4,98,1,4,,1,1,1,4,4,1,98,1,4,1,4,1,2,1,1,6,,3,2,4,3,2,0.07,0.06,0.3,0.1,0.53
250,9,15,2008,,4,4,2,,,,,,,,,,,,,,,"UPS AND DOWNS",2,1,3,2,1,2,2,2,2,2,1,2,3,3,2,2,2,2,2,3,3,2,2,2,1,2,3,3,3,1,1,2,,2,1,4,1,2,0.07,0.06,0.75,0.1,0.98
251,9,15,2008,,4,1,1,2,3,1,1,"MELTING ICE CAPS",1,1,2,2,1,98,2,1,1,,,3,3,3,2,2,1,1,2,2,2,2,2,2,3,,98,2,2,2,2,2,2,2,2,2,98,2,2,3,10,2,,3,5,2,2,1,0.58,0.25,0.3,0.45,1.575
252,9,15,2008,,4,3,1,1,3,1,1,"POLAR CAP",1,1,1,4,1,1,1,1,2,,,4,2,3,4,2,1,1,1,3,1,1,2,3,4,,98,1,2,1,3,3,2,1,98,1,4,4,2,3,1,6,,4,2,1,4,2,0.07,0.06,0.13,0.12,0.38
253,9,15,2008,,4,5,1,1,1,1,1,"CHEMICALS GOING IN THE AIR",8,1,1,98,98,98,3,1,3,,,4,4,4,4,4,1,1,1,4,1,1,4,4,4,,2,1,1,4,4,98,1,1,1,1,4,4,1,3,1,6,,3,1,2,,2,0.07,0.06,0.3,0.25,0.68
254,9,15,2008,,4,4,1,1,3,1,1,"READ AND HEAR ON TV",6,1,2,98,1,98,3,1,2,,,4,4,4,4,4,1,2,2,4,2,1,2,4,4,,1,1,1,1,1,2,1,2,2,1,1,1,2,3,1,98,,3,6,4,3,2,0.07,0.06,0.3,0.1,0.53
255,9,15,2008,,3,3,2,,,,,,,,,,,,,,,"CYCLICAL",2,1,98,2,1,1,2,2,2,2,3,2,2,1,3,,1,1,1,3,3,2,2,2,2,2,3,3,2,2,1,6,,3,2,2,4,1,0.58,0.06,0.3,0.12,1.055
256,9,15,2008,,4,2,98,,,,,,,,,,,,,,,,,2,98,2,1,1,2,1,1,4,1,1,1,1,4,,98,2,2,2,3,4,2,2,1,1,3,2,2,2,5,7,,4,5,4,5,2,0.07,0.4,0.13,0.35,0.95
257,9,15,2008,,4,2,1,1,3,1,1,"EVERY YEAR GETS HOTTER AND HOTTER",2,1,1,2,98,3,2,98,3,,,4,4,4,4,4,2,2,3,1,1,4,1,98,4,,98,1,4,4,4,1,1,1,4,4,4,4,1,3,1,1,98,4,5,1,6,2,0.07,0.06,0.13,0.35,0.61
258,9,15,2008,,4,2,1,1,1,1,1,"MELTING ICE CAPS",1,1,1,1,1,98,1,1,1,,,4,4,4,4,4,2,2,2,4,1,1,1,4,4,,98,1,4,4,1,1,1,1,1,1,1,98,98,3,1,1,1,4,2,4,3,2,0.07,0.06,0.13,0.35,0.61
259,9,15,2008,,4,4,98,,,,,,,,,,,,,,,,,3,2,98,2,1,2,2,2,3,3,3,4,4,3,,2,1,4,4,4,3,98,4,98,4,4,3,2,1,1,1,2,4,98,2,2,2,0.07,0.06,0.13,0.1,0.36
260,9,15,2008,,4,4,1,3,3,2,98,"HOTTER",2,1,3,98,2,98,4,1,1,,,1,1,1,2,2,98,98,98,3,98,2,2,2,1,98,98,2,1,2,3,98,98,1,4,98,4,98,1,1,9,6,,1,1,1,1,2,0.07,3.2,1,0.1,4.37
261,9,15,2008,,4,3,1,1,3,1,1,"NATURAL AND MAN MADE EFFECTS",10,1,1,98,1,4,1,1,1,,,4,4,4,98,4,1,1,1,4,1,1,1,98,4,,98,1,1,1,4,98,98,98,98,1,1,1,1,1,1,2,,2,1,,,1,0.58,0.06,0.75,0.12,1.505
262,9,15,2008,,4,2,1,1,3,2,1,"LOCAL WEATHER",2,1,1,2,3,98,1,2,2,,,3,2,3,3,2,1,2,2,3,1,2,1,3,4,,1,1,1,1,3,2,1,1,1,1,4,1,4,6,1,6,,5,1,1,3,2,0.07,0.06,0.06,0.35,0.54
263,9,15,2008,,3,2,2,,,,,,,,,,,,,,,"SOMETHING I READ",1,1,98,4,98,98,3,3,1,2,4,1,98,98,98,,98,1,4,1,4,1,1,1,1,4,4,4,1,1,1,1,98,4,1,4,3,1,0.58,0.06,0.13,0.45,1.215
264,9,15,2008,,4,3,1,1,2,1,98,"SCIENTIFIC DISCUSSION",4,2,3,1,1,98,2,1,1,,,2,3,3,4,2,1,2,2,98,3,1,2,2,4,,1,1,2,4,4,1,4,2,2,2,4,1,2,98,1,98,,4,5,2,6,2,0.07,0.06,0.13,0.35,0.61
265,9,15,2008,,4,2,1,1,3,2,98,"THE ICE MELTING",1,1,3,3,3,2,2,3,3,,,3,3,3,3,2,98,98,98,2,2,98,3,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,3,2,2,1,2,2,1,4,2,1,0.58,1,0.75,0.45,2.775
266,9,15,2008,,4,3,1,2,3,1,1,"MELTING OF THE GLACIERS",1,1,2,1,2,2,1,1,1,,,4,4,4,4,4,1,1,1,4,1,1,1,4,4,,98,4,1,2,2,4,98,1,1,1,2,1,4,4,1,1,2,3,1,4,,2,0.07,0.06,0.3,0.12,0.55
267,9,15,2008,,4,3,1,1,3,3,2,"ICE CORE RESEARCH",4,3,4,2,2,4,4,3,4,,,4,4,3,3,3,3,3,3,4,4,1,3,2,4,,2,4,2,3,4,2,3,4,4,4,4,3,2,4,1,1,2,5,1,2,3,1,0.58,0.06,0.06,0.12,0.815
268,9,15,2008,,4,2,1,2,1,1,1,"SEASONAL DELAY",10,1,1,2,1,4,4,4,1,,,4,4,4,4,2,1,1,2,4,2,2,2,2,4,,98,4,1,1,3,4,3,2,1,1,2,1,2,4,1,6,,3,5,1,5,1,0.58,0.06,0.3,0.35,1.285
269,9,15,2008,,4,3,1,1,2,3,2,"NATURAL PROGRESSION OF THE WORLD",9,1,1,3,3,98,98,3,4,,,1,1,4,1,1,98,98,98,1,4,1,4,1,98,,1,1,4,1,4,1,1,1,4,2,4,4,1,5,2,6,,3,5,1,6,1,0.58,1,0.3,0.35,2.225
270,9,15,2008,,4,3,2,,,,,,,,,,,,,,,"NO CHANGE IN WEATHER",1,1,1,1,1,4,3,3,3,1,4,1,1,1,1,2,98,98,1,4,98,1,4,1,98,1,4,1,4,1,1,2,,2,1,1,,1,0.58,0.06,0.75,0.35,1.735
271,9,16,2008,,4,5,2,,,,,,,,,,,,,,,"HAS HAPPENED BEFORE",2,1,2,3,2,1,98,98,98,3,3,1,4,3,4,,1,1,1,3,4,1,4,1,3,1,4,1,2,1,1,,,3,3,2,6,2,0.07,0.06,0.3,0.25,0.68
272,9,16,2008,,4,3,1,1,1,1,1,"LITERATURE READ REPORTS ON TV",6,1,1,1,1,1,1,1,1,,,4,4,4,4,4,1,1,2,4,1,1,1,4,4,,1,4,1,2,1,4,2,1,1,1,2,1,3,5,1,3,,3,1,1,4,2,0.07,0.06,0.3,0.12,0.55
273,9,16,2008,,4,2,1,1,1,1,1,"AL GORE VIDEO",5,1,1,1,1,1,98,1,1,,,4,4,4,4,4,1,1,1,4,1,1,1,4,4,,98,98,1,1,1,4,98,1,98,1,1,1,98,98,1,2,,3,5,1,4,2,0.07,0.06,0.3,0.35,0.78
