"RespNum","Sample","Call_Date_Time","version_willing2pay","demog_age_open_coded","demog_state","demog_state_region","gw_belief","believer_confidence","believer_cause","believer_problem","believer_immediacy","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","gw_noevidence","gw_scioverstate","gw_mediaoverstate","state_neighborsact","govt_nostateaction","state_impactsfelt","religion_govtaction","state_fftax","state_captrade","state_rps_v1","state_gastax","captrade_support_calif","enrgysecfund_support","industrial_caa_action","willing2pay_list","willing2pay_open","willing2pay_open_coded","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_income","demog_gender","totalweight"
197,"l","4/2/2013 9:34:21 P","B",3,"IOWA","3",1,1,1,1,1,"ICE CAPS MELTING AND OCEAN TEMPERATURES RISING",1,1,2,4,2,2,1,1,1,,,,,,,4,4,4,4,2,2,4,2,98,1,2,3,4,1,,"$50",2,1,6,,3,3,1,5,,2,0.85
198,"l","4/2/2013 9:34:45 P","B",4,"WISCONSIN","3",1,1,3,1,1,"SCIENCE",4,1,2,1,1,2,1,1,1,,,,,,,4,4,4,98,1,1,2,2,1,1,3,4,1,1,,"$10",2,1,6,,2,5,1,3,2,2,0.725
199,"l","4/2/2013 9:35:56 P","B",4,"CALIFORNIA","4",1,1,3,1,1,"THE DATA ITSELF",4,1,4,1,4,4,1,1,3,,,,,,,3,4,4,4,2,1,4,4,3,1,4,4,4,1,,"$0",1,1,,,5,1,,3,,1,0.725
200,"l","4/2/2013 9:38:07 P","B",4,"OREGON","4",98,,,,,"",,,,,,,,,,,,,,,,3,3,2,4,2,98,4,4,2,1,4,2,1,1,,"$0",1,1,1,2,2,1,2,1,1,2,0.725
201,"l","4/2/2013 9:38:57 P","B",3,"CALIFORNIA","4",1,2,1,1,1,"POLAR ICE",1,1,3,2,1,2,2,2,2,,,,,,,4,4,98,3,1,1,4,2,98,1,4,98,98,1,,"$0",1,1,6,,5,5,1,5,5,2,0.85
202,"l","4/2/2013 9:42:01 P","B",4,"ILLINOIS","3",2,,,,,"",,,,,,,,,,2,"WEATHER IS PREDETERMINED THROUGH THE CENTURIES",2,1,4,4,1,1,1,1,4,4,4,4,4,4,4,4,2,1,,"$0",1,1,1,2,3,1,2,2,2,1,0.725
203,"l","4/2/2013 9:42:47 P","B",3,"NEW MEXICO","4",1,1,1,1,1,"ALL OF THE DESTRUCTION MAN HAS DONE",8,1,1,4,1,1,1,1,2,,,,,,,4,4,4,4,1,1,4,2,1,1,2,1,1,1,,"$100",3,9,2,,2,1,1,1,2,1,1.335
204,"l","4/2/2013 9:42:51 P","B",3,"ARIZONA","4",1,1,3,2,1,"NATURALLY HAPPENING",9,1,3,3,3,3,3,3,3,,,,,,,4,1,1,2,4,98,4,4,4,4,4,4,4,1,,"$2",2,10,7,,3,1,4,2,,1,0.91
205,"l","4/2/2013 9:45:39 P","B",3,"TEXAS","2",98,,,,,"",,,,,,,,,,,,,,,,2,2,2,2,3,3,98,4,4,2,4,4,4,1,,"$25",2,10,6,,2,1,3,3,,1,0.91
206,"l","4/2/2013 9:46:01 P","B",4,"OKLAHOMA","2",1,1,3,3,2,"CYCLES",9,1,2,98,98,2,1,1,4,,,,,,,3,3,2,98,2,2,4,4,2,4,4,98,3,98,,"$0",1,1,1,98,5,5,2,3,,2,0.725
207,"c","4/3/2013 7:30:58 P","A",3,"TENNESSEE","2",98,,,,,"",,,,,,,,,,,,,,,,3,2,2,4,4,98,98,4,3,3,4,3,3,2,1,,,1,1,2,2,1,2,2,3,1,0.84
208,"l","4/2/2013 9:49:56 P","B",4,"ARIZONA","4",1,1,1,1,1,"TEMPERATURES ARE INCREASING IN ARIZONA",2,1,1,2,1,1,4,2,1,,,,,,,4,4,4,4,4,1,3,2,2,2,2,2,98,1,,"DO NOT K",98,,,,4,5,1,3,6,2,0.795
209,"c","4/3/2013 7:31:27 P","A",2,"NEW YORK","1",1,2,1,2,98,"POLLUTION",8,2,2,3,3,2,2,2,2,,,,,,,3,3,2,3,3,2,4,3,98,1,3,98,98,1,2,,,9,2,,2,5,4,3,,1,1.69
210,"l","4/2/2013 9:50:29 P","B",4,"ARIZONA","4",1,2,3,2,2,"MOSTLY THE ICE MELTING IN POLAR REGIONS",1,1,3,4,2,3,98,2,2,,,,,,,2,2,2,98,98,2,4,4,98,1,4,98,1,1,,"$0",1,1,1,2,3,1,1,3,1,2,0.725
211,"c","4/3/2013 7:35:21 P","A",2,"CALIFORNIA","4",98,,,,,"",,,,,,,,,,,,,,,,98,98,98,2,3,3,98,4,3,2,4,3,3,1,2,,,9,2,,1,1,1,98,,1,1.69
212,"l","4/2/2013 9:51:26 P","B",3,"LOUISIANA","2",1,2,3,1,1,"SUN GETTING CLOSER TO EARTH",10,98,2,2,4,2,4,2,2,,,,,,,2,2,2,3,3,98,4,3,2,2,4,2,2,1,,"DO NOT K",98,2,98,,5,2,1,3,,1,1.335
213,"c","4/3/2013 7:37:34 P","A",3,"CALIFORNIA","4",98,,,,,"",,,,,,,,,,,,,,,,3,3,3,2,4,98,4,4,2,1,4,1,1,1,1,,,1,1,2,2,1,4,4,2,1,0.84
214,"c","4/3/2013 7:38:41 P","A",3,"NEVADA","4",2,,,,,"",,,,,,,,,,2,"THE GOVERNOR SAID SO",9,3,2,2,1,2,1,2,4,2,3,4,4,4,4,4,4,2,1,,,1,1,2,4,2,2,1,4,1,0.84
215,"c","4/3/2013 7:41:25 P","A",3,"MISSISSIPPI","2",1,2,3,2,1,"OZONE LAYER AND EARTH CYCLES",10,2,3,4,2,3,2,2,2,,,,,,,4,4,4,4,2,2,4,4,3,1,4,2,1,1,2,,,2,1,1,3,1,1,2,3,1,1.335
216,"c","4/3/2013 7:41:47 P","A",2,"NEW YORK","1",1,2,3,2,2,"ERRATIC HEAT STORMS IN THE SUMMER",2,1,2,3,2,3,2,2,1,,,,,,,3,3,2,3,3,2,4,4,4,1,4,4,2,1,3,,,1,3,,5,2,4,3,6,1,1.18
217,"c","4/3/2013 7:44:27 P","A",3,"GEORGIA","2",98,,,,,"",,,,,,,,,,,,,,,,98,98,98,98,98,2,,3,98,98,3,98,98,98,1,,,2,1,2,2,1,4,98,3,2,1.335
218,"c","4/3/2013 7:44:28 P","A",2,"ILLINOIS","3",1,1,1,1,1,"DROUGHT, CROP FAILURE,  METING ICE CAPS AND WILDLFE DEATH",3,1,3,4,1,2,1,1,2,,,,,,,4,4,4,4,1,2,4,3,1,1,4,1,1,1,3,,,1,1,2,2,1,4,2,4,2,1.18
219,"c","4/3/2013 7:47:20 P","A",2,"GEORGIA","2",1,4,3,1,1,"STUDIES",4,4,4,2,2,2,2,4,4,,,,,,,3,2,3,3,3,3,1,2,3,2,4,3,3,2,1,,,2,98,,1,5,3,3,6,1,1.69
220,"c","4/3/2013 7:48:31 P","A",1,"ALABAMA","2",1,3,2,3,2,"WEATHER CHANGES",3,3,3,3,2,3,3,3,3,,,,,,,2,4,1,3,2,4,4,4,4,1,3,3,2,2,3,,,1,6,,2,5,,3,6,1,1.555
221,"c","4/3/2013 7:49:07 P","A",1,"CALIFORNIA","4",98,,,,,"",,,,,,,,,,,,,,,,2,2,2,1,4,98,4,4,2,1,4,1,1,1,1,,,1,6,,3,5,4,3,2,1,1.555
222,"c","4/3/2013 7:49:11 P","A",3,"MASSACHUSETTS","1",1,2,1,2,1,"MANS MISUSE OF FOSSIL FUELS",8,1,2,3,2,3,2,2,1,,,,,,,2,3,2,2,3,2,4,4,2,2,4,2,2,1,4,,,1,1,2,5,5,2,1,6,1,0.84
223,"c","4/3/2013 7:51:34 P","A",3,"CALIFORNIA","4",1,1,3,1,1,"POLAR ICE CAPS MELTING",1,1,2,2,3,2,2,2,2,,,,,,,4,4,4,3,1,2,4,1,2,1,2,1,2,1,4,,,1,2,,4,1,1,5,,2,0.85
224,"c","4/3/2013 7:52:09 P","A",3,"MICHIGAN","3",1,1,3,2,1,"DOCUMENTARIES",6,2,4,4,4,4,2,2,4,,,,,,,4,3,3,3,2,98,4,3,3,2,4,2,2,1,1,,,1,6,,4,2,1,3,4,2,0.85
225,"c","4/3/2013 7:56:12 P","A",3,"MISSOURI","3",1,2,3,2,2,"FROM WHAT I HAVE READ AND HEARD",6,1,1,98,2,3,2,2,2,,,,,,,98,98,2,2,3,2,4,4,3,2,4,3,2,1,3,,,1,2,,3,2,1,3,3,1,0.84
226,"c","4/3/2013 7:56:18 P","A",2,"NEW YORK","1",2,,,,,"",,,,,,,,,,1,"GOD CONTROLS WEATHER",6,2,4,4,1,1,1,1,4,4,4,4,4,4,4,3,3,1,1,,,9,2,,2,1,,2,2,1,1.69
227,"c","4/3/2013 7:56:43 P","A",3,"FLORIDA","2",2,,,,,"",,,,,,,,,,1,"THERE IS NOT ENOUGH EVIDENCE TO PROVE IT",3,4,1,1,1,1,1,1,4,3,,4,3,4,4,4,4,2,1,,,1,1,1,4,1,2,1,,1,0.84
228,"c","4/3/2013 7:57:49 P","A",4,"INDIANA","3",98,,,,,"",,,,,,,,,,,,,,,,3,2,1,4,3,3,3,4,98,1,4,2,1,1,1,,,1,1,1,3,4,,2,4,1,0.725
229,"c","4/3/2013 7:59:57 P","A",4,"OREGON","4",1,1,1,1,1,"SO MUCH WARMER",2,2,1,4,3,3,2,2,3,,,,,,,4,4,4,4,1,1,4,3,1,1,4,1,98,1,1,,,1,1,2,2,1,1,2,1,2,0.725
230,"c","4/3/2013 8:03:02 P","A",1,"CALIFORNIA","4",1,1,1,1,1,"EARTHQUAKES AND OTHER DISASTERS",10,1,4,4,2,4,2,2,1,,,,,,,4,4,4,4,1,1,4,4,2,2,4,2,3,1,1,,,1,1,2,2,2,2,3,3,2,1.555
231,"c","4/3/2013 8:04:02 P","A",4,"WASHINGTON","4",1,1,3,1,98,"FROM WHAT SHE HAS READ AND HEARD",6,1,1,1,1,1,1,1,1,,,,,,,4,4,4,3,1,1,4,2,2,1,2,2,2,1,2,,,1,,,4,1,4,3,,2,0.725
232,"c","4/3/2013 8:05:42 P","A",3,"KANSAS","3",2,,,,,"",,,,,,,,,,2,"PERSONAL RESEARCH",5,4,2,4,1,1,1,1,2,2,1,2,2,4,4,2,2,1,1,,,9,2,,2,98,4,1,3,1,1.335
233,"c","4/3/2013 8:06:12 P","A",2,"NEVADA","4",98,,,,,"",,,,,,,,,,,,,,,,2,2,2,1,3,98,4,4,98,2,4,98,2,1,1,,,1,6,,3,5,4,4,3,2,1.18
234,"c","4/3/2013 8:06:41 P","A",3,"HAWAII","4",1,1,2,2,2,"MEDIA",6,2,4,1,4,4,4,4,4,,,,,,,4,1,1,4,4,4,4,1,4,4,1,98,98,1,98,,,1,7,,5,5,2,3,6,2,0.85
235,"c","4/3/2013 8:07:46 P","A",4,"FLORIDA","2",1,2,3,2,2,"NATURAL PATTERNS",9,3,1,3,1,2,1,1,1,,,,,,,2,4,2,3,1,3,4,4,2,2,4,2,2,1,1,,,1,2,,3,2,1,3,6,2,0.725
236,"c","4/3/2013 8:08:31 P","A",3,"TEXAS","2",1,1,3,1,1,"HUMIDITY IN SUMMER",3,2,2,4,4,3,2,1,1,,,,,,,4,4,4,4,1,1,4,4,98,3,4,2,2,1,1,,,1,1,1,4,1,2,4,,2,0.84
237,"c","4/3/2013 8:09:12 P","A",3,"NORTH CAROLINA","2",2,,,,,"",,,,,,,,,,2,"WHEN WINTER HITS I AM COLD",1,2,3,2,2,1,1,2,1,98,4,4,2,2,4,3,2,98,1,,,1,2,,2,4,2,3,3,1,0.84
238,"c","4/3/2013 8:09:52 P","A",1,"NEW YORK","1",1,1,1,1,1,"POLLUTION AND OVERPOPULATION",8,1,1,2,3,2,1,2,2,,,,,,,4,4,3,4,1,2,4,1,1,1,2,1,1,1,3,,,5,2,,4,5,4,4,98,1,1.64
239,"c","4/3/2013 8:10:54 P","A",3,"WASHINGTON","4",1,1,1,1,1,"SCIENTIFIC DATA",4,1,3,1,3,3,1,1,2,,,,,,,4,4,4,4,1,1,4,3,1,1,4,2,1,1,2,,,1,1,1,4,5,2,1,4,1,0.84
240,"c","4/3/2013 8:13:33 P","A",4,"NEW YORK","1",1,1,1,1,1,"HOW THE WEATHER HAS CHANGED",3,1,1,4,1,1,1,1,1,,,,,,,4,4,4,4,1,1,4,3,1,1,3,1,1,1,3,,,1,3,,4,2,1,2,3,2,0.725
241,"c","4/3/2013 8:13:37 P","A",4,"ARKANSAS","2",2,,,,,"",,,,,,,,,,1,"THE GOOD LORD MAKES THE WEATHER",6,4,4,4,1,1,1,1,4,4,,4,4,4,4,4,4,2,1,,,1,1,2,2,2,2,2,2,2,0.725
242,"c","4/3/2013 8:14:09 P","A",2,"CALIFORNIA","4",2,,,,,"",,,,,,,,,,1,"THE BIBLE",6,4,4,4,1,1,1,,4,2,1,4,4,4,4,4,4,2,1,,,1,1,2,3,1,2,1,,1,1.18
243,"c","4/3/2013 8:16:31 P","A",1,"CALIFORNIA","4",1,2,1,2,2,"HOTTER",2,2,4,4,4,2,2,1,2,,,,,,,3,3,3,1,2,3,3,4,2,2,4,98,2,1,6,,,1,6,,2,1,4,3,2,1,1.555
244,"c","4/3/2013 8:17:56 P","A",4,"KANSAS","3",2,,,,,"",,,,,,,,,,2,"BELIEVE IN GOD",6,2,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,98,1,,,1,1,1,2,1,1,1,2,2,0.725
245,"c","4/3/2013 8:18:39 P","A",2,"TENNESSEE","2",2,,,,,"",,,,,,,,,,1,"POLITICAL",7,2,1,1,1,1,1,4,4,2,1,4,4,4,4,4,3,2,1,,,1,1,1,4,1,2,1,,1,1.18
246,"c","4/3/2013 8:19:57 P","A",4,"ALABAMA","2",1,1,3,2,2,"SPACE PROGRAM BREAKING HOLES IN THE OZONE",8,2,2,4,1,2,2,2,1,,,,,,,98,2,2,2,2,2,98,4,2,2,4,2,2,1,2,,,2,1,1,1,1,1,3,1,2,1.22
247,"c","4/3/2013 8:22:22 P","A",2,"NEW JERSEY","1",1,1,1,2,1,"WEATHER",3,2,2,2,1,2,2,2,1,,,,,,,4,4,3,2,4,1,3,4,2,1,4,2,1,1,2,,,1,2,,4,5,2,3,4,1,1.18
248,"c","4/3/2013 8:24:47 P","A",3,"NEVADA","4",1,2,1,2,98,"CLIMATE CHANGES",3,2,2,2,4,2,2,4,3,,,,,,,4,4,3,3,1,2,4,2,2,1,3,2,2,1,2,,,10,2,,4,2,1,5,,1,0.91
249,"c","4/3/2013 8:24:50 P","A",4,"TEXAS","2",1,1,2,3,2,"IT IS CYLYCAL",9,2,4,4,4,4,4,4,4,,,,,,,98,1,1,98,4,4,4,4,98,1,4,4,4,2,1,,,1,1,2,5,5,3,1,98,2,0.725
250,"c","4/3/2013 8:31:12 P","B",3,"CALIFORNIA","4",1,1,3,1,1,"SCIENTIFIC EVIDENCE",4,1,2,2,2,2,2,3,2,,,,,,,4,4,4,3,1,2,4,2,2,1,2,2,2,1,,"DO NOT K",98,1,6,,4,3,1,5,5,1,0.84
251,"c","4/3/2013 8:33:31 P","B",1,"ARIZONA","4",1,1,1,1,1,"MUCH HOTTER THAN WHEN I WAS A KID",2,2,1,4,3,3,2,1,3,,,,,,,4,4,4,4,1,2,4,2,1,1,4,2,1,1,,"$20",2,1,6,,3,1,4,2,3,1,1.555
252,"c","4/3/2013 8:36:34 P","B",3,"TENNESSEE","2",2,,,,,"",,,,,,,,,,1,"GOD CONTROLS EVERYTHING",6,3,3,2,1,1,1,4,4,3,1,4,4,4,4,4,4,2,,"$0",1,1,1,1,3,1,2,1,,1,0.84
253,"c","4/3/2013 8:37:54 P","B",2,"MICHIGAN","3",98,,,,,"",,,,,,,,,,,,,,,,2,2,2,2,4,98,4,4,4,4,4,4,2,1,,"$0",1,1,1,2,2,1,4,3,3,1,1.18
254,"c","4/3/2013 8:37:59 P","B",2,"CALIFORNIA","4",1,2,1,2,1,"THE BEACHES ARE SMALLER THE WATER IS HIGHER",11,1,1,4,2,4,2,2,2,,,,,,,98,98,98,2,3,2,3,4,2,2,4,2,2,1,,"$20",2,9,2,,2,1,1,4,2,1,1.69
255,"c","4/3/2013 8:39:23 P","B",4,"ILLINOIS","3",2,,,,,"",,,,,,,,,,4,"COLDER NOW",1,3,3,2,1,1,2,4,3,4,2,4,2,4,4,4,4,2,,"$0",1,1,1,1,4,1,3,1,2,1,0.725
256,"c","4/3/2013 8:40:45 P","B",3,"OKLAHOMA","2",2,,,,,"",,,,,,,,,,1,"EARTHS NATURAL PATTERNS",2,3,2,2,2,2,1,2,4,2,2,3,3,4,3,3,3,2,,"$0",1,1,1,2,5,1,2,1,,1,0.84
257,"c","4/3/2013 8:41:55 P","B",1,"WISCONSIN","3",98,,,,,"",,,,,,,,,,,,,,,,2,2,1,1,4,4,4,4,4,1,4,2,2,1,,"$0",1,1,1,2,3,1,,2,2,2,1.555
258,"c","4/3/2013 8:44:25 P","B",4,"ILLINOIS","3",1,1,1,1,1,"HAVE BEEN NOTICING THE CHANGE FOR YEARS",2,1,1,1,1,1,1,1,1,,,,,,,4,4,4,4,1,1,4,3,2,1,4,2,2,1,,"$50",2,1,2,,2,1,1,3,2,2,0.725
259,"c","4/3/2013 8:44:32 P","B",2,"MARYLAND","2",2,,,,,"",,,,,,,,,,2,"HAVE NOT SEEN ANY EVIDENCE OF IT",1,1,4,2,2,2,2,98,98,4,4,4,4,2,4,3,2,1,,"$0",1,5,6,,4,5,4,3,4,2,1.25
260,"c","4/3/2013 8:44:43 P","B",4,"ILLINOIS","3",1,2,1,1,98,"WEATHER CHANGES",3,2,2,2,2,2,2,2,2,,,,,,,3,3,3,2,1,2,4,2,2,1,2,2,2,1,,"$50",2,9,2,,2,1,4,3,2,2,1.22
261,"c","4/3/2013 8:45:35 P","B",2,"COLORADO","4",1,1,2,2,1,"STUDIES",4,1,2,2,3,2,3,1,2,,,,,,,4,4,3,1,4,1,4,2,2,4,4,1,1,1,,"$50",2,1,,,5,1,1,4,,2,1.18
262,"c","4/3/2013 8:49:11 P","B",2,"MICHIGAN","3",1,1,3,1,1,"WHAT I READ, HEAR AND SEE",6,1,2,4,3,3,1,1,2,,,,,,,4,4,4,4,1,1,4,4,1,1,4,1,1,1,,"$25",2,1,1,1,3,1,4,2,3,1,1.18
263,"c","4/3/2013 8:50:37 P","B",1,"IOWA","3",1,1,1,1,1,"WEATHER PATTERNS",3,2,2,4,4,2,2,2,2,,,,,,,3,3,3,3,1,2,4,3,98,1,4,2,2,1,,"$25",2,1,7,,4,5,4,4,98,1,1.555
264,"c","4/3/2013 8:51:10 P","B",2,"PENNSYLVANIA","1",1,2,3,2,2,"SHORTER WINTERS",3,2,2,3,2,1,2,2,2,,,,,,,3,2,2,3,3,2,4,4,4,2,4,4,2,1,,"$25",2,1,1,2,3,1,1,3,3,2,1.18
265,"c","4/3/2013 8:52:20 P","B",3,"FLORIDA","2",1,2,2,1,1,"I HATE THE HEAT",2,2,1,2,1,1,1,1,1,,,,,,,2,3,3,3,2,3,2,2,2,2,3,98,2,3,,"$0",1,1,98,,1,5,4,3,1,1,0.84
266,"c","4/3/2013 8:52:39 P","B",2,"WASHINGTON","4",2,,,,,"",,,,,,,,,,2,"MEDIA HYPE",4,2,4,4,1,1,1,1,4,4,4,4,4,4,4,4,2,1,,"$0",1,1,1,2,4,2,2,1,3,1,1.18
267,"c","4/3/2013 8:54:08 P","B",3,"FLORIDA","2",98,,,,,"",,,,,,,,,,,,,,,,98,2,2,98,98,2,,3,98,98,4,98,4,98,,"$0",1,1,2,,3,1,4,3,4,2,0.85
268,"c","4/3/2013 8:56:05 P","B",1,"PENNSYLVANIA","1",1,1,1,1,1,"HARDLY ANY SNOW THIS YEAR",3,2,1,4,3,1,2,2,3,,,,,,,4,4,4,4,1,2,4,4,1,1,4,2,2,1,,"$20",2,1,1,2,2,5,4,3,2,1,1.555
269,"c","4/3/2013 8:58:15 P","B",1,"CALIFORNIA","4",1,2,3,2,1,"WEATHER CONDITIONS",3,1,2,2,2,2,2,2,3,,,,,,,4,4,4,2,1,2,4,2,1,1,2,2,2,1,,"$50",2,1,6,,3,5,4,3,98,2,1.555
270,"c","4/3/2013 8:59:44 P","B",4,"MASSACHUSETTS","1",2,,,,,"",,,,,,,,,,1,"WINTERS HERE ARE DARN COLD AND LONG",1,1,4,2,2,2,2,98,4,4,4,4,4,2,4,4,2,1,,"$0",1,1,1,2,4,2,2,1,2,1,0.725
271,"c","4/3/2013 9:01:53 P","B",2,"PENNSYLVANIA","1",1,1,1,1,1,"WINTERS GET LESS AND LESS",3,1,2,4,2,1,1,2,2,,,,,,,4,4,4,4,1,1,4,4,2,2,4,2,2,1,,"$0",1,2,1,1,2,1,1,2,2,1,1.69
272,"c","4/3/2013 9:04:06 P","B",3,"TEXAS","2",98,,,,,"",,,,,,,,,,,,,,,,2,2,2,1,4,4,4,4,4,2,4,4,2,1,,"$2",2,1,1,2,3,2,2,1,4,1,0.84
273,"c","4/3/2013 9:04:31 P","B",3,"TEXAS","2",1,1,3,1,1,"MELTING ICEBERGS AND GLACIERS",1,1,4,2,3,2,2,2,2,,,,,,,3,3,3,3,1,2,4,2,2,1,98,2,2,1,,"$100",3,1,3,,4,1,1,5,,1,0.84
274,"c","4/3/2013 9:05:40 P","B",2,"CALIFORNIA","4",1,2,2,2,2,"NATURAL CHANGES THOUGH OUT THE CENTURIES",9,2,1,2,2,4,2,2,2,,,,,,,3,3,3,3,2,2,98,4,2,2,4,2,2,1,,"$150",4,5,6,,5,3,4,5,6,1,1.25
275,"c","4/3/2013 9:06:50 P","B",4,"CALIFORNIA","4",98,,,,,"",,,,,,,,,,,,,,,,98,98,98,98,98,98,98,98,98,98,98,98,98,98,,"$0",1,5,6,,4,1,4,3,,2,0.795
276,"c","4/3/2013 9:08:03 P","B",3,"MISSOURI","3",2,,,,,"",,,,,,,,,,1,"JUST SOMETHING ELSE FOR THE NEWS TO GO ON ABOUT",4,2,4,4,2,98,1,1,4,4,4,4,1,1,4,2,1,1,,"$0",1,1,6,,4,1,1,2,3,1,0.84
277,"c","4/3/2013 9:08:41 P","B",2,"TEXAS","2",1,1,1,2,1,"DATA",4,1,2,2,2,3,4,2,2,,,,,,,4,4,3,4,2,2,4,2,3,2,3,2,2,1,,"$200",4,1,6,,5,5,4,4,4,1,1.18
278,"c","4/3/2013 9:09:27 P","B",3,"ALABAMA","2",1,2,3,2,2,"HOTTER SUMMERS AND MORE FLOODS",2,2,1,3,2,4,2,2,1,,,,,,,3,3,2,3,3,2,4,4,4,2,4,4,2,1,,"$0",1,2,1,1,2,1,1,4,2,2,1.335
279,"c","4/3/2013 9:11:57 P","B",4,"MINNESOTA","3",2,,,,,"",,,,,,,,,,1,"HISTORY OF THE WEATHER",2,4,4,4,1,1,1,4,4,4,4,4,4,4,4,4,4,2,,"$0",1,1,2,,3,1,4,1,6,1,0.725
280,"c","4/3/2013 9:13:53 P","B",1,"IDAHO","4",1,2,3,2,1,"INTERNET FROM WHAT YOU HEAR",6,2,3,4,2,3,2,2,2,,,,,,,4,4,4,2,4,2,4,2,1,1,4,2,1,1,,"$0",1,1,1,2,2,5,,4,2,2,1.555
281,"c","4/3/2013 9:14:22 P","B",1,"WASHINGTON","4",1,2,3,2,98,"GLACIER MELTS AND STUDIES",1,1,3,4,2,4,2,2,2,,,,,,,4,98,2,3,2,98,4,3,2,1,4,98,2,1,,"DO NOT K",98,1,98,,4,5,98,3,3,2,1.555
282,"c","4/3/2013 9:16:50 P","B",1,"ILLINOIS","3",2,,,,,"",,,,,,,,,,2,"COLDER LONGER WINTERS",1,1,2,3,3,3,2,2,4,3,4,4,4,2,4,4,2,1,,"$50",2,1,1,2,3,2,2,2,3,2,1.555
283,"c","4/3/2013 9:18:58 P","B",4,"ILLINOIS","3",1,1,1,1,1,"WE DID NOT HAVE A WINTER",3,2,1,2,3,3,2,3,3,,,,,,,3,3,3,2,1,2,4,2,2,1,3,2,3,1,,"$50",2,9,2,,2,1,1,4,,1,1.22
284,"c","4/3/2013 9:19:28 P","B",3,"WASHINGTON","4",1,2,3,3,2,"LACK OF SNOW",3,2,1,98,4,1,3,4,2,,,,,,,2,1,1,4,4,2,4,4,1,2,4,4,4,2,,"$0",1,1,1,1,4,1,2,2,2,2,0.84
285,"c","4/3/2013 9:23:38 P","B",2,"ARIZONA","4",1,1,3,1,1,"WEATHER CHANGES",3,2,2,2,3,3,2,2,4,,,,,,,4,4,4,3,1,2,,2,2,1,2,2,2,1,,"$75",3,1,2,,4,5,4,4,,1,1.18
286,"c","4/3/2013 9:26:25 P","B",1,"CALIFORNIA","4",1,1,3,2,2,"WHAT I HEAR ON THE NEWS",6,1,2,2,4,4,2,2,2,,,,,,,1,3,2,2,3,2,4,2,3,2,2,2,2,2,,"$0",1,9,2,,3,5,4,5,,2,2.05
287,"l","4/3/2013 9:37:26 P","B",3,"CALIFORNIA","4",1,2,1,1,1,"FEEL IT IN HER GENERATION",2,1,1,2,1,4,1,1,1,,,,,,,4,4,4,3,1,2,4,4,2,1,4,2,2,1,,"$180",5,1,1,2,5,5,,,6,2,0.85
288,"l","4/3/2013 9:40:09 P","B",3,"TEXAS","2",1,2,3,2,2,"OCEANS RISING FROM MELTING ICE CAPS",11,1,1,2,1,4,2,2,1,,,,,,,3,3,2,3,2,2,4,3,4,2,4,3,2,1,,"$150",4,1,1,2,4,2,1,4,4,1,0.84
289,"l","4/3/2013 9:41:24 P","B",3,"TEXAS","2",1,2,2,1,1,"POLAR CAPS ARE MELTING",1,1,2,2,2,2,1,1,2,,,,,,,2,2,3,2,2,1,2,2,3,2,2,3,2,1,,"$100",3,5,1,98,4,5,3,2,,2,0.91
290,"l","4/3/2013 9:42:10 P","B",4,"TEXAS","2",2,,,,,"",,,,,,,,,,1,"POLITICIANS BULLCRAP",7,2,1,1,1,1,1,4,4,4,2,4,4,4,4,4,4,2,,"$0",1,1,1,2,2,1,2,1,,1,0.725
291,"l","4/3/2013 9:43:47 P","B",4,"ALABAMA","2",98,,,,,"",,,,,,,,,,,,,,,,98,98,98,4,4,98,98,4,3,3,4,3,3,2,,"$0",1,2,1,1,2,1,1,3,2,2,1.22
292,"l","4/3/2013 9:49:48 P","B",3,"UTAH","4",98,,,,,"",,,,,,,,,,,,,,,,2,2,2,2,3,4,4,4,2,2,4,2,2,1,,"$100",3,1,1,2,4,5,2,2,4,2,0.84
293,"l","4/3/2013 9:51:50 P","B",3,"WASHINGTON","4",1,1,1,1,1,"REPORTS OF ICE CAPS MELTING",1,1,2,2,3,1,1,2,2,,,,,,,4,4,4,4,3,2,4,4,2,1,4,3,1,1,,"$200",4,1,1,2,3,1,1,3,2,1,0.84
294,"l","4/3/2013 9:56:23 P","B",3,"TEXAS","2",2,,,,,"",,,,,,,,,,2,"NOT INCREASING",9,4,4,1,1,1,1,4,4,4,4,4,4,3,4,98,98,98,,"$0",1,1,2,,4,5,2,1,,1,0.84
295,"c","4/4/2013 5:03:23 P","A",2,"CONNECTICUT","1",2,,,,,"",,,,,,,,,,2,"TELEVISION",9,2,4,4,2,3,2,2,4,4,4,4,2,1,4,2,2,1,1,,,2,1,2,2,1,1,2,2,2,1.7
296,"c","4/4/2013 5:06:25 P","A",2,"MICHIGAN","3",98,,,,,"",,,,,,,,,,,,,,,,2,98,2,2,3,98,4,4,2,1,4,2,2,1,1,,,1,6,,4,2,2,1,3,1,1.18
