"closup_id","SampleType","VersionAB","VersionCD","Date","demog_age_list","demog_state","demog_state_region","gw_belief","believer_confidence","believer_cause","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","carbontax_support","carbontax_support_info","carbontax_cost10pct","carbontax_revneutral_v1","carbontax_revneutral_v1_info","carbontax_rev4research_v1","carbontax_rev4research_v1_info","carbontax_rev4debt_v2","carbontax_rev4debt_v2_info","carbontax_revfed_v2","willing2pay_temprise_5","willing2pay_temprise_10","willing2pay_temprise_20","willing2pay_temprise_40","willing2pay_certain","willing2pay_temprise_most_coded","discountrate_2pct","discountrate_2pct_info","discountrate_5pct","discountrate_5pct_info","discountrate_10pct","discountrate_10pct_info","discountrate_20pct","discountrate_20pct_info","discountrate_44pct","discountrate_44pct_info","discountrate_76pct","discountrate_76pct_info","discountrate_open_coded","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_persfinance","demog_income","feedback_understand","demog_gender","Weight"
190,"c","B","D","4/2/2014 8:30:57 P",2,"UT",4,2,,,,,,,,,,,,,1,"TEMPERATURE HAS DECREASED IN THE LAST 15 YEARS",1,1,1,1,,4,4,,4,,4,,4,4,,,,2,,1,,1,,1,,1,,2,,,,,2,1,1,2,4,6,2,1,1,5,1,1,0.97
191,"l","A","C","3/31/2014 9:00:38",3,"VA",2,2,,,,,,,,,,,,,1,"EVERY YEAR IS DIFFERENT",9,1,4,4,4,,4,4,,4,,4,,1,2,,,,,1,1,,1,,1,,2,,,,,,2,1,2,,4,1,2,1,3,3,1,1,0.32
192,"l","B","C","3/24/2014 8:40:38",2,"WA",4,1,1,1,"MELTING GLACIERS",1,1,4,4,4,4,1,1,2,,,,,,,,4,4,,4,,4,,4,98,,98,,,,1,1,,1,,1,,1,,1,,1,,2,1,7,,4,5,4,2,,,1,2,1.05
193,"c","A","D","4/1/2014 6:57:07 P",1,"WI",3,1,2,1,"DATA",4,2,3,3,3,3,3,3,3,,,,,,,3,,3,3,,3,,4,,98,,,,2,,1,,1,,1,,1,,2,,,,,2,1,1,2,5,1,2,2,3,5,1,1,1.5
194,"l","B","C","3/25/2014 8:49:19",4,"CA",4,1,1,3,"WHAT HE READS IN MAGAZINES AND NEWSPAPERS",6,1,3,2,2,2,2,2,1,,,,,,,,2,2,,2,,2,,2,3,,1,,,2,2,1,,1,,1,,2,,,,,,2,1,1,2,4,5,2,4,3,4,1,1,0.44
195,"c","B","C","4/2/2014 5:29:56 P",1,"CA",4,1,1,3,"POLLUTION",8,1,2,2,2,3,1,1,2,,,,,,,,1,1,,1,,1,,4,2,1,,,,1,2,1,,1,,1,,2,,,,,,2,5,4,,5,5,4,5,1,6,1,1,1.58
196,"c","B","D","4/1/2014 5:46:12 P",4,"FL",2,1,2,1,"BECAUSE I WATCHED IT HAPPEN",2,2,2,1,3,1,4,3,2,,,,,,,,4,3,,3,,3,,2,2,1,,,,1,2,,1,,1,,98,,,,,,,2,1,6,,4,6,,3,3,,1,1,0.38
197,"c","A","C","4/2/2014 6:11:59 P",1,"MI",3,1,1,98,"NOT SURE",10,2,4,4,4,4,2,3,2,,,,,,,3,,4,2,,2,,2,,1,,,2,,,2,1,,1,,1,,2,,,,,,2,1,2,,2,1,4,5,2,4,2,2,1.99
198,"l","A","D","3/26/2014 5:33:20",4,"NH",1,1,1,3,"NEWS",6,4,2,4,3,4,4,4,4,,,,,,,2,,3,2,,98,,3,,98,1,,,,2,2,,1,,1,,1,,2,,,,,2,1,6,,4,1,2,3,2,2,2,1,0.28
199,"l","B","D","3/27/2014 7:58:23",2,"NJ",1,1,1,3,"CARBON FOOTPRINT",8,2,3,4,3,3,2,2,3,,,,,,,,2,2,,2,,2,,2,1,1,,,,1,2,,1,,1,,1,,2,,,,,2,1,1,2,4,5,1,4,3,6,1,2,1.13
200,"l","A","D","3/31/2014 6:17:47",3,"NY",1,1,1,3,"WARMER WINTERS HOTTER SUMMERS",2,1,1,3,3,2,1,2,3,,,,,,,2,,3,2,,2,,3,,2,1,,,,1,2,,1,,1,,1,,2,,,,,2,1,1,2,4,2,4,2,3,4,1,1,0.48
201,"l","B","D","3/25/2014 6:16:12",4,"KY",2,1,2,1,"USING OUR RESOURCES",8,4,1,2,1,4,4,2,2,,,,,,,,2,2,,4,,1,,1,3,,,1,,2,2,,1,,1,,1,,2,,,,,2,1,1,2,4,1,1,2,2,,1,1,0.38
202,"l","B","C","4/1/2014 7:17:30 P",3,"LA",2,1,2,2,"EARTH IS  EVOLVING AT IT'S OWN PACE",9,2,2,3,2,3,2,2,1,,,,,,,,3,3,,2,,2,,3,2,,,1,,1,2,1,,1,,1,,2,,,,,,2,1,1,2,2,1,2,2,3,2,2,1,0.7
203,"c","B","D","4/3/2014 7:29:47 P",3,"OH",3,1,1,1,"POLLUTION CAUSING MORE STORMS AND MORE HEAT CAUSING DROUGHT",8,2,1,2,2,3,2,1,1,,,,,,,,2,2,,2,,2,,2,1,,,,1,1,2,,1,,1,,1,,2,,,,,2,1,1,2,4,1,2,2,3,4,2,1,0.48
204,"l","B","D","3/25/2014 5:45:59",3,"PA",1,1,2,2,"IT IS HOTTER",2,1,1,2,1,3,4,2,2,,,,,,,,3,4,,4,,4,,4,1,,,1,,3,2,,1,,1,,1,,1,,2,,,2,1,6,,2,1,1,4,1,6,1,2,1.06
205,"l","B","D","3/31/2014 9:27:18",2,"TX",2,1,1,2,"WEATHER KEEPS GETTING HOTTER",3,3,1,2,1,3,3,1,1,,,,,,,,4,4,,2,,1,,2,3,,,1,,2,2,,1,,1,,1,,2,,,,,2,9,2,,2,1,1,3,3,,2,1,2.45
206,"c","A","D","4/1/2014 6:55:28 P",3,"VA",2,1,1,1,"DUMPING HYDROCARBONS IN THE ATMOSPHERE EVERYDAY",8,1,4,1,2,3,2,2,2,,,,,,,2,,2,2,,2,,3,,1,,,1,,2,2,,1,,1,,1,,2,,,,,2,1,7,,2,5,1,5,2,2,1,1,0.7
207,"c","A","C","4/10/2014 10:35:53",4,"WA",4,1,1,3,"POLAR ICE CAPS MELTING",1,1,1,2,2,2,2,2,2,,,,,,,3,,4,2,,2,,3,,1,,,1,,2,2,1,,1,,1,,2,,,,,,2,5,6,,4,3,4,4,3,,2,1,0.48
208,"l","B","C","3/24/2014 7:33:30",2,"MO",3,1,1,3,"WEATHER",3,1,1,1,2,1,1,1,1,,,,,,,,3,4,,4,,4,,4,1,,,,1,2,2,1,,1,,1,,2,,,,,,2,10,6,,2,1,4,3,2,98,1,1,1.35
209,"l","B","C","3/31/2014 7:33:22",4,"AR",2,1,1,3,"SHORE LINES",11,1,3,3,3,3,1,1,3,,,,,,,,2,3,,2,,2,,4,2,1,,,,1,2,1,,1,,1,,2,,,,,,2,1,2,,2,1,2,1,3,2,1,2,0.84
210,"l","B","C","3/31/2014 7:46:20",4,"AZ",4,1,2,3,"OZONE CAN NOT FILTER SUNS RAYS ANYMORE",10,1,2,4,2,3,1,1,2,,,,,,,,1,4,,2,,2,,4,2,1,,,,1,2,1,,1,,1,,2,,,,,,2,1,2,,4,1,2,1,3,2,1,2,0.46
211,"l","B","D","4/1/2014 8:38:22 P",4,"CA",4,1,1,2,"WATCHING THE NEWS AND WEATHER",6,1,2,4,2,3,1,1,2,,,,,,,,2,2,,2,,2,,3,2,1,,,,2,2,,1,,1,,1,,2,,,,,2,1,1,2,2,1,1,2,3,1,2,2,0.99
212,"c","A","D","4/2/2014 8:09:31 P",2,"CA",4,1,1,2,"VEHICLES",8,2,3,3,3,3,4,3,3,,,,,,,4,,3,3,,3,,2,,1,1,,,,2,2,,1,,1,,1,,2,,,,,2,9,2,,2,1,4,2,3,,1,1,2.45
213,"c","A","D","4/9/2014 11:31:53",3,"CA",4,1,1,3,"FACTORY POLLUTION",8,1,2,3,3,3,1,1,2,,,,,,,2,,3,2,,2,,98,,2,1,,,,2,2,,1,,1,,1,,2,,,,,2,5,6,,3,1,4,1,3,3,3,2,0.78
214,"c","A","D","4/9/2014 11:38:27",1,"CA",4,1,1,1,"BURNING OF FOSSIL FUELS",8,1,3,2,2,3,1,1,2,,,,,,,2,,2,2,,2,,4,,2,1,,,,1,2,,1,,1,,1,,2,,,,,2,9,2,,3,5,3,2,3,3,1,1,3.15
215,"l","A","D","3/31/2014 6:30:06",3,"CT",1,1,1,1,"EVIDENCE FROM SCIENTISTS",4,1,2,1,2,2,1,2,3,,,,,,,3,,3,3,,3,,3,,3,1,,,,2,2,,1,,1,,1,,2,,,,,2,1,6,,4,1,1,4,3,,1,1,0.42
216,"l","A","D","3/31/2014 7:03:45",3,"IL",3,98,,,,,,,,,,,,,,,,,,,4,,3,2,,2,,3,,2,,,2,,,2,,1,,1,,1,,98,,,,,2,1,98,,3,1,4,3,1,,2,1,0.6
217,"c","A","C","4/1/2014 9:26:35 P",2,"LA",2,1,2,1,"ICE CAPS MELTING",1,1,3,4,2,3,1,2,3,,,,,,,2,,3,2,,2,,3,,2,1,,,,2,2,1,,1,,1,,2,,,,,,2,2,1,2,2,1,1,2,3,1,2,2,2.23
218,"c","A","C","4/2/2014 6:23:35 P",2,"MN",3,1,2,1,"WINTERS ARE MUCH COLDER BUT SUMMER IS WAY TO WARM",3,1,1,2,3,3,1,1,3,,,,,,,2,,4,2,,2,,3,,2,1,,,,1,2,1,,1,,1,,2,,,,,,2,1,1,2,3,1,4,1,2,2,1,2,1.13
219,"c","B","D","4/1/2014 5:46:53 P",3,"ny",1,1,1,2,"WARMER SUMMERS",2,1,1,1,2,2,1,1,1,,,,,,,,1,3,,1,,1,,2,3,,,2,,,2,,1,,2,,,,,,,,,2,1,1,1,3,1,4,2,1,1,2,2,0.83
220,"c","A","D","4/3/2014 6:42:42 P",2,"NY",1,1,1,1,"EVERY SUMMER IT GETS HOTTER",2,1,1,3,1,3,1,1,2,,,,,,,1,,4,3,,2,,4,,2,,,,1,2,2,,1,,1,,1,,2,,,,,2,1,6,,4,5,1,4,3,3,1,2,0.95
221,"l","B","D","4/1/2014 8:46:20 P",4,"WA",4,1,1,3,"NOT SURE",10,2,3,98,3,2,2,2,1,,,,,,,,3,3,,3,,2,,2,98,1,,,,1,2,,1,,1,,1,,1,,1,,1,2,1,1,1,4,2,4,2,3,,2,1,0.38
222,"c","A","D","4/1/2014 6:40:36 P",2,"VT",1,1,1,1,"DATA",4,1,1,1,1,1,1,1,1,,,,,,,1,,1,3,,1,,3,,2,,,,1,2,2,,2,,,,,,,,,,,2,1,7,,4,1,4,5,1,4,1,2,1.11
223,"l","A","D","3/25/2014 9:07:31",3,"CA",4,1,1,98,"EMISSIONS HAVE INCREASED DRAMATICALLY",8,3,4,2,4,4,4,3,4,,,,,,,4,,4,4,,4,,4,,3,,,2,,,3,,1,,1,,1,,2,,,,,2,1,1,2,4,5,2,3,3,6,1,1,0.5
224,"l","A","D","3/26/2014 6:28:28",3,"NC",2,1,1,3,"WARM WINTERS",2,2,1,2,3,1,2,98,98,,,,,,,1,,1,1,,1,,2,,2,,,,1,2,3,,1,,1,,2,,,,,,,2,1,2,,4,5,1,3,3,,2,1,0.42
225,"l","A","D","3/27/2014 9:31:02",3,"MT",4,1,1,1,"SCIENCE",4,1,3,1,2,3,1,2,2,,,,,,,1,,1,1,,1,,2,,2,1,,,,1,6,,1,,1,,1,,1,,1,,1,2,1,1,2,5,5,1,4,3,6,1,1,0.53
226,"l","A","C","3/24/2014 6:24:13",3,"FL",2,1,3,2,"WEATHER",3,1,1,3,3,1,2,1,3,,,,,,,4,,3,4,,3,,3,,1,,,,98,,98,1,,1,,98,,,,,,,,2,1,1,2,3,5,2,2,3,4,2,1,0.66
227,"l","B","C","3/26/2014 8:22:41",4,"IA",3,1,1,1,"SCIENTIFIC REPORTS",4,1,3,1,2,2,1,2,1,,,,,,,,1,1,,4,,1,,4,2,1,,,,1,98,1,,1,,1,,2,,,,,,2,1,2,,5,2,1,5,3,6,1,1,0.49
228,"c","B","C","4/3/2014 8:38:49 P",3,"MI",3,1,1,2,"HISTORICAL PATTERNS OVER HUNDREDS OF THOUSAND OF YEARS",9,3,4,4,3,4,3,3,3,,,,,,,,4,4,,2,,3,,4,1,,,98,,,98,1,,1,,1,,2,,,,,,2,1,2,,4,5,2,2,2,6,2,2,0.68
229,"c","B","D","4/2/2014 8:48:42 P",1,"OR",4,98,,,,,,,,,,,,,,,,,,,,98,3,,2,,98,,98,98,,98,,,,98,,1,,1,,1,,1,,1,,1,2,1,1,2,3,5,4,3,2,98,2,2,1.73
230,"c","B","C","4/3/2014 9:30:20 P",2,"TX",2,1,2,2,"TEMPERATURES",2,1,3,2,98,3,2,3,3,,,,,,,,2,98,,3,,2,,4,2,,,,98,,2,1,,1,,1,,1,,1,,2,,2,1,1,2,5,5,4,2,1,6,1,2,1.16
231,"l","B","D","3/25/2014 6:33:44",3,"CA",4,1,2,3,"THERE ARE MORE PEOPLE, MORE CARS, ALSO EXPANDING CITIES, CONCRETE, ASPHALT",8,3,4,2,1,1,2,1,2,,,,,,,,2,2,,2,,1,,1,98,,,,2,,98,,1,,1,,1,,98,,,,,2,1,6,,5,1,2,3,3,,1,1,0.45
232,"l","B","C","3/31/2014 7:28:48",3,"IN",3,2,,,,,,,,,,,,,2,"HISTORY",2,3,4,3,,3,4,,4,,4,,4,2,,,,2,,1,1,,1,,1,,1,,1,,1,,2,,,,,98,,,3,,1,2,0.88
233,"l","B","C","3/31/2014 8:04:10",2,"MO",3,1,2,2,"SATTELITE DATA",4,4,4,4,4,4,4,4,4,,,,,,,,4,4,,4,,4,,4,3,,,2,,,1,1,,1,,1,,1,,2,,,,2,1,6,,3,5,2,2,1,3,1,1,0.95
234,"c","A","C","4/1/2014 9:17:55 P",3,"IL",3,98,,,,,,,,,,,,,,,,,,,4,,4,4,,4,,4,,4,,,,98,,2,1,,1,,1,,1,,2,,,,2,1,1,2,2,6,1,5,3,,1,1,0.8
235,"l","B","D","3/26/2014 9:29:02",4,"MN",3,2,,,,,,,,,,,,,2,"HIGH SNOW FALLS EXTREME COLD WINTER",1,1,4,4,,4,4,,2,,2,,4,98,,,2,,,1,,1,,1,,1,,1,,2,,,2,1,1,2,3,2,1,4,3,,2,2,0.74
236,"c","A","D","4/1/2014 6:10:05 P",4,"NC",2,2,,,,,,,,,,,,,3,"UP TO THE LORD",6,2,4,4,3,,3,3,,2,,2,,2,,,2,,,1,,1,,1,,1,,1,,2,,,2,1,2,,2,2,1,4,2,,3,1,0.76
237,"l","B","C","3/24/2014 8:12:18",3,"IA",3,2,,,,,,,,,,,,,1,"COLD WINTER",1,2,3,1,,1,1,,2,,3,,1,3,,1,,,3,2,1,,1,,1,,1,,1,,1,,2,1,1,2,3,1,2,2,3,4,1,1,0.66
238,"l","A","D","3/25/2014 7:01:14",4,"PA",1,98,,,,,,,,,,,,,,,,,,,2,,2,2,,2,,2,,3,98,,,,,2,,1,,1,,1,,2,,,,,2,1,1,1,5,98,,,3,,2,1,0.41
239,"l","B","C","3/25/2014 8:16:12",2,"NY",1,1,1,1,"MELTING ICE",1,1,2,1,1,3,1,1,1,,,,,,,,1,1,,1,,1,,3,1,,,,1,1,2,1,,1,,1,,1,,2,,,,2,1,98,,5,3,1,5,1,2,1,2,0.98
240,"l","A","C","3/26/2014 7:17:46",4,"AZ",4,2,,,,,,,,,,,,,1,"I SAW THESE THINGS WHEN I WAS A KID",1,1,4,4,4,,4,2,,4,,4,,1,2,,,,,1,1,,1,,1,,1,,2,,,,3,1,2,,2,1,2,1,3,1,2,2,0.99
241,"l","B","C","3/31/2014 8:05:18",3,"CA",4,2,,,,,,,,,,,,,2,"WHAT HER HUSBAND SAYS",9,2,2,2,,4,4,,4,,4,,4,4,,98,,,,1,1,,1,,1,,1,,1,,1,,3,1,1,2,4,1,4,3,2,,2,2,0.6
242,"c","B","C","4/3/2014 8:34:46 P",3,"CA",4,1,2,3,"DATA",4,2,2,98,2,2,98,4,4,,,,,,,,2,2,,1,,3,,2,2,,,,2,,1,,,,,,,,,,,,,3,1,,,4,2,,,1,,,1,0.42
243,"c","B","D","4/9/2014 11:06:52",2,"CA",4,2,,,,,,,,,,,,,2,"NO SUBSTANTIAL PROOF",3,3,2,1,,4,4,,2,,4,,4,4,,,,2,,1,,1,,1,,1,,1,,2,,,3,1,2,,3,5,4,3,2,,2,2,1.23
244,"c","A","D","4/9/2014 11:27:51",2,"CA",4,98,,,,,,,,,,,,,,,,,,,4,,4,4,,4,,4,,1,2,,,,,1,,1,,1,,1,,1,,2,,,3,1,6,,4,1,4,4,3,4,1,1,0.93
245,"l","B","C","3/24/2014 8:27:07",2,"FL",2,1,1,1,"MELTING POLAR CAPS AND INCREASING TIDES",1,1,2,4,3,4,1,1,3,,,,,,,,4,4,,2,,4,,4,1,2,,,,,1,1,,1,,1,,1,,2,,,,3,9,2,,2,1,1,2,2,2,2,1,2.35
246,"l","A","D","3/26/2014 8:54:03",3,"FL",2,2,,,,,,,,,,,,,2,"GOD",6,1,4,4,4,,4,4,,4,,4,,1,2,,,,,1,,1,,1,,1,,1,,2,,,3,9,2,,3,1,1,2,2,2,2,2,1.88
247,"c","B","D","4/1/2014 5:53:08 P",3,"FL",2,2,,,,,,,,,,,,,2,"SCIENTIFIC DATA SAY NO",5,1,2,4,,4,4,,2,,2,,2,3,,,2,,,1,,1,,1,,1,,1,,2,,,3,1,1,2,3,1,2,2,3,3,2,2,0.68
248,"l","B","C","3/26/2014 8:08:10",4,"GA",2,1,2,2,"ICE MELTING",1,2,2,2,3,3,2,2,2,,,,,,,,3,4,,4,,3,,3,1,,,,1,2,1,1,,1,,1,,1,,1,,1,,3,1,1,2,3,1,2,2,2,1,2,2,0.79
249,"l","B","C","3/27/2014 8:40:42",4,"GA",2,98,,,,,,,,,,,,,,,,,,,,4,4,,4,,4,,4,1,2,,,,,1,1,,1,,1,,1,,2,,,,3,1,1,2,2,1,4,2,2,2,3,1,0.66
250,"l","A","D","3/31/2014 6:12:19",5,"GA",2,2,,,,,,,,,,,,,2,"I DO NOT BELIEVE IN GLOBAL WARMING",8,2,2,3,4,,3,3,,2,,2,,2,2,,,,,1,,,,,,,,,,,,,3,1,7,,1,1,2,1,3,1,98,2,1.58
251,"c","A","D","4/1/2014 6:37:01 P",2,"GA",2,2,,,,,,,,,,,,,1,"JUNK SCIENCE",3,1,4,4,4,,4,4,,4,,4,,1,2,,,,,1,,1,,1,,1,,1,,2,,,3,1,1,2,2,1,4,2,3,2,1,2,1.33
252,"c","B","D","4/2/2014 8:51:32 P",3,"GA",2,2,,,,,,,,,,,,,2,"REGULAR CYCLE",2,1,4,4,,4,4,,4,,4,,3,3,,,,2,,1,,1,,1,,1,,1,,2,,,3,1,1,2,2,6,,,,,,1,0.8
253,"c","A","D","4/3/2014 6:35:07 P",1,"GA",2,98,,,,,,,,,,,,,,,,,,,2,,4,2,,2,,4,,1,2,,,,,1,,1,,1,,1,,1,,2,,,3,1,6,,3,5,4,3,3,2,2,2,1.63
254,"c","A","C","4/2/2014 9:47:16 P",1,"IA",3,2,,,,,,,,,,,,,2,"EVIDENCE IS NOT ENOUGH",3,2,2,2,4,,4,4,,4,,4,,1,2,,,,,1,1,,1,,1,,1,,2,,,,3,1,1,2,3,5,2,1,3,3,1,1,1.45
255,"l","A","C","3/24/2014 6:15:57",3,"ID",4,2,,,,,,,,,,,,,2,"TOO MANY VARIABLES",9,1,2,1,4,,4,4,,4,,4,,98,2,,,,,1,1,,1,,1,,1,,1,,2,,3,1,2,,5,2,4,2,2,4,1,1,0.51
256,"l","B","D","3/25/2014 6:10:55",4,"IL",3,2,,,,,,,,,,,,,2,"FREEZING WINTERS",1,1,4,4,,4,4,,2,,4,,4,1,2,,,,,1,,1,,1,,1,,1,,2,,,3,1,2,,3,1,2,1,3,2,1,2,0.64
257,"l","B","C","3/27/2014 8:23:29",3,"KS",3,1,2,1,"TELEVISION NEWS",6,2,2,3,3,3,2,2,3,,,,,,,,4,4,,98,,4,,4,1,2,,,,,1,1,,1,,1,,1,,2,,,,3,1,1,2,2,1,4,3,3,3,1,1,0.7
258,"l","B","C","3/25/2014 8:30:03",4,"LA",2,2,,,,,,,,,,,,,1,"HAVE SEEN THIS BEFORE",1,1,4,4,,4,4,,4,,4,,4,1,2,,,,,1,1,,1,,1,,1,,2,,,,3,2,1,1,2,1,1,2,2,2,2,2,1.59
259,"l","A","D","3/31/2014 6:48:52",4,"LA",2,2,,,,,,,,,,,,,2,"GOD",6,2,4,4,4,,4,4,,4,,4,,98,2,,,,,1,,1,,1,,1,,1,,2,,,3,2,1,1,2,1,1,2,3,1,2,2,1.74
260,"c","A","D","4/1/2014 6:48:51 P",1,"LA",2,98,,,,,,,,,,,,,,,,,,,4,,4,4,,4,,4,,1,2,,,,,1,,1,,1,,1,,1,,2,,,3,2,1,1,2,1,1,2,3,1,2,2,2.73
261,"l","B","C","3/24/2014 7:41:39",3,"MD",2,2,,,,,,,,,,,,,2,"NOT SURE",9,1,3,1,,4,4,,4,,4,,4,3,,,,2,,1,1,,1,,1,,1,,98,,,,3,1,1,2,3,1,2,1,3,,2,2,0.78
262,"l","A","D","3/31/2014 6:24:31",3,"MD",2,2,,,,,,,,,,,,,2,"COLDEST WINTER IN YEARS",1,1,2,3,4,,3,2,,2,,2,,2,,,2,,,1,,1,,1,,1,,1,,2,,,3,1,1,2,3,1,1,4,3,4,2,1,0.66
263,"l","A","D","3/27/2014 6:36:29",4,"MI",3,2,,,,,,,,,,,,,2,"HOAX",9,2,2,2,4,,4,4,,4,,4,,98,,2,,,,1,,1,,1,,1,,1,,2,,,3,1,1,2,2,1,2,1,3,2,2,2,0.84
264,"l","A","C","3/27/2014 9:03:52",1,"MN",3,2,,,,,,,,,,,,,2,"EXTREMELY COLD WINTERS AND LOTS OF SNOW",1,1,2,1,4,,4,4,,4,,4,,1,,,,2,,1,1,,1,,1,,1,,2,,,,3,1,2,,3,5,4,3,,,2,2,1.73
265,"l","A","D","3/31/2014 6:32:24",4,"MN",3,98,,,,,,,,,,,,,,,,,,,4,,4,4,,4,,4,,4,,,2,,,1,,1,,1,,1,,1,,1,,98,3,1,,,1,1,,1,3,,1,2,1.34
266,"c","A","D","4/2/2014 7:36:28 P",2,"MS",2,2,,,,,,,,,,,,,2,"BEEN HERE FOR YEARS, NO CHANGE",1,1,4,4,4,,4,4,,4,,4,,3,2,,,,,1,,1,,1,,1,,1,,2,,,3,1,1,2,4,5,4,2,3,,1,2,1.05
267,"l","B","D","3/31/2014 5:20:27",2,"NC",2,2,,,,,,,,,,,,,1,"NOT ANY WARMER HERE",1,1,4,4,,4,4,,4,,4,,4,1,2,,,,,1,,1,,1,,1,,1,,2,,,3,9,2,,2,5,1,98,3,3,3,1,2.35
268,"l","B","C","3/31/2014 7:40:34",3,"NC",2,1,2,1,"ICE MELTING",1,2,3,4,2,2,1,2,2,,,,,,,,2,2,,2,,2,,2,2,,,,1,3,1,1,,1,,1,,1,,2,,,,3,1,98,,5,1,1,3,3,4,1,2,0.69
269,"l","A","D","3/25/2014 9:03:19",2,"NJ",1,2,,,,,,,,,,,,,2,"VERY COLD WINTER AND MILD SUMMERS",1,1,3,3,4,,4,4,,4,,4,,98,,,2,,,1,,1,,1,,1,,1,,2,,,3,2,1,1,2,1,1,4,2,2,2,2,2.08
270,"l","A","C","3/27/2014 5:51:33",4,"NJ",1,98,,,,,,,,,,,,,,,,,,,1,,3,1,,1,,1,,3,,1,,,1,1,1,,1,,1,,1,,2,,,,3,1,1,2,5,1,4,3,1,6,2,1,0.49
271,"l","A","D","3/25/2014 6:41:24",4,"OH",3,2,,,,,,,,,,,,,1,"GOD TAKES CARE OF EARTH",6,2,4,4,4,,4,4,,4,,4,,1,2,,,,,1,,1,,1,,1,,1,,2,,,3,1,1,2,2,1,1,3,3,2,2,2,0.84
272,"c","B","C","4/2/2014 5:27:46 P",3,"OH",3,2,,,,,,,,,,,,,2,"BIBLE BASED BELIEFS",6,2,2,2,,4,4,,4,,4,,4,4,,2,,,,1,1,,1,,1,,1,,2,,,,3,1,2,,3,1,4,3,3,,2,2,0.78
273,"l","B","C","3/24/2014 8:09:51",3,"OR",4,2,,,,,,,,,,,,,1,"EARTH CYCLES",2,2,4,4,,4,4,,4,,4,,4,1,2,,,,,1,1,,1,,1,,1,,2,,,,3,1,1,2,2,1,1,3,2,3,2,2,0.88
274,"l","A","C","3/27/2014 5:48:50",2,"PA",1,2,,,,,,,,,,,,,2,"WE JUST HAD A REALLY COLD WINTER",1,1,2,2,3,,3,4,,4,,3,,3,2,,,,,1,1,,1,,1,,1,,2,,,,3,,,,4,1,4,3,3,,1,1,0.97
275,"l","B","D","3/27/2014 7:41:12",3,"PA",1,1,1,1,"POLLUTION ON SHORE LINES",8,1,3,4,2,3,1,2,3,,,,,,,,4,4,,2,,4,,4,1,2,,,,,1,,1,,1,,1,,1,,2,,,3,1,1,2,4,1,4,2,3,3,2,2,0.5
276,"c","B","D","4/3/2014 7:14:36 P",4,"PA",1,2,,,,,,,,,,,,,2,"NATURAL CYCLE FROM THE CENTURIES PAST",2,1,2,4,,2,3,,3,,3,,4,98,,,,2,,1,,1,,1,,1,,1,,2,,,3,1,1,2,3,1,1,4,3,2,2,1,0.46
277,"l","A","C","3/26/2014 7:47:57",3,"TN",2,2,,,,,,,,,,,,,2,"NOTHING IS GOOD",9,2,2,98,4,,4,4,,4,,4,,3,,,,2,,1,1,,1,,1,,1,,1,,2,,3,1,1,1,3,5,3,2,3,6,1,2,0.86
278,"l","B","C","3/31/2014 7:28:58",4,"TX",2,1,1,3,"PEOPLE DO NOT CARE ABOUT THE ENVIRONMENT",8,1,2,98,2,3,3,1,1,,,,,,,,4,4,,1,,3,,4,3,,,2,,,1,1,,1,,1,,1,,1,,2,,3,5,7,,4,5,4,3,3,4,2,1,0.54
279,"l","B","C","4/1/2014 7:49:35 P",4,"TX",2,1,1,3,"POLLUTION",8,3,1,4,1,3,3,1,2,,,,,,,,1,98,,2,,1,,2,1,,2,,,,1,1,,1,,2,,,,,,,,3,9,2,,4,1,1,3,3,3,1,2,1.66
280,"c","A","D","4/1/2014 6:53:46 P",3,"VA",2,2,,,,,,,,,,,,,2,"SEEMS ALL RIGHT TO ME",1,1,4,4,4,,4,98,,4,,4,,1,2,,,,,1,,1,,1,,1,,1,,2,,,3,2,1,1,2,1,1,3,3,2,2,2,1.63
281,"c","A","C","4/2/2014 6:55:52 P",3,"VA",2,2,,,,,,,,,,,,,1,"DATA",5,2,1,2,4,,4,4,,4,,4,,4,,,,2,,1,1,,1,,1,,1,,2,,,,3,10,1,1,5,1,4,3,1,4,1,2,0.79
282,"l","B","C","3/31/2014 8:00:47",3,"WI",3,2,,,,,,,,,,,,,2,"TOO MANY ICE AND SNOW STORMS OVER THE LAST DECADE GETTING STRONGER",1,1,3,3,,4,4,,2,,2,,4,98,,,2,,,1,1,,1,,1,,1,,2,,,,3,1,2,,4,1,2,1,3,,1,2,0.6
283,"c","B","C","4/3/2014 8:54:31 P",3,"WI",3,2,,,,,,,,,,,,,3,"DATA",5,2,2,2,,3,4,,4,,4,,4,4,,,,2,,1,1,,1,,1,,1,,2,,,,3,1,2,,2,5,3,1,3,6,1,2,1.06
284,"l","B","C","3/26/2014 8:35:17",2,"WV",2,2,,,,,,,,,,,,,1,"CYCLES",2,3,1,1,,4,4,,3,,4,,4,98,,2,,,,1,1,,1,,1,,1,,1,,1,,3,1,6,,3,5,4,1,1,3,1,1,0.95
