"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.fact","Input.MC","Input.round","Input.order","Answer.Q1Answer","Answer.Q2Answer","Answer.Q3Answer","Answer.consent","Approve","Reject"
"367O8HRHKGMCGUOQM3HZZI5T5QWS4Q","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:54 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:54 GMT 2014","","","3TR2532VIQ80JY778062TZT3DY16J3","A1OQIXAU1SEJ4P","Approved","Tue Dec 09 02:05:55 GMT 2014","Tue Dec 09 02:06:12 GMT 2014","Tue Dec 09 02:06:12 PST 2014","Mon Dec 08 21:35:59 PST 2014","","","17","100% (51/51)","100% (50/50)","100% (50/50)","Reed played a central role in reaching a bipartisan agreement on a foreclosure rescue bill.","Jack Reed","nov-pre","0.120070754","5","5","5","1"
"338431Z1FLT4J8YVQYW3N6620FDROB","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:40 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:40 GMT 2014","","","3EICBYG645APZFG8IRJ5FZLD9KGJCC","A3ITZNJQUTIZ4C","Approved","Tue Dec 09 02:56:52 GMT 2014","Tue Dec 09 02:58:49 GMT 2014","Tue Dec 09 02:58:49 PST 2014","Mon Dec 08 21:36:12 PST 2014","","","117","100% (27/27)","100% (27/27)","100% (27/27)","During his tenure as Treasury Secretary, the New York Times wrote that Brady was 'bland on television and awkward as a public speaker.'","Nicholas F. Brady","retired-dead","0.464658517","3","2","4","1"
"338431Z1FLT4J8YVQYW3N6620FDROB","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:40 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:40 GMT 2014","","","3QJOXOW4XK5UXL67HF2SLFDXYQNMEB","ABM77ZQWCHPNX","Approved","Tue Dec 09 02:51:40 GMT 2014","Tue Dec 09 02:51:58 GMT 2014","Tue Dec 09 02:51:58 PST 2014","Mon Dec 08 21:36:13 PST 2014","","","18","100% (30/30)","100% (30/30)","100% (30/30)","During his tenure as Treasury Secretary, the New York Times wrote that Brady was 'bland on television and awkward as a public speaker.'","Nicholas F. Brady","retired-dead","0.464658517","3","3","4","1"
"338431Z1FLT4J8YVQYW3N6620FDROB","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:40 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:40 GMT 2014","","","3S4AW7T80CWSZ1RTSXP0CGMHLW54LN","A34WAR0H85FL2K","Approved","Tue Dec 09 02:57:02 GMT 2014","Tue Dec 09 03:08:18 GMT 2014","Tue Dec 09 03:08:18 PST 2014","Mon Dec 08 21:36:13 PST 2014","","","676","100% (48/48)","100% (48/48)","100% (48/48)","During his tenure as Treasury Secretary, the New York Times wrote that Brady was 'bland on television and awkward as a public speaker.'","Nicholas F. Brady","retired-dead","0.464658517","3","4","4","1"
"338431Z1FLT4J8YVQYW3N6620FDROB","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:40 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:40 GMT 2014","","","3WT783CTPCVJHWIWUZ6OHB201F2CBF","AE837QZ9XU1UQ","Approved","Tue Dec 09 01:57:28 GMT 2014","Tue Dec 09 01:57:56 GMT 2014","Tue Dec 09 01:57:56 PST 2014","Mon Dec 08 21:36:13 PST 2014","","","28","100% (50/50)","100% (50/50)","100% (50/50)","During his tenure as Treasury Secretary, the New York Times wrote that Brady was 'bland on television and awkward as a public speaker.'","Nicholas F. Brady","retired-dead","0.464658517","2","3","4","1"
"338431Z1FLT4J8YVQYW3N6620FDROB","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:40 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:40 GMT 2014","","","3XCC1ODXDMPAR494VET91VWLNG9RQF","A1GKTC682SWY23","Approved","Tue Dec 09 02:38:42 GMT 2014","Tue Dec 09 02:40:30 GMT 2014","Tue Dec 09 02:40:30 PST 2014","Mon Dec 08 21:36:13 PST 2014","","","108","100% (33/33)","100% (33/33)","100% (33/33)","During his tenure as Treasury Secretary, the New York Times wrote that Brady was 'bland on television and awkward as a public speaker.'","Nicholas F. Brady","retired-dead","0.464658517","2","6","3","1"
"3DWGDA5POFIBGN8BTG32C7IXSAH1VS","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:39 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:39 GMT 2014","","","34T446B1C1SIX9FMWJ9ZXU6HAB6C0U","A3EJ44J2ZNRMDA","Approved","Tue Dec 09 02:07:18 GMT 2014","Tue Dec 09 02:07:42 GMT 2014","Tue Dec 09 02:07:42 PST 2014","Mon Dec 08 21:36:03 PST 2014","","","24","100% (51/51)","100% (50/50)","100% (50/50)","Gillibrand launched the Off The Sidelines PAC in order to encourage women to get involved in politics.","Kirsten Gillibrand","nov-pre","0.838223733","6","6","6","1"
"3DWGDA5POFIBGN8BTG32C7IXSAH1VS","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:39 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:39 GMT 2014","","","3E47SOBEYRAT44W209Y53Y6DW5NCIP","A2QQKVIN9R45N6","Approved","Tue Dec 09 02:08:44 GMT 2014","Tue Dec 09 02:21:07 GMT 2014","Tue Dec 09 02:21:07 PST 2014","Mon Dec 08 21:36:03 PST 2014","","","743","100% (26/26)","100% (26/26)","100% (26/26)","Gillibrand launched the Off The Sidelines PAC in order to encourage women to get involved in politics.","Kirsten Gillibrand","nov-pre","0.838223733","5","5","7","1"
"3DWGDA5POFIBGN8BTG32C7IXSAH1VS","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:39 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:39 GMT 2014","","","3I2PTA7R3U8O40W95UKC0JA7SOGQKM","A2UX7ZJEGGU5","Approved","Tue Dec 09 02:41:43 GMT 2014","Tue Dec 09 02:42:07 GMT 2014","Tue Dec 09 02:42:07 PST 2014","Mon Dec 08 21:36:03 PST 2014","","","24","100% (51/51)","100% (50/50)","100% (50/50)","Gillibrand launched the Off The Sidelines PAC in order to encourage women to get involved in politics.","Kirsten Gillibrand","nov-pre","0.838223733","6","4","6","1"
"3DWGDA5POFIBGN8BTG32C7IXSAH1VS","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:39 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:39 GMT 2014","","","3JJVG1YBECBYIB9HFPJG35WQ9YFB55","A2T5CROJ0FWIJY","Approved","Tue Dec 09 01:42:47 GMT 2014","Tue Dec 09 01:43:02 GMT 2014","Tue Dec 09 01:43:02 PST 2014","Mon Dec 08 21:36:03 PST 2014","","","15","100% (39/39)","100% (39/39)","100% (39/39)","Gillibrand launched the Off The Sidelines PAC in order to encourage women to get involved in politics.","Kirsten Gillibrand","nov-pre","0.838223733","6","5","6","1"
"3DWGDA5POFIBGN8BTG32C7IXSAH1VS","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:39 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:39 GMT 2014","","","3OLF68YTNAFL1YXEFNWTU63XGABFA0","AYXRX78MS7V66","Approved","Tue Dec 09 02:16:28 GMT 2014","Tue Dec 09 02:16:45 GMT 2014","Tue Dec 09 02:16:45 PST 2014","Mon Dec 08 21:36:03 PST 2014","","","17","100% (48/48)","100% (48/48)","100% (48/48)","Gillibrand launched the Off The Sidelines PAC in order to encourage women to get involved in politics.","Kirsten Gillibrand","nov-pre","0.838223733","6","6","6","1"
"3ZTE0JGGCE60D69C8168YB7G0EACOQ","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:54 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:54 GMT 2014","","","34FNN24DCNNUVJ2SPHX0BGURU74Y5E","AWSFMGEH1BL8","Approved","Tue Dec 09 02:59:21 GMT 2014","Tue Dec 09 03:01:35 GMT 2014","Tue Dec 09 03:01:35 PST 2014","Mon Dec 08 21:35:59 PST 2014","","","134","100% (6/6)","100% (6/6)","100% (6/6)","In 1970, Laxalt lobbied President Nixon to reduce notorious Teamster leader Jimmy Hoffa after Hoffa was convicted of attempting to bribe Nevada Senator Howard Cannon. While Governor, Laxalt worked with Teamster officials on gambling investments in Nevada.","Paul Laxalt","retired-dead","0.121098462","3","5","3","1"
"3ZTE0JGGCE60D69C8168YB7G0EACOQ","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:54 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:54 GMT 2014","","","36DSNE9QZ6CQ84DB8WSWAZFUYYZJO9","A3G9MSZVWB7W42","Approved","Tue Dec 09 02:57:55 GMT 2014","Tue Dec 09 03:02:21 GMT 2014","Tue Dec 09 03:02:21 PST 2014","Mon Dec 08 21:35:59 PST 2014","","","266","100% (43/43)","100% (43/43)","100% (43/43)","In 1970, Laxalt lobbied President Nixon to reduce notorious Teamster leader Jimmy Hoffa after Hoffa was convicted of attempting to bribe Nevada Senator Howard Cannon. While Governor, Laxalt worked with Teamster officials on gambling investments in Nevada.","Paul Laxalt","retired-dead","0.121098462","5","6","6",""
"3ZTE0JGGCE60D69C8168YB7G0EACOQ","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:54 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:54 GMT 2014","","","3DR23U6WE6SYAGWRQC347T8PSYHET2","AEDV0CBBPU0RE","Approved","Tue Dec 09 02:14:12 GMT 2014","Tue Dec 09 02:15:02 GMT 2014","Tue Dec 09 02:15:02 PST 2014","Mon Dec 08 21:36:00 PST 2014","","","50","100% (50/50)","100% (50/50)","100% (50/50)","In 1970, Laxalt lobbied President Nixon to reduce notorious Teamster leader Jimmy Hoffa after Hoffa was convicted of attempting to bribe Nevada Senator Howard Cannon. While Governor, Laxalt worked with Teamster officials on gambling investments in Nevada.","Paul Laxalt","retired-dead","0.121098462","3","5","3","1"
"3ZTE0JGGCE60D69C8168YB7G0EACOQ","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:54 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:54 GMT 2014","","","3RU7GD8VPP71S782AQEPR0B74M9SPG","A2Q7KP4H6O4P9X","Approved","Tue Dec 09 02:58:55 GMT 2014","Tue Dec 09 02:59:14 GMT 2014","Tue Dec 09 02:59:14 PST 2014","Mon Dec 08 21:36:00 PST 2014","","","19","100% (44/44)","100% (44/44)","100% (44/44)","In 1970, Laxalt lobbied President Nixon to reduce notorious Teamster leader Jimmy Hoffa after Hoffa was convicted of attempting to bribe Nevada Senator Howard Cannon. While Governor, Laxalt worked with Teamster officials on gambling investments in Nevada.","Paul Laxalt","retired-dead","0.121098462","2","6","2","1"
"3ZTE0JGGCE60D69C8168YB7G0EACOQ","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:54 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:54 GMT 2014","","","3ZV9H2YQQELNSZKOWXRJBMBR53E3WV","A3FAURB3U6YND5","Approved","Tue Dec 09 02:59:55 GMT 2014","Tue Dec 09 03:00:18 GMT 2014","Tue Dec 09 03:00:18 PST 2014","Mon Dec 08 21:36:00 PST 2014","","","23","100% (50/50)","100% (50/50)","100% (50/50)","In 1970, Laxalt lobbied President Nixon to reduce notorious Teamster leader Jimmy Hoffa after Hoffa was convicted of attempting to bribe Nevada Senator Howard Cannon. While Governor, Laxalt worked with Teamster officials on gambling investments in Nevada.","Paul Laxalt","retired-dead","0.121098462","4","5","5","1"
"3VEI3XUCZRBM48AW5Y9IC6BSAK9RPS","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:40 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:40 GMT 2014","","","33CID5710577H58PSJKH2BUB7W2L3C","ALLP45O3BDWYM","Approved","Tue Dec 09 01:52:06 GMT 2014","Tue Dec 09 01:52:38 GMT 2014","Tue Dec 09 01:52:38 PST 2014","Mon Dec 08 21:36:14 PST 2014","","","32","100% (14/14)","100% (14/14)","100% (14/14)","Johanns received an award from the National Multiple Sclerosis Society for his work to support funding for autoimmune disease research.","Mike Johanns","nov-post","0.464861005","7","6","6","1"
"3VEI3XUCZRBM48AW5Y9IC6BSAK9RPS","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:40 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:40 GMT 2014","","","3DI28L7YXBSX1WKIOTJU1NPU0FRE1U","A3G9MSZVWB7W42","Approved","Tue Dec 09 02:38:04 GMT 2014","Tue Dec 09 02:38:26 GMT 2014","Tue Dec 09 02:38:26 PST 2014","Mon Dec 08 21:36:14 PST 2014","","","22","100% (43/43)","100% (43/43)","100% (43/43)","Johanns received an award from the National Multiple Sclerosis Society for his work to support funding for autoimmune disease research.","Mike Johanns","nov-post","0.464861005","6","6","6","1"
"3VEI3XUCZRBM48AW5Y9IC6BSAK9RPS","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:40 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:40 GMT 2014","","","3HMVI3QICK6V7119OUVO8QHAIRT1YT","A80VSGAD9H8VE","Approved","Tue Dec 09 02:00:34 GMT 2014","Tue Dec 09 02:00:49 GMT 2014","Tue Dec 09 02:00:49 PST 2014","Mon Dec 08 21:36:14 PST 2014","","","15","100% (50/50)","100% (50/50)","100% (50/50)","Johanns received an award from the National Multiple Sclerosis Society for his work to support funding for autoimmune disease research.","Mike Johanns","nov-post","0.464861005","7","7","7","1"
"3VEI3XUCZRBM48AW5Y9IC6BSAK9RPS","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:40 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:40 GMT 2014","","","3JV9LGBJWUSGH2NA0Q7TDMNE66GOG8","A3KOVCQYR8K3HY","Approved","Tue Dec 09 02:34:07 GMT 2014","Tue Dec 09 02:35:22 GMT 2014","Tue Dec 09 02:35:22 PST 2014","Mon Dec 08 21:36:14 PST 2014","","","75","100% (31/31)","100% (31/31)","100% (31/31)","Johanns received an award from the National Multiple Sclerosis Society for his work to support funding for autoimmune disease research.","Mike Johanns","nov-post","0.464861005","7","6","6","1"
"3VEI3XUCZRBM48AW5Y9IC6BSAK9RPS","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:40 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:40 GMT 2014","","","3TOK3KHVJUWXO9C97N3Z79AL7307OR","A5LZENCNU4T1V","Approved","Tue Dec 09 02:57:39 GMT 2014","Tue Dec 09 02:58:01 GMT 2014","Tue Dec 09 02:58:01 PST 2014","Mon Dec 08 21:36:15 PST 2014","","","22","100% (28/28)","100% (28/28)","100% (28/28)","Johanns received an award from the National Multiple Sclerosis Society for his work to support funding for autoimmune disease research.","Mike Johanns","nov-post","0.464861005","7","5","7","1"
"39WICJI5AT6OZAR0HH6OL6AQE50Z3H","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:39 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:39 GMT 2014","","","32VNZTT0A8I32ZM6XHMWYSVGRONR4T","AE837QZ9XU1UQ","Approved","Tue Dec 09 01:56:34 GMT 2014","Tue Dec 09 01:56:59 GMT 2014","Tue Dec 09 01:56:59 PST 2014","Mon Dec 08 21:36:04 PST 2014","","","25","100% (50/50)","100% (50/50)","100% (50/50)","Rockefeller faced criticism from West Virginia coal companies, which claimed that he was out of touch.","Jay Rockefeller","august","0.838618834","3","2","4","1"
"39WICJI5AT6OZAR0HH6OL6AQE50Z3H","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:39 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:39 GMT 2014","","","33IZTU6J82F61GATWHO6LDXA6LLXSC","A9IGTAK087DB9","Approved","Tue Dec 09 03:49:41 GMT 2014","Tue Dec 09 03:50:13 GMT 2014","Tue Dec 09 03:50:13 PST 2014","Mon Dec 08 21:36:04 PST 2014","","","32","100% (11/11)","100% (11/11)","100% (11/11)","Rockefeller faced criticism from West Virginia coal companies, which claimed that he was out of touch.","Jay Rockefeller","august","0.838618834","3","5","3","1"
"39WICJI5AT6OZAR0HH6OL6AQE50Z3H","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:39 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:39 GMT 2014","","","378XPAWRUDR5BPZ4GV2EX3GPW22AIL","ABOEYY9Y0PFRI","Approved","Tue Dec 09 02:10:43 GMT 2014","Tue Dec 09 02:11:05 GMT 2014","Tue Dec 09 02:11:05 PST 2014","Mon Dec 08 21:36:04 PST 2014","","","22","100% (51/51)","100% (50/50)","100% (50/50)","Rockefeller faced criticism from West Virginia coal companies, which claimed that he was out of touch.","Jay Rockefeller","august","0.838618834","3","3","4","1"
"39WICJI5AT6OZAR0HH6OL6AQE50Z3H","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:39 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:39 GMT 2014","","","3A1COHJ8NK9RW6V5DF0F109F61KH8S","A1GKEEI844CEKI","Approved","Tue Dec 09 01:37:00 GMT 2014","Tue Dec 09 01:37:30 GMT 2014","Tue Dec 09 01:37:30 PST 2014","Mon Dec 08 21:36:04 PST 2014","","","30","100% (50/50)","100% (50/50)","100% (50/50)","Rockefeller faced criticism from West Virginia coal companies, which claimed that he was out of touch.","Jay Rockefeller","august","0.838618834","3","5","3","1"
"39WICJI5AT6OZAR0HH6OL6AQE50Z3H","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:39 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:39 GMT 2014","","","3KV0LJBBH3ZJ6PBC3LMSKMCGDFEMRP","A1A8L6LU8E2YOA","Approved","Tue Dec 09 02:58:46 GMT 2014","Tue Dec 09 02:58:58 GMT 2014","Tue Dec 09 02:58:58 PST 2014","Mon Dec 08 21:36:04 PST 2014","","","12","100% (36/36)","100% (36/36)","100% (36/36)","Rockefeller faced criticism from West Virginia coal companies, which claimed that he was out of touch.","Jay Rockefeller","august","0.838618834","2","5","3","1"
"3T6SSHJUZFOHUNK92GPPPH9P1AWII4","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:54 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:54 GMT 2014","","","35USIKEBNSUW2OYSNYYUM6AKMI4N6M","AS9E0S6DBSWH7","Approved","Tue Dec 09 01:50:34 GMT 2014","Tue Dec 09 01:51:06 GMT 2014","Tue Dec 09 01:51:06 PST 2014","Mon Dec 08 21:36:00 PST 2014","","","32","100% (32/32)","100% (30/30)","100% (30/30)","According to GovTrack, Leahy is the Senator who has sponsored the most bipartisan bills. 61% of bills had both Democratic and Republican co-sponsors.","Patrick Leahy","august","0.122371647","5","6","5","1"
"3T6SSHJUZFOHUNK92GPPPH9P1AWII4","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:54 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:54 GMT 2014","","","3FTF2T8WLSW97194D6ST2ZED5VFW9W","A80VSGAD9H8VE","Approved","Tue Dec 09 01:50:39 GMT 2014","Tue Dec 09 01:51:04 GMT 2014","Tue Dec 09 01:51:04 PST 2014","Mon Dec 08 21:36:00 PST 2014","","","25","100% (50/50)","100% (50/50)","100% (50/50)","According to GovTrack, Leahy is the Senator who has sponsored the most bipartisan bills. 61% of bills had both Democratic and Republican co-sponsors.","Patrick Leahy","august","0.122371647","4","5","4","1"
"3T6SSHJUZFOHUNK92GPPPH9P1AWII4","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:54 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:54 GMT 2014","","","3HMVI3QICK6V7119OUVO8QHAIRX1YX","A3454T4PU9GJM0","Approved","Tue Dec 09 02:39:30 GMT 2014","Tue Dec 09 02:40:31 GMT 2014","Tue Dec 09 02:40:31 PST 2014","Mon Dec 08 21:36:01 PST 2014","","","61","100% (49/49)","100% (49/49)","100% (49/49)","According to GovTrack, Leahy is the Senator who has sponsored the most bipartisan bills. 61% of bills had both Democratic and Republican co-sponsors.","Patrick Leahy","august","0.122371647","5","5","5","1"
"3T6SSHJUZFOHUNK92GPPPH9P1AWII4","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:54 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:54 GMT 2014","","","3NLZY2D53Q3ZO6ERQUWDFJNMHOKQLO","A2UX7ZJEGGU5","Approved","Tue Dec 09 02:32:29 GMT 2014","Tue Dec 09 02:33:33 GMT 2014","Tue Dec 09 02:33:33 PST 2014","Mon Dec 08 21:36:01 PST 2014","","","64","100% (51/51)","100% (50/50)","100% (50/50)","According to GovTrack, Leahy is the Senator who has sponsored the most bipartisan bills. 61% of bills had both Democratic and Republican co-sponsors.","Patrick Leahy","august","0.122371647","6","5","6","1"
"3T6SSHJUZFOHUNK92GPPPH9P1AWII4","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:54 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:54 GMT 2014","","","3UXUOQ9OKFB8M5I8X4YH6EQGIMPA7O","A3NU1SQPI1NXY4","Approved","Tue Dec 09 01:49:52 GMT 2014","Tue Dec 09 01:50:20 GMT 2014","Tue Dec 09 01:50:20 PST 2014","Mon Dec 08 21:36:01 PST 2014","","","28","100% (50/50)","100% (50/50)","100% (50/50)","According to GovTrack, Leahy is the Senator who has sponsored the most bipartisan bills. 61% of bills had both Democratic and Republican co-sponsors.","Patrick Leahy","august","0.122371647","4","5","3","1"
"3L21G7IH47ASKH3GYRQMJ6MRARJ1Y1","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:40 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:40 GMT 2014","","","3DEL4X4EL7Z3X2M2VNGV3ZLBN6BYXL","ANBP9PU6EH8DB","Approved","Tue Dec 09 02:35:12 GMT 2014","Tue Dec 09 02:35:54 GMT 2014","Tue Dec 09 02:35:54 PST 2014","Mon Dec 08 21:36:15 PST 2014","","","42","100% (43/43)","100% (43/43)","100% (43/43)","The Arkansas Times labelled Boozman 'Hypocrite of the Day' after seeking disaster relief money from FEMA for Arkansas to cope with winter storm costs while at the same time opposing disaster aid for Hurricane Sandy victims.","John Boozman","nov-post","0.465025847","7","7","7","1"
"3L21G7IH47ASKH3GYRQMJ6MRARJ1Y1","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:40 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:40 GMT 2014","","","3LRLIPTPERNWHKPSGYNQAJV2O6PKA4","A18JA2145UWXG","Approved","Tue Dec 09 01:48:25 GMT 2014","Tue Dec 09 01:48:54 GMT 2014","Tue Dec 09 01:48:54 PST 2014","Mon Dec 08 21:36:15 PST 2014","","","29","100% (16/16)","100% (16/16)","100% (16/16)","The Arkansas Times labelled Boozman 'Hypocrite of the Day' after seeking disaster relief money from FEMA for Arkansas to cope with winter storm costs while at the same time opposing disaster aid for Hurricane Sandy victims.","John Boozman","nov-post","0.465025847","2","6","1","1"
