"Respnum","Sample","VersionQ3_4","VersionQ33","demog_age_list","demog_state","demog_state_region","weather_pastsummer_v3","weather_pastwinter","gw_belief","believer_confidence","believer_cause","believer_factor_open","believer_factor_open_coded","gw_concern","gw_prevent","govt_fed_v2","govt_effectiveness_v2","believer_factor_glaciers","believer_factor_warmer","believer_factor_hurricane","believer_factor_mildwint","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","carbontax_support","carbontax_cost10pct","carbontax_revneutral_v1","carbontax_rev4research_v1","carbontax_rev4debt_v2","willing2pay_temprise_open","willing2pay_temprise_coded","gw_techsolveprob","gw_adapt","state_rps_neighbr","carbontax_price_nocost","carbontax_price_8cpg","carbontax_price_42cpg","rps_support_v2","vehicle_evrebate","coalfpp_support_phaseout","wind_noise","wind_climate","wind_visual","wind_jobs","wind_propvalue","wind_mycommunity","coal_leavinground_v2","willing2pay_list","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_income","demog_gender","Date_Time","Weight"
169,"C","A","A",3,"FL",2,1,1,1,1,3,"EVIDENCE AND COMMON SENSE",4,1,1,1,1,1,1,2,1,1,1,,,,,,,2,2,98,1,4,"NOT SURE",98,2,3,2,2,-9,-9,1,2,3,98,2,3,2,98,2,2,98,1,1,2,4,1,4,3,,1,"10/18/2016 5:48:04",0.58
170,"C","B","A",1,"MD",2,2,2,1,2,1,"SEASONS HAVE CHANGED SINCE I'VE BEEN IN THE US FOR THE PAST NINE YEARS",3,1,1,1,1,1,1,2,2,2,2,,,,,,,1,1,1,1,2,"10%",7,2,4,3,1,-9,-9,1,1,1,4,2,4,1,98,2,2,3,5,5,,5,5,98,4,,1,"10/18/2016 5:49:09",1.26
171,"C","A","C",1,"TN",2,2,2,2,,,,,,,-9,,,,,,,,1,"PERSONAL OBSERVATION",1,1,2,1,4,4,2,2,4,"ZERO",1,4,2,2,-9,-9,4,2,98,4,4,4,4,1,4,1,1,3,1,3,,3,5,4,1,4,1,"10/18/2016 5:56:20",0.73
172,"C","B","B",3,"MA",1,1,2,98,,,,,,,-9,,,,,,,,,,,,,,1,1,1,2,3,"$10.00",2,1,3,4,-9,2,-9,1,2,3,3,2,4,3,3,1,2,4,1,2,,4,3,1,4,,2,"10/18/2016 6:00:22",0.99
173,"C","A","A",3,"PA",1,2,2,98,,,,,,,-9,,,,,,,,,,,,,,2,3,3,3,3,"ZERO",1,1,4,1,4,-9,-9,1,1,4,2,2,3,1,2,2,3,2,1,1,2,4,2,2,2,4,2,"10/18/2016 6:03:28",1.09
174,"C","B","C",3,"NY",1,3,2,1,1,1,"HIGH TIDE",11,2,1,1,1,2,2,2,1,1,2,,,,,,,3,3,1,1,2,"ZERO",1,1,4,3,-9,-9,2,1,2,3,4,2,4,1,3,1,2,2,1,98,,5,1,4,4,4,1,"10/18/2016 6:03:30",0.63
175,"C","A","A",1,"NJ",1,1,1,1,1,1,"THE RESEARCH",4,1,1,1,1,1,2,2,2,1,1,,,,,,,2,2,2,2,2,"$25.00",2,2,3,3,1,-9,-9,1,1,1,4,1,3,2,4,1,2,5,1,7,,5,5,4,4,6,2,"10/18/2016 6:03:35",0.89
176,"C","B","B",2,"WV",2,1,5,2,,,,,,,-9,,,,,,,,1,"SCIENCE",5,4,3,4,4,4,3,4,4,"ZERO",1,2,1,1,-9,4,-9,4,4,3,98,1,1,1,1,3,1,1,1,,,1,1,,98,98,2,"10/18/2016 6:04:17",1.64
177,"C","B","B",3,"VA",2,5,5,1,1,3,"GLACIERS MELTING",1,2,1,1,1,1,2,2,1,4,1,,,,,,,1,1,98,1,4,"$20.00",2,1,4,98,-9,1,-9,1,1,1,98,2,98,1,2,1,2,5,1,3,,3,4,4,3,5,2,"10/18/2016 6:07:07",0.94
178,"C","A","A",1,"TN",2,5,5,1,2,3,"TEMPATURE CHANGES",2,2,2,-9,1,1,3,3,3,2,3,,,,,,,3,3,4,2,98,"ZERO",1,98,98,98,2,-9,-9,1,2,2,1,1,2,3,1,1,3,1,1,,,3,2,1,5,5,2,"10/18/2016 6:08:53",0.94
179,"C","A","B",1,"AZ",4,98,98,1,1,3,"MELTING ICE",1,2,98,2,1,1,2,2,2,2,2,,,,,,,3,1,1,2,2,"$35.00",2,2,4,2,-9,2,-9,1,1,1,3,2,4,2,98,1,2,2,2,1,2,3,5,1,2,5,1,"10/18/2016 6:11:41",1.41
180,"C","B","A",3,"OH",3,5,1,1,2,3,"A LOT DRIER AND WARMER",3,2,2,-9,1,3,3,3,3,2,3,,,,,,,4,2,4,1,98,"5 PERCENT",7,3,1,3,4,-9,-9,1,1,1,4,1,4,1,4,1,3,2,1,6,,3,1,1,3,6,1,"10/18/2016 6:12:51",0.58
181,"C","A","A",2,"FL",2,2,1,1,1,1,"THE NEWS",6,1,1,1,1,1,2,2,1,2,2,,,,,,,1,2,2,2,3,"$5.00",2,1,2,3,4,-9,-9,1,1,4,2,2,3,1,3,1,3,3,1,1,2,3,1,4,4,,2,"10/18/2016 6:13:05",1.34
182,"C","A","C",4,"FL",2,2,2,98,,,,,,,-9,,,,,,,,,,,,,,2,2,1,1,2,"10 PERCENT",7,2,3,4,-9,-9,4,98,2,98,2,4,3,4,2,4,3,2,9,2,,2,1,1,3,1,2,"10/18/2016 6:14:41",2.58
183,"C","B","C",3,"GA",2,2,3,1,1,1,"HUMAN ACTIVITY",8,1,1,1,2,2,2,1,1,1,2,,,,,,,1,1,2,2,2,"$20.00",2,2,3,3,-9,-9,3,2,3,2,3,2,2,1,2,2,2,3,1,6,,5,5,4,3,4,1,"10/18/2016 6:18:57",0.63
184,"C","A","B",3,"FL",2,1,2,1,1,1,"HUMAN FACTORS",8,3,2,-9,2,1,1,2,1,2,1,,,,,,,4,4,4,1,4,"ZERO",1,3,4,4,-9,4,-9,1,4,4,1,4,1,1,1,1,2,1,1,6,,1,5,4,1,4,1,"10/18/2016 6:20:00",1.03
185,"C","B","B",3,"PA",1,5,2,98,,,,,,,-9,,,,,,,,,,,,,,3,3,1,1,2,"5 PERCENT",7,1,3,2,-9,1,-9,1,1,4,4,1,2,2,1,1,2,5,1,2,,4,5,2,3,6,1,"10/18/2016 6:21:25",0.53
186,"C","A","B",3,"MA",1,1,2,2,,,,,,,-9,,,,,,,,2,"SCIENCE SHOWS",5,2,1,3,3,3,3,4,4,"ZERO",1,1,3,4,-9,3,-9,1,4,3,1,3,4,1,1,3,98,1,5,,,5,5,,,,1,"10/18/2016 6:38:07",1.26
187,"C","A","C",1,"NY",1,2,2,1,1,3,"WEATHER",3,3,1,1,1,2,1,98,2,2,3,,,,,,,3,3,2,2,98,"ZERO",1,3,3,3,-9,-9,4,2,1,2,1,2,2,1,2,3,98,,1,1,2,2,5,,,,1,"10/18/2016 6:41:57",0.66
188,"C","B","B",4,"OK",2,2,5,1,1,2,"WEATHER HAS CHANGED",3,3,98,1,98,1,2,1,2,2,1,,,,,,,4,98,4,2,98,"$10.00",2,4,1,98,-9,4,-9,3,4,3,98,98,98,2,2,98,2,1,1,1,1,3,2,2,1,1,2,"10/18/2016 6:44:41",0.92
189,"C","A","C",3,"NY",1,1,2,1,2,2,"I AM LIVING IT",2,3,2,-9,2,2,2,2,2,2,4,,,,,,,3,3,2,2,3,"ZERO",1,4,2,2,-9,-9,4,2,2,3,98,3,3,3,2,2,3,1,1,6,,3,5,2,1,4,1,"10/18/2016 6:45:03",0.73
190,"C","B","C",3,"ID",4,5,5,2,,,,,,,-9,,,,,,,,1,"IN A CYCLE",2,4,1,1,4,4,4,4,4,"ZERO",1,4,4,4,-9,-9,4,1,2,4,4,4,4,2,98,1,1,1,1,,,,3,98,3,3,1,"10/18/2016 6:48:34",0.64
191,"C","B","A",1,"MD",2,1,1,1,4,3,"CHANGES IN WEATHER",3,3,2,-9,1,2,1,2,2,1,2,,,,,,,2,2,2,3,2,"ZERO",1,3,2,2,3,-9,-9,2,2,3,3,2,3,2,2,2,2,3,1,2,,3,5,2,2,4,1,"10/18/2016 6:49:19",0.73
192,"C","A","A",1,"VA",2,2,4,98,,,,,,,-9,,,,,,,,,,,,,,98,3,1,2,2,"ZERO",1,1,2,2,98,-9,-9,2,3,2,4,1,2,1,1,3,3,1,2,1,2,4,5,4,4,6,2,"10/18/2016 6:51:13",1.82
193,"C","B","B",1,"OH",3,2,5,1,1,3,"NEWS ARTICLES",6,2,1,1,1,1,2,3,1,1,2,,,,,,,2,2,1,3,3,"$10.00 TO 45.00",2,1,4,2,-9,2,-9,2,2,4,4,3,4,1,2,1,2,1,1,2,,2,5,4,4,98,1,"10/18/2016 6:53:56",0.66
194,"C","A","C",4,"IL",3,1,2,1,1,1,"POLLUTION",8,2,1,2,1,1,2,3,2,4,1,,,,,,,1,2,1,1,4,"$50.00",2,2,3,3,-9,-9,2,2,2,2,3,3,4,1,4,1,3,4,1,98,,5,2,3,5,1,1,"10/18/2016 6:56:01",0.41
195,"C","D","C",4,"WA",4,1,98,1,2,3,"MELTING ICE",1,1,1,1,1,1,1,2,3,2,1,,,,,,,1,2,3,2,2,"NOT SURE",98,1,2,3,-9,-9,3,1,2,4,98,98,98,1,2,4,2,2,1,6,,2,1,1,98,2,1,"10/18/2016 7:28:55",0.48
196,"C","C","A",1,"WA",4,3,2,1,1,1,"WHAT I READ ABOUT IT",6,2,1,1,1,2,2,4,3,3,4,,,,,,,98,3,2,1,98,"15 PERCENT",7,2,2,4,2,-9,-9,2,2,2,3,3,3,2,2,1,2,3,5,1,2,4,3,4,4,6,2,"10/18/2016 7:29:09",1.67
197,"C","D","C",1,"PA",1,2,2,98,,,,,,,-9,,,,,,,,,,,,,,2,3,3,2,3,"ZERO",1,2,4,2,-9,-9,4,2,2,4,2,2,2,1,3,2,3,1,1,,,2,5,4,3,,2,"10/18/2016 7:35:58",1.07
198,"C","C","C",1,"CO",4,5,5,1,2,1,"WE HAVE NOT HAD SNOW IN LAST FEW YEARS UNTIL MID DEC",2,2,1,1,1,1,1,1,1,1,1,,,,,,,2,2,2,1,1,"NOT SURE",98,98,4,2,-9,-9,2,1,2,4,2,98,98,2,98,1,3,2,9,6,,2,5,1,3,2,2,"10/18/2016 7:40:11",2.71
199,"C","D","C",1,"IL",3,98,2,1,1,3,"POLLUTION CARELESSNESS",8,2,1,1,1,1,1,2,1,1,1,,,,,,,1,1,1,1,1,"NOT SURE",98,3,2,1,-9,-9,3,1,1,2,4,1,1,1,98,1,1,1,1,1,2,2,1,1,5,1,2,"10/18/2016 7:41:59",1.14
200,"C","D","B",4,"RI",1,2,1,2,,,,,,,-9,,,,,,,,1,"CYCLES",2,4,4,4,4,1,1,1,1,"ZERO",1,1,98,98,-9,1,-9,1,4,4,4,1,4,1,1,98,98,2,,,,,5,,,,1,"10/18/2016 7:42:11",0.6
201,"C","C","C",1,"OH",3,5,2,2,,,,,,,-9,,,,,,,,1,"STUDIES",5,1,1,1,4,4,4,4,4,"ZERO",1,4,3,4,-9,-9,4,4,4,4,4,4,4,2,2,98,3,5,1,6,,2,3,4,1,6,1,"10/18/2016 7:42:37",0.61
202,"C","C","C",1,"MN",3,5,4,98,,,,,,,-9,,,,,,,,,,,,,,4,4,4,1,1,"ZERO",1,98,4,2,-9,-9,4,2,4,4,4,2,2,2,2,2,3,1,1,6,,2,5,4,1,3,2,"10/18/2016 7:42:57",1.09
203,"C","D","A",3,"WV",2,5,3,98,,,,,,,-9,,,,,,,,,,,,,,98,3,2,98,2,"ZERO",1,98,3,98,98,-9,-9,2,2,3,98,2,98,2,3,2,3,1,1,1,2,2,1,2,2,,1,"10/18/2016 7:43:23",0.66
204,"C","C","A",3,"OH",3,5,3,2,,,,,,,-9,,,,,,,,2,"I JUST DONT BELIEVE THEY ARE",1,3,1,1,4,4,4,4,4,"THAT'S NOT TRUE",,98,4,4,4,-9,-9,4,4,4,1,4,4,2,2,2,1,1,1,1,2,4,5,4,2,6,1,"10/18/2016 7:44:00",0.53
205,"C","D","A",3,"PA",1,2,2,1,1,3,"NEWS REPORTS",6,2,1,1,1,1,2,2,4,1,3,,,,,,,2,1,4,2,1,"10 PERCENT",7,3,4,1,2,-9,-9,2,1,4,3,2,3,2,1,2,3,4,1,6,,4,1,2,3,,1,"10/18/2016 7:47:27",0.58
206,"C","C","B",3,"GA",2,5,5,2,,,,,,,-9,,,,,,,,4,"MOTHER NATURE CAUSES CHANGES",2,4,1,2,3,3,1,2,3,"ZERO",1,3,3,3,-9,4,-9,1,3,4,4,3,3,1,2,4,2,1,1,6,,2,6,1,3,2,2,"10/18/2016 7:48:15",1.08
207,"C","D","C",4,"DE",2,3,98,1,1,2,"STANDARD EBB AND FLOW OF WEATHER PATTERNS",9,1,2,-9,2,3,3,3,3,3,1,,,,,,,4,4,4,4,4,"ZERO",1,4,4,2,-9,-9,4,2,4,4,1,2,98,2,2,1,1,1,1,1,2,5,1,4,1,6,1,"10/18/2016 7:55:09",0.29
208,"C","C","A",2,"TN",2,3,1,1,2,3,"OCEAN TIDES AND ICE MELTING",11,2,1,1,1,1,3,2,3,2,1,,,,,,,2,2,3,1,3,"ZERO",1,2,3,2,2,-9,-9,1,2,2,3,2,3,2,3,1,2,1,9,2,,2,1,1,3,,2,"10/18/2016 8:00:05",3
209,"C","D","A",1,"OR",4,2,1,1,1,1,"SCIENCE",4,1,1,1,1,1,2,2,1,1,2,,,,,,,1,1,1,1,3,"WHATEVER IT TAKES",7,2,2,4,1,-9,-9,1,1,1,3,1,4,2,3,1,1,5,1,7,,2,5,1,3,2,1,"10/18/2016 8:00:32",0.67
210,"C","C","B",4,"NY",1,2,3,1,1,3,"CYCLICAL",9,1,98,98,1,1,3,2,3,2,2,,,,,,,1,1,4,1,1,"ZERO",1,1,4,1,-9,1,-9,1,1,2,98,3,3,2,4,1,2,1,1,3,,5,1,1,5,,2,"10/18/2016 8:01:19",0.75
211,"C","D","B",1,"CA",4,2,5,1,1,3,"WEATHER",3,1,1,1,1,1,1,3,3,1,1,,,,,,,2,2,1,3,4,"NOT SURE",98,1,3,2,-9,2,-9,2,3,2,3,1,3,1,1,1,2,3,1,,,3,5,1,3,,2,"10/18/2016 8:03:21",1.04
212,"C","C","A",3,"IA",3,2,3,98,,,,,,,-9,,,,,,,,,,,,,,2,4,4,4,4,"TEMPS ARE GODS WILL SO GO",,2,4,4,4,-9,-9,1,1,4,3,4,4,1,3,2,1,3,5,5,,4,5,4,4,6,1,"10/18/2016 8:05:37",1.26
213,"C","D","C",2,"NC",2,98,3,1,1,1,"DROUGHTS SUNS RAYS ARE HOTTER",3,2,1,1,1,2,2,4,2,1,2,,,,,,,2,1,2,2,3,"NOT SURE",98,2,3,3,-9,-9,3,1,1,2,3,1,2,1,1,1,2,2,1,6,,2,1,1,1,2,1,"10/18/2016 8:09:21",0.97
214,"C","C","C",2,"PA",1,1,5,1,2,3,"WEATHER",3,2,98,1,1,1,1,2,2,4,3,,,,,,,2,2,3,1,4,"ZERO",1,2,3,3,-9,-9,4,2,2,98,98,2,3,1,2,1,2,2,1,,,3,5,4,3,4,2,"10/18/2016 8:09:46",1.44
215,"C","D","A",1,"NY",1,5,2,1,1,1,"INCREASING GLOBAL LEVELS OF HEAT",2,2,1,1,1,1,2,2,2,2,2,,,,,,,4,1,4,4,4,"$50.00",2,1,4,4,4,-9,-9,4,4,4,4,1,4,1,4,1,3,3,1,1,2,4,5,2,2,3,1,"10/18/2016 8:18:48",0.6
216,"C","C","B",2,"FL",2,5,98,1,1,1,"HUMAN FACTOR",8,1,1,1,1,1,2,2,4,1,1,,,,,,,4,4,1,1,2,"$100.00",3,2,4,4,-9,4,-9,1,1,2,98,98,4,3,3,1,2,5,10,6,,4,5,1,3,5,2,"10/18/2016 8:19:06",1.36
217,"C","D","C",4,"MD",2,5,98,1,2,3,"THEIR WEATHER",3,3,2,-9,98,2,2,3,1,3,4,,,,,,,2,3,3,1,4,"ZERO",1,2,2,2,-9,-9,4,1,3,4,3,3,3,1,3,1,2,2,1,2,,2,1,1,3,4,2,"10/18/2016 8:22:26",0.98
218,"C","C","A",1,"AL",2,2,3,1,2,2,"RESEARCH",4,3,2,-9,2,2,3,2,3,2,2,,,,,,,3,2,1,2,2,"5 PERCENT",7,3,3,4,2,-9,-9,4,2,3,2,4,1,3,1,4,3,1,1,1,2,4,5,4,2,6,1,"10/18/2016 8:27:22",0.53
219,"C","D","B",2,"GA",2,98,5,1,1,3,"WHAT IS HAPPENING IN ANTARCTICA",1,2,98,98,1,1,4,2,1,2,2,,,,,,,1,2,1,1,1,"10 PERCENT",7,2,2,2,-9,4,-9,1,2,2,2,2,2,2,1,3,2,2,5,2,,5,5,,4,6,2,"10/18/2016 8:27:55",1.92
220,"C","C","A",3,"NJ",1,1,1,1,1,3,"ITS BEEN A LOT HOTTER",2,2,1,1,1,1,1,1,2,1,1,,,,,,,4,4,2,2,3,"ZERO",1,3,3,2,98,-9,-9,2,3,98,2,3,2,2,3,2,98,1,1,2,,3,1,2,1,2,2,"10/18/2016 8:29:54",1.05
221,"C","C","C",4,"NC",2,2,4,2,,,,,,,-9,,,,,,,,1,"WEATHER WAS WARMER YEARS AGO",1,1,4,2,4,4,4,4,4,"ZERO",1,4,4,2,-9,-9,4,3,98,4,3,98,98,2,2,2,3,1,2,1,2,3,1,2,1,2,1,"10/18/2016 8:31:58",1.33
222,"C","D","C",1,"CA",4,3,5,1,1,1,"SCIENTIFIC REPORTS",4,1,2,-9,2,1,1,3,4,2,4,,,,,,,4,4,1,1,1,"ZERO",1,4,1,3,-9,-9,4,1,1,1,2,98,4,1,4,1,98,2,5,6,,3,5,1,3,2,1,"10/18/2016 8:32:51",1.37
223,"C","C","A",3,"CA",4,1,1,1,1,2,"HOTTER AND HAVEN'T HAD MUCH RAIN",2,2,2,-9,2,2,2,2,4,1,2,,,,,,,98,3,2,98,3,"ZERO",1,4,2,2,3,-9,-9,3,1,1,3,2,4,1,3,2,2,1,10,2,,2,1,98,98,1,2,"10/18/2016 8:39:33",1.31
224,"C","D","C",1,"CA",4,1,3,1,1,1,"INFORMATION NEWS",6,1,1,1,1,1,2,2,2,3,2,,,,,,,1,1,1,1,2,"$100.00",3,2,1,1,-9,-9,2,1,1,1,4,2,3,1,3,1,2,6,1,3,,4,2,1,5,5,1,"10/18/2016 8:44:14",0.48
225,"C","D","B",3,"CA",4,3,1,1,1,2,"NATURAL PATTERNS",9,4,1,2,2,4,4,4,4,2,4,,,,,,,4,4,1,4,4,"ZERO",1,1,4,1,-9,4,-9,1,1,4,4,4,1,1,2,1,3,2,10,2,,4,1,2,3,5,1,"10/18/2016 8:44:31",0.65
226,"C","C","A",4,"GA",2,2,5,2,,,,,,,-9,,,,,,,,1,"THE BIBLE",6,2,1,4,3,3,3,3,3,"ZERO",1,3,2,3,98,-9,-9,3,3,3,3,3,2,98,98,3,3,1,1,1,1,3,5,98,1,,2,"10/18/2016 8:52:34",0.85
227,"C","C","C",1,"IL",3,98,98,1,1,3,"OBSCURE WINTER SEASON",3,2,1,1,1,1,1,1,2,1,1,,,,,,,1,1,1,1,1,"ZERO",1,1,4,2,-9,-9,1,1,1,4,4,2,4,2,2,1,1,1,9,2,,4,2,1,1,2,1,"10/18/2016 9:01:46",2.22
228,"C","D","C",2,"NM",4,5,4,98,,,,,,,-9,,,,,,,,,,,,,,4,98,4,2,4,"MONEY IS NOT THE ANSWER",1,1,1,3,-9,-9,4,1,1,4,4,98,98,2,98,1,1,1,1,,,3,5,4,1,2,1,"10/18/2016 9:01:59",0.94
229,"C","C","A",4,"MA",1,2,3,2,,,,,,,-9,,,,,,,,1,"WINTERS ARE VERY COLD",1,1,1,1,4,4,4,4,4,"ZERO",1,1,4,3,4,-9,-9,1,1,4,2,4,2,1,3,2,3,2,1,2,,4,1,2,1,,2,"10/18/2016 9:03:15",0.8
230,"C","D","A",1,"TX",2,2,3,1,1,1,"EVIDNECE FROM SCIENTSITS",4,1,1,2,1,1,2,2,2,2,2,,,,,,,2,2,2,2,2,"$20.00",2,2,4,2,2,-9,-9,1,2,2,3,4,4,1,4,1,2,2,1,7,,3,5,98,5,1,1,"10/18/2016 9:04:31",0.7
231,"C","C","A",2,"IL",3,2,2,98,,,,,,,-9,,,,,,,,,,,,,,98,3,2,98,3,"ZERO",1,3,3,3,98,-9,-9,3,3,3,98,98,98,2,98,3,3,1,1,6,,2,1,2,2,,2,"10/18/2016 9:06:40",1.37
232,"C","C","C",1,"MI",3,1,5,1,3,3,"WEATHER, REPORTS.  SEASONS MORE RADICAL, POLAR ICE MELTS.",3,1,98,1,1,1,3,2,3,3,3,,,,,,,98,1,3,1,4,"$20.00",2,2,3,1,-9,-9,2,3,1,4,2,4,4,1,4,1,2,1,1,6,,2,5,4,98,98,1,"10/18/2016 9:08:51",0.66
233,"C","D","C",4,"MO",3,98,98,1,1,1,"PRINTED INFORMATION",6,1,1,1,1,1,3,1,1,1,1,,,,,,,1,4,1,2,4,"ZERO",1,1,3,2,-9,-9,2,2,4,4,4,2,3,2,4,1,98,1,1,6,,5,1,4,4,6,1,"10/18/2016 9:11:50",0.29
234,"C","C","A",2,"TX",2,2,1,1,1,3,"FOSSIL FUEL",8,2,1,1,2,2,3,3,1,2,1,,,,,,,1,4,2,1,2,"$10.00",2,2,2,1,1,-9,-9,1,1,2,4,1,3,1,3,1,2,5,5,7,,4,4,1,5,6,2,"10/18/2016 9:22:34",1.97
235,"C","D","A",3,"MN",3,5,4,2,,,,,,,-9,,,,,,,,2,"NATURAL CYCLE",2,3,2,1,3,2,2,3,2,"ZERO",1,2,2,2,2,-9,-9,2,1,4,3,2,3,2,2,2,1,98,1,1,2,3,3,4,2,,1,"10/18/2016 9:30:05",0.63
236,"C","D","A",1,"CA",4,5,2,1,1,2,"CHANGES IN WEATHER",3,2,1,1,2,4,3,3,4,3,3,,,,,,,3,2,2,2,3,"5 PERCENT",7,2,98,3,4,-9,-9,2,2,3,4,3,4,1,98,1,3,3,1,,,4,5,4,3,6,2,"10/18/2016 9:31:24",0.94
237,"C","D","A",3,"KS",3,2,4,1,1,2,"THE RISING LOSS OF TREES IN THE FORESTS",8,1,2,-9,2,3,1,3,3,2,1,,,,,,,1,2,2,2,2,"ZERO",1,1,4,3,3,-9,-9,1,1,4,1,2,2,1,2,4,3,1,1,1,1,2,1,1,4,,2,"10/18/2016 9:32:17",1.07
238,"C","C","A",3,"AL",2,2,2,1,4,1,"HUMAN FACTOR",8,4,2,-9,2,3,4,2,2,1,1,,,,,,,4,4,3,3,4,"$10.00",2,1,3,3,1,-9,-9,1,4,3,1,1,2,1,2,4,2,1,1,6,,2,5,4,5,98,2,"10/18/2016 9:41:04",1.07
239,"C","D","C",4,"IL",3,1,3,1,98,1,"NEWS REPORTS",6,2,1,1,1,2,3,2,2,2,2,,,,,,,3,3,4,4,4,"OPPOSE GIVING MORE MONEY",1,2,3,1,-9,-9,4,2,4,4,3,2,3,1,4,1,3,4,1,1,1,5,1,2,1,4,1,"10/18/2016 9:44:43",0.44
240,"C","C","B",2,"WA",4,98,98,1,2,1,"MELTING ICE",1,2,1,1,1,1,1,3,3,2,2,,,,,,,1,1,4,1,2,"$15.00",2,1,1,4,-9,2,-9,1,1,1,4,1,4,98,2,1,1,2,5,5,,5,5,4,4,,1,"10/18/2016 9:48:44",1.56
241,"C","D","A",2,"CA",4,5,5,1,1,3,"POLLUTION",8,2,1,1,1,2,2,2,2,1,2,,,,,,,2,2,2,1,1,"$100.00",3,3,3,3,2,-9,-9,2,1,3,2,2,2,1,4,2,3,3,1,,,5,5,1,5,3,1,"10/18/2016 9:49:59",0.85
242,"C","D","A",1,"NC",2,5,5,1,1,3,"DATA",4,1,1,1,1,1,98,1,98,98,2,,,,,,,2,1,1,1,3,"$10.00",2,1,3,1,98,-9,-9,1,1,1,98,1,4,1,4,1,2,4,1,7,,4,4,1,5,3,2,"10/19/2016 5:08:20",1.01
243,"C","C","A",3,"MA",1,2,5,1,1,1,"NEWS",6,1,1,1,1,2,1,2,4,2,2,,,,,,,1,98,1,1,1,"NOT SURE",98,4,4,4,1,-9,-9,1,1,1,1,1,4,1,4,1,2,2,1,1,2,5,1,1,5,5,1,"10/19/2016 5:08:42",0.43
244,"C","D","C",1,"NH",1,3,98,1,1,1,"DESTRUCTION OF RAIN FOREST",8,1,1,1,2,1,1,1,1,1,1,,,,,,,4,98,1,2,4,"FIND ALTERNATE SOURCES",1,4,4,4,-9,-9,98,1,4,4,4,4,1,4,4,3,2,1,1,2,,3,5,4,98,1,2,"10/19/2016 5:10:25",1.11
245,"C","C","A",3,"PA",1,5,5,1,1,3,"TV",6,2,98,1,1,2,2,2,1,2,2,,,,,,,4,98,2,1,3,"$15.00",2,4,4,2,98,-9,-9,1,1,98,4,2,4,1,2,1,1,3,1,6,,4,1,2,3,3,2,"10/19/2016 5:17:23",1.01
246,"C","D","C",3,"ME",1,1,1,1,1,2,"WARMER DAYS THAN USUAL",2,1,2,-9,98,3,2,1,2,1,2,,,,,,,4,2,1,2,4,"ZERO",1,4,3,2,-9,-9,4,2,4,1,4,4,3,2,1,1,3,1,1,1,2,2,2,4,1,2,2,"10/19/2016 5:21:27",1.08
247,"C","D","C",1,"PA",1,2,98,1,1,2,"SCIENTIFIC RESEARCH",4,3,2,-9,2,1,2,1,2,1,3,,,,,,,4,4,1,1,1,"ZERO",1,4,4,3,-9,-9,4,3,2,2,4,98,4,1,98,4,3,2,1,1,2,2,5,2,2,2,1,"10/19/2016 5:22:13",0.67
248,"C","C","B",3,"GA",2,2,3,1,1,2,"TOO MUCH POLLUTION",8,1,1,1,1,1,2,1,2,2,2,,,,,,,1,2,2,2,3,"$10.00",2,1,2,3,-9,3,-9,1,1,4,3,2,2,1,2,3,3,2,1,1,2,2,2,1,4,2,1,"10/19/2016 5:31:39",0.67
249,"C","D","A",1,"PA",1,5,5,1,1,3,"FOSSIL FUELS",8,3,1,1,1,1,1,4,2,2,2,,,,,,,4,1,1,1,4,"$40.00",2,1,98,98,1,-9,-9,1,1,1,4,4,4,1,4,1,2,4,1,1,1,4,1,2,3,6,1,"10/19/2016 5:40:54",0.53
250,"C","D","B",2,"GA",2,5,5,1,1,3,"BIBLE SAYS SO",12,4,1,1,2,1,2,2,3,2,1,,,,,,,4,2,1,1,4,"ZERO",1,4,98,98,-9,4,-9,2,3,3,4,4,4,2,3,3,3,1,2,6,,3,5,4,4,5,1,"10/19/2016 5:45:54",1.71
251,"C","C","B",2,"FL",2,1,2,1,1,2,"TOO MANY CARS ON THE ROAD",8,1,1,1,1,2,2,1,2,1,2,,,,,,,4,4,4,4,4,"$5.00",2,98,2,3,-9,4,-9,1,2,4,3,2,3,1,3,2,3,2,2,6,,2,1,,,,1,"10/19/2016 5:46:47",1.84
252,"C","D","A",3,"NJ",1,5,5,2,,,,,,,-9,,,,,,,,2,"NO SOLID EVIDENCE",3,2,2,2,4,4,4,4,4,"ZERO",1,3,2,2,98,-9,-9,2,3,4,3,3,3,98,98,2,3,1,1,1,2,3,1,2,3,,2,"10/19/2016 5:47:22",1.04
253,"C","D","B",1,"GA",2,2,3,1,1,2,"NOT SURE",10,1,1,2,2,3,1,1,4,3,4,,,,,,,2,2,2,3,3,"ZERO",1,3,2,2,-9,3,-9,2,3,3,2,2,3,3,2,2,2,1,2,2,,3,1,4,3,2,2,"10/19/2016 5:47:34",1.93
254,"C","C","C",2,"TX",2,3,3,98,,,,,,,-9,,,,,,,,,,,,,,4,4,3,4,3,"ZERO",1,2,2,2,-9,-9,4,2,4,4,4,2,4,1,98,1,1,1,10,6,,2,3,2,1,6,1,"10/19/2016 5:57:50",1.08
